"wikidataId","fullName","frName","birthDate","birthPlace","deathDate","deathPlace","height","positions"
"Q1855981","Kevin Barry","Kevin Barry",1902-01-20,NA,1920-11-01,NA,NA,NA
"Q1877063","Luke Whitelock","Luke Whitelock",1991-01-29,"Palmerston North",NA,NA,194,"Number 8; Flanker"
"Q1896655","Rory Best","Rory Best",1982-08-15,"Craigavon",NA,NA,180,"Hooker"
"Q1909280","Matt Todd","Matt Todd",1988-03-24,"Christchurch",NA,NA,185,"Flanker"
"Q1911291","Maurice Colclough","Maurice Colclough",1953-09-02,NA,2006-01-27,NA,NA,"2nd Row"
"Q1948458","Morrie Dixon","Morrie Dixon",1929-02-06,"Christchurch",2004-07-29,"Christchurch",173,"Winger"
"Q1966601","Nathan Mauger","Nathan Mauger",1978-04-08,"Christchurch",NA,NA,184,"Centre"
"Q1984070","Mat Rogers","Mat Rogers",1976-02-01,"Sydney",NA,NA,182,"Fullback; Winger; Centre; Fly-Half"
"Q1988054","Toutai Kefu","Toutai Kefu",1974-04-08,NA,NA,NA,191,"Number 8"
"Q1988772","Tiaan Strauss","Tiaan Strauss",1965-06-28,"Upington",NA,NA,188,"Number 8"
"Q1992089","Jean Hervé","Jean Hervé",1884-03-30,NA,1966-11-27,NA,NA,NA
"Q1997696","Bismarck du Plessis","Bismarck du Plessis",1984-05-22,"Bethlehem; South Africa",NA,NA,189,"Hooker"
"Q1999454","Tana Umaga","Tana Umaga",1973-05-27,"Lower Hutt",NA,NA,187,"Centre; Winger"
"Q2000145","Bobby Skinstad","Bobby Skinstad",1976-07-03,"Bulawayo",NA,NA,193,"Number 8; Flanker"
"Q2000155","Johann Muller","Johann Muller",1980-01-06,"Mossel Bay",NA,NA,200,"2nd Row"
"Q2012819","Jaco van der Westhuyzen","Jaco van der Westhuyzen",1978-04-06,"Mbombela",NA,NA,180,"Fullback; Fly-Half; Winger"
"Q2014424","Stefan Terblanche","Stefan Terblanche",1975-07-02,"Mossel Bay",NA,NA,187,"Winger; Fullback; Centre"
"Q2014449","Rudolf Straeuli","Rudolf Straeuli",1963-08-20,"Pretoria",NA,NA,190,"2nd Row; Number 8; Flanker"
"Q2015500","Adrian Garvey","Adrian Garvey",1968-06-25,"Bulawayo",NA,NA,189,"Prop"
"Q2016678","Tommaso Benvenuti","Tommaso Benvenuti",1990-12-12,"Vittorio Veneto",NA,NA,186,"Centre; Winger"
"Q2016688","Chiliboy Ralepelle","Chiliboy Ralepelle",1986-09-11,"Tzaneen",NA,NA,179,"Hooker"
"Q2019466","Takudzwa Ngwenya","Takudzwa Ngwenya",1985-07-22,"Harare",NA,NA,177,"Winger"
"Q2021505","André Vos","André Vos",1975-01-09,"East London; South Africa",NA,NA,196,"Flanker; Number 8"
"Q2021513","Rassie Erasmus","Johan Erasmus",1972-11-05,"Despatch; South Africa",NA,NA,190,"Flanker"
"Q2036406","Martin Johnson","Martin Johnson",1970-03-09,"Solihull",NA,NA,200,"2nd Row"
"Q2038034","Paul O'Connell","Paul O'Connell",1979-10-20,"Limerick",NA,NA,198,"2nd Row"
"Q2051641","William Servat","William Servat",1978-02-09,"Saint-Gaudens; Haute-Garonne",NA,NA,185,"Hooker"
"Q2053062","Matt Banahan","Matt Banahan",1986-12-30,"Jersey",NA,NA,200,"Winger"
"Q2053152","Jerome Kaino","Jerome Kaino",1983-04-06,"Tutuila",NA,NA,196,"Flanker; Number 8; 2nd Row"
"Q2053771","Luc Ducalcon","Luc Ducalcon",1984-01-02,"La Fère",NA,NA,183,"Prop"
"Q2053942","Adriaan Richter","Adriaan Richter",1966-05-10,"Roodepoort",NA,NA,195,"Number 8"
"Q2053950","Heinrich Brüssow","Heinrich Brussow",1986-07-21,"Bloemfontein",NA,NA,181,"Flanker"
"Q2053955","Gary Teichmann","Gary Teichmann",1967-01-09,"Gweru",NA,NA,195,"Number 8"
"Q2053962","Francois Louw","Francois Louw",1985-06-15,"Cape Town",NA,NA,190,"Flanker; Number 8"
"Q2054018","Raphaël Lakafia","Raphaël Lakafia",1988-10-28,"Tours",NA,NA,191,"Flanker; Number 8"
"Q2054824","Guy Novès","Guy Novès",1954-02-05,"Toulouse",NA,NA,180,"Winger"
"Q2054904","Jean-Marc Doussain","Jean-Marc Doussain",1991-02-12,"Toulouse",NA,NA,174,"Scrum-Half; Fly-Half"
"Q2055503","Julien Pierre","Julien Pierre",1981-07-31,"Rodez",NA,NA,197,"2nd Row"
"Q2056292","Gio Aplon","Gio Aplon",1982-10-06,"Hawston",NA,NA,175,"Fullback; Winger"
"Q2056296","Odwa Ndungane","Odwa Ndungane",1981-02-20,"Mthatha",NA,NA,184,"Winger"
"Q2056300","Francois Hougaard","Francois Hougaard",1988-04-06,"Paarl",NA,NA,179,"Scrum-Half; Winger"
"Q2061836","Freddie Tuilagi","Fereti ""Freddie"" Tuilagi",1971-06-09,"Apia",NA,NA,180,"Centre"
"Q2063331","Scott Higginbotham","Scott Higginbotham",1986-09-05,"Perth",NA,NA,195,"Flanker; Number 8"
"Q2063763","Saia Fainga'a","Saia Fainga'a",1987-02-02,"Queanbeyan",NA,NA,187,"Hooker"
"Q2064248","Sekope Kepu","Sekope Kepu",1986-02-05,"Sydney",NA,NA,188,"Prop"
"Q2065222","Salesi Ma'afu","Salesi Ma'afu",1983-03-22,"Sydney",NA,NA,184,"Prop"
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau",1985-07-26,"Sydney",NA,NA,181,"Hooker"
"Q2067610","Victor Matfield","Victor Matfield",1977-05-11,"Polokwane",NA,NA,200,"2nd Row"
"Q2069565","Rob Simmons","Rob Simmons",1989-04-19,"Theodore",NA,NA,200,"2nd Row"
"Q2074817","Kurtley Beale","Kurtley Beale",1989-01-06,"Blacktown City Council",NA,NA,184,"Fly-Half; Centre; Fullback; Winger"
"Q2074930","Luke Burgess","Luke Burgess",1983-08-20,"Newcastle; New South Wales",NA,NA,180,"Scrum-Half"
"Q2080001","Rob Horne","Rob Horne",1989-08-15,"Sydney",NA,NA,186,"Centre"
"Q2080039","Anthony Fainga'a","Anthony Fainga'a",1987-02-02,"Queanbeyan",NA,NA,182,"Centre"
"Q2080642","Mamuka Gorgodze","Mamuka Gorgodze",1984-07-14,"Tbilisi",NA,NA,195,"2nd Row; Flanker; Number 8"
"Q2082385","Digby Ioane","Digby Ioane",1985-07-14,"Wellington",NA,NA,179,"Winger; Centre"
"Q2082391","Pat McCabe","Pat McCabe",1988-03-21,"Manly; New South Wales",NA,NA,186,"Centre; Winger; Fullback"
"Q2084110","Nicholas Phipps","Nick Phipps",1989-01-09,"Baulkham Hills",NA,NA,180,"Scrum-Half"
"Q2085483","Adam Thomson","Adam Thomson",1982-03-23,"Ashburton; New Zealand",NA,NA,196,"Flanker; Number 8"
"Q2086349","Philip Moore, Baron Moore of Wolvercote","Philip Moore",1921-04-06,NA,2009-04-07,NA,NA,NA
"Q2117766","Álvaro Galindo","Alvaro Galindo",1982-02-26,"Tucumán Province",NA,NA,192,"Flanker"
"Q2144594","René Dufaure de Montmirail","René Dufaure de Montmirail",1876-02-08,NA,1917-02-09,NA,NA,NA
"Q2148359","Rhys M. Thomas","Rhys Thomas",1982-07-31,"Johannesburg",NA,NA,185,"Prop"
"Q2149806","Richard Hibbard","Richard Hibbard",1983-12-13,"Neath",NA,NA,183,"Hooker"
"Q2151746","Rico Gear","Rico Gear",1978-02-26,"Gisborne; New Zealand",NA,NA,181,"Winger; Centre"
"Q2159914","Robin Sowden-Taylor","Robin Sowden-Taylor",1982-06-09,"Cardiff",NA,NA,185,"Flanker"
"Q2164605","Jean Collas","Jean Collas",1874-07-03,"4th arrondissement of Paris",1928-12-30,"Asnières-sur-Seine",NA,"Centre"
"Q2164614","Joseph Olivier","Joseph Olivier",1874-12-02,"6th arrondissement of Paris",1901-05-21,"Neuilly-sur-Seine",180,"2nd Row; Prop"
"Q2172175","Rudi Wulf","Rudi Wulf",1984-02-02,"Auckland",NA,NA,182,"Winger; Centre; Fullback"
"Q2182964","Maxime Médard","Maxime Médard",1986-11-16,"Toulouse",NA,NA,180,"Winger; Fullback"
"Q2203638","James O'Connor","James O'Connor",1990-07-05,"Southport; Queensland",NA,NA,180,"Fly-Half; Centre; Fullback; Winger"
"Q2244780","James Slipper","James Slipper",1989-06-06,"Gold Coast; Queensland",NA,NA,185,"Prop"
"Q2249503","Keven Mealamu","Keven Mealamu",1979-03-20,"Tokoroa",NA,NA,181,"Hooker"
"Q2250641","Sean Lamont","Sean Lamont",1981-01-15,"Perth; Scotland",NA,NA,188,"Winger; Centre"
"Q2251158","Bernard Laporte","Bernard Laporte",1964-07-01,NA,NA,NA,NA,"Scrum-Half"
"Q2251828","Alastair Kellock","Alastair Kellock",1981-06-14,"Bishopbriggs",NA,NA,204,"2nd Row"
"Q2272950","Joel Stransky","Joel Stransky",1967-07-16,"Pietermaritzburg",NA,NA,179,"Fly-Half"
"Q2278053","Sylvain Marconnet","Sylvain Marconnet",1976-04-08,"Givors",NA,NA,183,"Loosehead Prop; Tighthead Prop"
"Q2278517","Ben Cohen","Ben Cohen",1978-09-14,"Northampton",NA,NA,188,"Winger"
"Q2278581","Pieter de Villiers","Pieter de Villiers",1972-07-03,"Malmesbury; South Africa",NA,NA,184,"Prop"
"Q2280214","Julien Bonnaire","Julien Bonnaire",1978-09-20,"Bourgoin-Jallieu",NA,NA,193,"Number 8; Winger"
"Q2280233","Gonzalo Canale","Gonzalo Canale",1982-11-11,"Córdoba; Argentina",NA,NA,181,"Centre"
"Q2282348","Andrea Lo Cicero","Andrea Lo Cicero",1976-05-07,"Catania",NA,NA,185,"Prop"
"Q2282931","Chester Williams","Chester Williams",1970-08-08,"Paarl",2019-09-06,"Cape Town",172,"Winger"
"Q2288228","Roland de Marigny","Roland de Marigny",1975-11-17,"Durban",NA,NA,180,"Fly-Half; Fullback"
"Q2289971","Scott Hamilton","Scott Hamilton",1980-03-04,"Christchurch",NA,NA,190,"Fullback; Winger"
"Q2296866","Alesana Tuilagi","Alesana Tuilagi",1981-02-24,"Samoa",NA,NA,185,"Winger; Centre"
"Q2303583","Rocky Elsom","Rocky Elsom",1983-02-14,"Melbourne",NA,NA,197,"Flanker"
"Q2303942","Martin Bayfield","Martin Bayfield",1966-12-21,"Bedford",NA,NA,208,"2nd Row"
"Q2309883","James Small","James Small",1969-02-10,"Cape Town",2019-07-10,"Johannesburg",182,"Winger"
"Q2310451","Jean-Marc Souverbie","Jean-Marc Souverbie",1975-04-09,"Pau; Pyrénées-Atlantiques",NA,NA,175,"Winger; Fullback"
"Q2313220","Federico Martín Aramburú","Federico Martín Aramburú",1980-01-20,"La Plata",2022-03-19,"6th arrondissement of Paris",182,"Centre; Winger"
"Q2314505","Bernard Lapasset","Bernard Lapasset",1947-10-20,NA,2023-05-03,NA,NA,"2nd Row"
"Q2314755","Alexander Obolensky","Alexander Obolensky",1916-02-17,"Saint Petersburg",1940-03-29,"RAF Martlesham Heath",NA,"Winger"
"Q2333026","Lionel Beauxis","Lionel Beauxis",1985-10-24,"Tarbes",NA,NA,180,"Fly-Half; Fullback"
"Q2333694","Rimas Álvarez Kairelis","Rimas Álvarez Kairelis",1974-07-22,"Quilmes",NA,NA,199,"2nd Row; 3rd Row"
"Q2334843","Fabien Galthié","Fabien Galthié",1969-03-20,"Cahors",NA,NA,180,"Scrum-Half"
"Q2342037","Marc Lièvremont","Marc Lièvremont",1968-10-28,"Dakar",NA,NA,182,"Flanker"
"Q2342896","Kenzo Suzuki","Kenzo Suzuki",NA,NA,NA,NA,NA,NA
"Q2346730","Davit Zirakashvili","Davit Zirakashvili",1983-10-10,"Rustavi",NA,NA,183,"Prop"
"Q2359466","Guilhem Guirado","Guilhem Guirado",1986-06-17,"Céret",NA,NA,183,"Hooker"
"Q2361687","Darren Junee","Darren Junee",1969-07-02,"Darlinghurst",NA,NA,178,"Fullback"
"Q2361853","Sébastien Bonnet","Sébastien Bonnet",1974-11-02,"Ussel; Corrèze",NA,NA,170,"Scrum-Half"
"Q2362012","Thomas Domingo","Thomas Domingo",1985-08-20,"Tulle",NA,NA,173,"Prop"
"Q2362025","Vincent Debaty","Vincent Debaty",1981-10-02,"Woluwe-Saint-Lambert",NA,NA,192,"Prop"
"Q2362945","Benjamin Collet","Benjamin Collet",1989-04-11,NA,NA,NA,185,"Flanker"
"Q2364164","Jason Holland","Jason Holland",1972-08-18,"New Plymouth",NA,NA,175,"Fly-Half; Centre"
"Q2364869","Alifeleti Fakaongo","Alifeleti Fakaongo",1970-08-16,"Toula Vavau",NA,NA,192,"2nd Row; Flanker"
"Q2365231","Daniel Heenan","Daniel Heenan",1981-11-17,"Gatton",NA,NA,196,"2nd Row; Flanker"
"Q2365957","Edward Kewley","Edward Kewley",1852-06-20,"Buckinghamshire",1940-04-17,"Winchester",NA,NA
"Q2366446","Bernard De Giusti","Bernard De Giusti",1972-02-16,NA,NA,NA,187,"Flanker"
"Q2367456","Alan Cardy","Alan Cardy",1945-09-12,"Sydney",2021-12-19,"Sydney",NA,"Winger"
"Q2367472","Jérôme Carrat","Jérôme Carrat",1976-12-07,NA,NA,NA,NA,"Fullback"
"Q2370253","Sébastien Boboul","Sébastien Boboul",1981-09-13,"Clermont-Ferrand",NA,NA,175,"Fullback"
"Q2371608","Tusi Pisi","Tusi Pisi",1982-06-18,"Apia",NA,NA,183,"Fly-Half; Centre; Fullback"
"Q2372344","Heini Adams","Heini Adams",1980-05-29,"Worcester; South Africa",NA,NA,168,"Scrum-Half"
"Q2373851","Josh Sole","Josh Sole",1980-02-15,"Hamilton; New Zealand",NA,NA,196,"Flanker; Number 8; 2nd Row"
"Q2374727","Roger Ripol Fortuny","Roger Ripol",1978-09-20,"Barcelona",NA,NA,175,"Hooker"
"Q2375090","Colin McKenzie","Colin McKenzie",1964-11-24,"Vancouver",NA,NA,185,"Number 8"
"Q2375928","John Langford","John Langford",1968-06-26,NA,NA,NA,NA,"2nd Row"
"Q2376911","Tom Clapp","Tom Clapp",1858-10-25,"Marylebone",1933-11-15,"California",NA,"Forward"
"Q2377378","Courtney Lawes","Courtney Lawes",1989-02-23,"London Borough of Hackney",NA,NA,200,"2nd Row; Flanker"
"Q2377673","Ilarion Ciobanu","Ilarion Ciobanu",NA,NA,NA,NA,NA,NA
"Q2378740","Robin Roe","Robin Roe",1928-10-11,"Republic of Ireland",2010-07-15,"Guildford",NA,"Hooker"
"Q2379722","Lyonel Vaïtanaki","Lyonel Vaïtanaki",1970-09-07,"Nouméa",NA,NA,196,"2nd Row"
"Q2381731","Pierre de Villiers","Pierre de Villiers",1905-06-14,"Worcester; South Africa",1975-11-14,"Paarl",175,"Scrum-Half"
"Q2381897","Martin Purdy","Martin Purdy",1981-10-29,"Crawley",NA,NA,200,"2nd Row"
"Q2382658","Don Tarr","Don Tarr",1910-03-11,"Llandeilo Fawr",1980-06-04,"Fareham",NA,"Hooker"
"Q2382936","Ibrahim Diarra","Ibrahim Diarra",1983-05-25,"Savigny-sur-Orge",2019-12-18,"15th arrondissement of Paris",185,"Flanker"
"Q2383858","Charles Geli","Charles Géli",1987-03-26,"Toulouse",NA,NA,183,"Hooker"
"Q2384295","Sébastien Paillat","Sébastien Paillat",1970-09-11,NA,NA,NA,NA,"Fullback"
"Q2384407","Julien Janaudy","Julien Janaudy",1989-02-21,"Bourgoin-Jallieu",2018-04-01,"Saint-Jean-de-Soudain",180,"Hooker"
"Q2384444","Hrishikesh Pendse","Hrishikesh Pendse",1986-04-08,NA,NA,NA,190,"Flanker; 2nd Row"
"Q2386451","Robert Monier",NA,1885-02-20,"Bordeaux",1944-12-06,"Bordeaux",NA,NA
"Q2386745","Trevor Leota","Trevor Leota",1975-02-08,"Auckland",NA,NA,175,"Hooker"
"Q2386766","Marin Moț","Marin Moț",1956-07-09,"Meri",NA,NA,172,"Hooker"
"Q2387382","Vassili Bost","Vassili Bost",1985-04-28,NA,NA,NA,196,"3rd Row"
"Q2387467","Jan Pickard","Jan Pickard",1927-12-25,"Paarl",1998-05-30,"Cape Town",191,"2nd Row"
"Q2388323","Antranik Torossian","Antranik Torossian",1944-04-22,"Auch",NA,NA,171,"Hooker"
"Q2388353","Georges Carabignac","Georges Carabignac",1929-10-10,"Boé",1973-02-21,"Moissac",NA,"Fly-Half"
"Q2390821","Tjol Lategan","Tjol Lategan",1925-09-29,NA,2015-03-08,NA,NA,"Centre"
"Q2391241","Richard Majérus","Richard Majérus",1905-06-10,NA,1972-01-20,NA,NA,"2nd Row"
"Q2391413","André Darrieussecq","André Darrieussecq",1947-06-04,"Saint-Jean-de-Luz",2020-08-01,"Bayonne",180,"Prop"
"Q2391575","Christopher Brown","Christopher Brown",1984-06-03,NA,NA,NA,184,"Fly-Half"
"Q2392164","Eric Evans","Eric Evans",1921-02-01,"Droylsden",1991-01-12,"Stockport",NA,"Hooker"
"Q2394577","Romeo Gontineac","Romeo Gontineac",1973-12-18,"Botoșani",NA,NA,175,"Centre"
"Q2394762","Lachlan Turner","Lachie Turner",1987-05-11,"Sydney",NA,NA,189,"Fullback; Winger"
"Q2394826","Dominique Bouet","Dominique Bouet",1964-03-31,"Sort-en-Chalosse",1990-07-02,"Nouméa",188,"Hooker"
"Q2395276","Guillaume Delmotte","Guillaume Delmotte",1977-10-25,"Fréjus",NA,NA,173,"Centre"
"Q2396686","Daniel Frederick Rambaut","Daniel Rambaut",1865-08-06,"Waterford",1937-11-30,"Northampton",NA,"Three-Quarter"
"Q2396802","Nathan Lane","Nathan Lane",1988-09-29,"Saint-Pol-sur-Ternoise",NA,NA,193,"Flanker"
"Q2397086","Arturo Bergamasco","Arturo Bergamasco",1951-03-15,"Due Carrare",NA,NA,NA,"Flanker"
"Q2397148","Edmund Forrest","Edmund Forrest",1870-10-05,"Dublin",1902-02-20,"Aden",NA,"Forward"
"Q2397187","Horacio Agulla","Horacio Agulla",1984-10-22,"Buenos Aires",NA,NA,181,"Winger"
"Q2397324","Éric Catinot","Éric Catinot",1964-01-28,NA,NA,NA,NA,"Fly-Half; Fullback"
"Q2398256","Alexandre Menini","Alexandre Menini",1983-08-05,"Basse-Ham",NA,NA,183,"Prop"
"Q2399442","Jim Evans","Jim Evans",1980-08-02,"Orsett",NA,NA,200,"2nd Row"
"Q2401184","Norman Wende","Norman Wende",1982-04-13,NA,NA,NA,183,"Hooker; Prop"
"Q2401864","Peter Short","Peter Short",1979-06-20,"Liverpool",NA,NA,196,"2nd Row; Flanker"
"Q2401959","Martín Scelzo","Martín Scelzo",1976-02-05,"Buenos Aires",NA,NA,189,"Prop"
"Q2403782","Lucien Rogé","Lucien Rogé",1932-10-19,"Cessenon-sur-Orb",NA,NA,177,"Winger"
"Q2404259","Leicester Rutledge","Leicester Rutledge",1952-04-12,"Christchurch",NA,NA,185,"Flanker"
"Q2404405","Franck Romanet","Franck Romanet",1986-05-02,NA,NA,NA,178,"Winger"
"Q2404782","Manu Tiko","Manu Tiko",1974-09-30,"Nausori",NA,NA,183,"Winger"
"Q2405761","Marco Wentzel","Marco Wentzel",1979-05-06,"George; South Africa",NA,NA,200,"2nd Row"
"Q2406514","Jérôme Suderie","Jérôme Suderie",1980-03-11,NA,NA,NA,NA,"Fullback"
"Q2407192","Adrien Oléon","Adrien Oléron",1989-03-12,"Clermont-Ferrand",NA,NA,173,"Prop"
"Q2407541","Raymond Le Goff","Raymond Le Goff",1913-07-04,"8th arrondissement of Paris",2005-07-08,"Bry-sur-Marne",NA,"Winger"
"Q2408477","Jérôme Baradat","Jérôme Baradat",1975-12-19,NA,NA,NA,NA,"Flanker"
"Q2408780","Jean Estrade","Jean Estrade",1921-05-29,"Pontacq",2015-10-04,"Lourdes",175,"Winger"
"Q2408840","Yohann Authier","Johann Authier",1981-12-16,"Noisy-le-Sec",NA,NA,166,"Scrum-Half"
"Q2410123","Gérard Bouguyon","Gérard Bouguyon",1935-11-24,NA,2016-01-06,NA,185,"2nd Row"
"Q2411645","Juan Lanza","Juan Lanza",1963-06-07,NA,NA,NA,NA,"Winger"
"Q2411672","Steve Kefu","Steve Kefu",1979-12-16,"Brisbane",NA,NA,188,"Centre"
"Q2412532","Richard Alonso","Richard Alonso",1948-09-22,"Paraza",2022-04-28,"Narbonne",NA,NA
"Q2414780","Jeremy Tomuli","Jeremy Tomuli",1971-10-13,"Auckland",NA,NA,178,"Prop"
"Q2415284","Alexander Yanyushkin","Alexander Yanyushkin",1982-10-30,"Penza",NA,NA,165,"Scrum-Half"
"Q2415577","Fabrice Estebanez","Fabrice Estebanez",1981-12-26,"Carcassonne",NA,NA,186,"Centre; Fly-Half; Fullback"
"Q2415875","Guy Basquet","Guy Basquet",1921-07-13,"Layrac",2006-02-01,"Agen",181,"Number 8; Flanker"
"Q2419858","Gaston Lane","Gaston Lane",1883-01-23,"Paris",1914-09-23,"Lironville",168,"Winger; Centre"
"Q2420452","Dean Richards","Dean Richards",1963-07-11,"Nuneaton",NA,NA,191,"Number 8"
"Q2420532","Mathurin Barbier","Mathurin Barbier",1981-07-16,"Chenôve",NA,NA,184,"Winger; Fullback"
"Q2421296","Vickus Liebenberg","Vickus Liebenberg",1985-02-20,"Upington",NA,NA,198,"2nd Row"
"Q2421605","Jo Maso","Jo Maso",1944-12-27,"Toulouse",NA,NA,178,"Centre; Fly-Half"
"Q2421928","Geraint Lewis","Geraint Lewis",1974-01-12,"Pontypridd",NA,NA,190,"Flanker; Number 8"
"Q2423674","George Parsons","George Parsons",1926-04-21,"Newbridge",2009-11-24,"Llangynidr",NA,"Prop; 2nd Row"
"Q2424180","Robert Barbieri","Robert Barbieri",1984-06-05,"Toronto",NA,NA,185,"Flanker; Number 8"
"Q2440114","Tom Smith","Tom Smith",1971-10-31,"London",2022-04-06,"Libourne",177,"Prop"
"Q2443371","Erich Ludwig","Erich Ludwig",NA,NA,NA,NA,NA,"Forward"
"Q2443618","Richard Ludwig","Richard Ludwig",1877-05-22,"Frankfurt",1946-08-10,"Königstein im Taunus",NA,"Back"
"Q2443936","Victor Lardanchet","Victor Lardanchet",1863-12-29,"Desnes; Jura",1936-11-08,"Nice",NA,"Forward"
"Q2464963","Morgan Parra","Morgan Parra",1988-11-15,"Metz",NA,NA,180,"Scrum-Half; Fly-Half"
"Q2465068","Elvis Vermeulen","Elvis Vermeulen",1979-04-05,"Senlis",NA,NA,189,"Number 8"
"Q2472720","Vladislav Korshunov","Vladislav Korshunov",1983-02-13,"Khabarovsk",NA,NA,183,"Hooker"
"Q2476819","Rupeni Caucaunibuca","Rupeni Caucaunibuca",1980-06-05,"Nabouwalu",NA,NA,178,"Winger; Centre"
"Q2480198","Jacques Brunel","Jacques Brunel",1954-01-14,"Courrensan",NA,NA,NA,"Fullback"
"Q2481789","Sonny Bill Williams","Sonny Bill Williams",1985-08-03,"Auckland",NA,NA,193,"Centre; Winger"
"Q2505333","Bob Craig","Bob Craig",1881-09-01,"Sydney",1935-03-05,"Leichhardt",NA,"Flanker"
"Q2509738","Charles Russell","Boxer Russell",1884-12-05,"St Peters",1957-05-15,"Sydney",NA,"Winger"
"Q2510117","Jack Hickey","Jack Hickey",1887-01-04,"Sydney",1950-05-15,"Sydney",NA,"Centre"
"Q2524252","Carlos Deltour",NA,1964-04-08,"Guadalajara",1920-05-29,"Cambo-les-Bains",NA,NA
"Q2557424","Steve Hansen","Steve Hansen",1959-05-07,"Dunedin",NA,NA,NA,"Centre"
"Q2568753","Ruan Pienaar","Ruan Pienaar",1984-03-10,"Bloemfontein",NA,NA,187,"Scrum-Half; Fly-Half; Fullback"
"Q2578953","William Hirigoyen","William Gayraud",1898-05-01,"Laroque-Timbaut",1962-12-09,"9th arrondissement of Paris",176,"Hooker"
"Q2602308","Yves du Manoir","Yves du Manoir",1904-08-11,"Vaucresson",1928-01-02,"Reuilly; Indre",170,"Fly-Half"
"Q2607117","Mario Ledesma","Mario Ledesma",1973-05-17,"Buenos Aires",NA,NA,183,"Hooker"
"Q2608846","Dimitri Yachvili","Dimitri Yachvili",1980-09-19,"Brive-la-Gaillarde",NA,NA,182,"Scrum-Half"
"Q2619055","Erik Lund","Erik Lund",1979-07-03,"Fredrikstad",NA,NA,202,"2nd Row"
"Q2635850","David Robertson",NA,NA,NA,NA,NA,NA,NA
"Q2636049","Franz Albert Amrhein","Albert Amrhein",1870-12-29,"Frankfurt",1945-05-20,"Frankfurt",NA,"Prop"
"Q2636058","André Roosevelt","Albert Roosevelt",1879-04-24,NA,1962-07-21,NA,NA,"Flanker"
"Q2636456","Jean-Guy Gautier",NA,1875-12-13,"Jarnac",1938-10-23,"Cognac; France",175,"Centre; Number 8; Loosehead Prop; 2nd Row"
"Q2636650","Léon Binoche","Léon Binoche",1878-08-16,"Champs-sur-Yonne",1962-08-28,"Ferney-Voltaire",NA,"Fly-Half"
"Q2647958","Allan Elsom","Allan Elsom",1925-07-18,"Christchurch",2010-09-25,"Christchurch",183,"Centre; Winger"
"Q2648015","Allan Muhr","Allan Muhr",1882-01-23,"Philadelphia",1944-12-29,"Neuengamme concentration camp",NA,"2nd Row; Number 8"
"Q2700940","Hubert Lefèbvre","Hubert Lefèbvre",1878-11-29,NA,1937-09-26,"Labaroche",168,"2nd Row"
"Q2701263","André Rischmann","André Rischmann",1882-01-26,"1st arrondissement of Paris",1955-11-09,"17th arrondissement of Paris",NA,"Winger"
"Q2701355","Auguste Giroux","Auguste Giroux",1874-07-29,NA,1953-08-09,NA,168,"Winger"
"Q2701529","Alexandre Pharamond","Alexandre Pharamond",1876-10-20,NA,1953-05-04,NA,164,"Fullback"
"Q2725608","Eric Tindill","Eric Tindill",1910-12-18,"Nelson; New Zealand",2010-08-01,"Wellington",NA,"Fly-Half; Centre"
"Q2735105","François Trinh-Duc","François Trinh-Duc",1986-11-11,"Montpellier",NA,NA,184,"Fly-Half; Centre; Fullback"
"Q2738338","Ferdie Aston","Ferdy Aston",1871-09-18,"Cheltenham",1926-10-15,"Durban",NA,"Centre; Winger"
"Q2738926","Damien Traille","Damien Traille",1979-06-12,"Pau; Pyrénées-Atlantiques",NA,NA,192,"Centre; Fullback; Fly-Half"
"Q2739194","Aurélien Rougerie","Aurélien Rougerie",1980-09-26,"Beaumont; Puy-de-Dôme",NA,NA,193,"Centre; Winger; Fullback"
"Q2740657","Rui Cordeiro","Rui Cordeiro",1976-10-14,NA,NA,NA,NA,"Hooker"
"Q2740787","Duarte Cardoso Pinto","Duarte Cardoso Pinto",1982-03-17,"Lisbon",NA,NA,173,"Fly-Half"
"Q2740857","Joaquim Ferreira","Joaquim Ferreira",1973-04-27,"Porto",NA,NA,175,"Prop; Hooker"
"Q2741547","Diogo Gama","Diogo Gama",1981-06-15,"Lisbon",NA,NA,181,"Winger; Centre"
"Q2741829","Pedro Carvalho","Pedro Carvalho",1984-06-29,NA,NA,NA,NA,"Winger"
"Q2742643","Merab Kvirikashvili","Merab Kvirikashvili",1983-12-27,"Tbilisi",NA,NA,175,"Fly-Half; Fullback"
"Q2743474","A. N. Hornby",NA,NA,NA,NA,NA,NA,NA
"Q2746129","António Maria de Aguilar","António Aguilar",1978-07-06,"Lisbon",NA,NA,192,"Winger; Fullback"
"Q2755519","Nigel Walker","Nigel Walker",1963-06-15,"Cardiff",NA,NA,180,"Winger"
"Q2761879","Radike Samo","Radike Samo",1976-07-09,"Nadi",NA,NA,197,"2nd Row; Number 8; Flanker"
"Q2777809","David Pocock","David Pocock",1988-04-23,"Gweru",NA,NA,184,"Flanker; Number 8"
"Q2779131","Danie Gerber","Danie Gerber",1958-04-14,"Gqeberha",NA,NA,185,"Centre"
"Q2784728","Patricio Noriega","Patricio Noriega",1971-10-22,"Buenos Aires",NA,NA,185,"Prop"
"Q2792014","Jamie Robinson","Jamie Robinson",1980-04-07,"Penarth",NA,NA,188,"Centre; Winger"
