origWdId,origName,debugComment,frName,wpPage,birthDate,birthPlace,birthPlaceWP,deathDate,deathPlace,deathPlaceWP,height,positions
Q766796,Morné Schreuder,No stint found,Morne Schreuder,Morne_Schreuder,1979-09-05,,,,,,,Demi d'ouverture
Q767406,Sebastian Bozzi,,Sebastian Bozzi,Sebastian_Bozzi,1971-06-01,Buenos Aires,/wiki/Buenos_Aires,,,,188,Pilier; talonneur
Q768777,Corné Krige,,Corné Krige,Corn%C3%A9_Krige,1975-03-21,Lusaka,/wiki/Lusaka,,,,190,Troisième ligne aile
Q768874,Sean O'Brien,,Sean O'Brien,Sean_O%27Brien,1987-02-14,Carlow,/wiki/Carlow_(Irlande),,,,188,Troisième ligne aile; Troisième ligne centre
Q770412,Tom McGown,,Tom McGown,Tom_McGown,1876-02-22,Belfast,/wiki/Belfast,1956-07-15,High Wycombe,/wiki/High_Wycombe,,Avant
Q772272,Alain Carminati,,Alain Carminati,Alain_Carminati,17 août,Champagnole,/wiki/Champagnole,,,,195,Troisième ligne centre; Troisième ligne aile
Q774079,Simon Geoghegan,,Simon Geoghegan,Simon_Geoghegan,1968-09-01,Knebworth,/wiki/Knebworth,,,,183,Ailier
Q775742,Barry John,,Barry John,Barry_John,1945-01-06,Cefneithin,/wiki/Cefneithin,2024-02-04,Cardiff,/wiki/Cardiff,178,demi d'ouverture
Q776095,Joseph Pugsley,,Joe Pugsley,Joe_Pugsley,1885-05-10,Swansea,/wiki/Swansea,1976-06-13,Cardiff,/wiki/Cardiff,,Talonneur
Q776124,Olly Morgan,,Olly Morgan,Olly_Morgan,1985-11-03,Londres,/wiki/Londres,,,,188,Arrière
Q776564,Jean-Pierre Rives,,Jean-Pierre Rives,Jean-Pierre_Rives,1952-12-31,Toulouse,/wiki/Toulouse,,,,180,Troisième ligne aile
Q777512,Raphaël Ibañez,,Raphaël Ibañez,Rapha%C3%ABl_Iba%C3%B1ez,1973-02-17,Dax,/wiki/Dax,,,,180,talonneur
Q778307,Don Clarke,,Don Clarke,Don_Clarke,1933-11-10,Pihama,/w/index.php?title=Pihama&action=edit&redlink=1,2002-12-29,Johannesbourg,/wiki/Johannesbourg,188,Arrière
Q780557,Sid Bevan,,Sid Bevan,Sid_Bevan,1877-05-02,Morriston,/wiki/Morriston,1933-10-17,Swansea,/wiki/Swansea,,avant
Q780661,Keith Robinson,,Keith Robinson,Keith_Robinson,1976-12-14,Te Aroha,/wiki/Te_Aroha,,,,198,Deuxième ligne
Q780849,Scott Hastings,,Scott Hastings,Scott_Hastings,1964-12-04,Édimbourg,/wiki/%C3%89dimbourg,,,,,Centre
Q781211,Ian Gough,,Ian Gough,Ian_Gough,1976-11-10,Panteg,/wiki/Panteg,,,,196,Deuxième ligne
Q783392,Ramiro Martínez,,Ramiro Martinez,Ramiro_Martinez,1970-10-23,,,,,,183,Pilier
Q783645,Jean-Pierre Pérez,,Jean-Pierre Pérez,Jean-Pierre_P%C3%A9rez,1984-04-03,Perpignan,/wiki/Perpignan,,,,188,troisième ligne aile
Q784026,Chris Jones,,Chris Jones,Chris_Jones_(rugby_%C3%A0_XV),1980-06-24,Manchester,/wiki/Manchester,,,,199,Deuxième ligne
Q785829,Sébastien Morel,,Sébastien Morel,S%C3%A9bastien_Morel,1981-01-21,Vichy,/wiki/Vichy,,,,180,Centre
Q786285,Cameron Lillicrap,,Cameron Lillicrap,Cameron_Lillicrap,1963-04-19,Brisbane,/wiki/Brisbane,,,,,Pilier
Q786362,Nicky Robinson,,Nicky Robinson,Nicky_Robinson,1982-01-03,Cardiff,/wiki/Cardiff,,,,185,Demi d'ouverture
Q786824,Boy Louw,,Boy Louw,Boy_Louw,1906-02-21,Wellington,/wiki/Wellington_(Afrique_du_Sud),1988-05-03,Bellville,/wiki/Bellville_(Afrique_du_Sud),180,Pilier; deuxième ligne; troisième ligne
Q787661,Matthias Rolland,,Matthias Rolland,Matthias_Rolland,1979-07-02,Dijon,/wiki/Dijon,,,,198,Deuxième ligne
Q787770,John Timu,,John Timu,John_Timu,1969-05-08,Dannevirke,/wiki/Dannevirke,,,,180,Ailier; arrière
Q788236,Rima Wakarua,,Rima Wakarua,Rima_Wakarua,1976-03-25,North Shore,/wiki/North_Shore_City,,,,177,Demi d'ouverture; arrière; ailier
Q793995,Zac Guildford,,Zac Guildford,Zac_Guildford,1989-02-08,Greytown,/wiki/Greytown_(Nouvelle-Z%C3%A9lande),,,,182,Ailier; arrière
Q799964,Mohamadou Diarra,,Mohamadou Diarra,Mohamadou_Diarra,1983-09-26,,,,,,171,Ailier; centre
Q800108,Jean-Maurice Oulouma,,Jean-Maurice Oulouma,Jean-Maurice_Oulouma,1983-03-12,,,,,,180,Centre; ailier
Q804456,Bakkies Botha,,Bakkies Botha,Bakkies_Botha,1979-09-22,Newcastle,/wiki/Newcastle_(Afrique_du_Sud),,,,202,deuxième ligne
Q813828,Frank Smith,No FR WP page,,,,,,,,,,
Q816494,Ben Franks,,Ben Franks,Ben_Franks,1984-03-27,Melbourne,/wiki/Melbourne,,,,185,Pilier
Q827102,Berrick Barnes,,Berrick Barnes,Berrick_Barnes,1986-05-28,Brisbane,/wiki/Brisbane,,,,183,Demi d'ouverture; Centre; Arrière
Q829262,Berwyn Jones,No FR WP page,,,,,,,,,,
Q859787,Richard Kahui,,Richard Kahui,Richard_Kahui,1985-06-09,Tokoroa,/wiki/Tokoroa,,,,190,Centre; ailier
Q861935,Bill Beaumont,,Bill Beaumont,Bill_Beaumont,1952-03-09,Preston,/wiki/Preston_(Lancashire),,,,,deuxième ligne
Q863024,Billy Boston,,Billy Boston,Billy_Boston,1934-08-06,Butetown,/wiki/Butetown,,,,,"Ailier, centre"
Q883404,Bleddyn Williams,,Bleddyn Williams,Bleddyn_Williams,1923-02-22,Taff's Well,/wiki/Taff%27s_Well,2009-07-06,Cardiff,/wiki/Cardiff,,Centre
Q892034,Carlin Isles,,Carlin Isles,Carlin_Isles,1989-11-12,,,,,,173,ailier
Q893192,Roberto Favaro,No FR WP page,,,,,,,,,,
Q897007,Bradley Davies,,Bradley Davies,Bradley_Davies,1987-01-09,Llantrisant,/wiki/Llantrisant,,,,198,Deuxième ligne
Q908859,Brendon Leonard,,Brendon Leonard,Brendon_Leonard,1985-04-16,Morrinsville,/wiki/Morrinsville,,,,181,Demi de mêlée
Q912573,Brian Lochore,,Brian Lochore,Brian_Lochore,1940-09-03,Masterton,/wiki/Masterton,2019-08-03,Masterton,/wiki/Masterton,191,Troisième ligne centre
Q912889,Brian O'Driscoll,,Brian O'Driscoll,Brian_O%27Driscoll,1979-01-21,Dublin,/wiki/Dublin,,,,177,Centre
Q914227,Justin Tipuric,,Justin Tipuric,Justin_Tipuric,1989-08-06,Neath,/wiki/Neath,,,,188,Troisième ligne aile
Q919397,Hugo Porta,,Hugo Porta,Hugo_Porta,1951-09-11,Buenos Aires,/wiki/Buenos_Aires,,,,,demi d'ouverture
Q919501,Todd Clever,,Todd Clever,Todd_Clever,1983-01-16,Palm Springs (Californie),/wiki/Palm_Springs_(Californie),,,,193,Troisième ligne aile
Q921039,Philippe Sella,,Philippe Sella,Philippe_Sella,1962-02-14,Tonneins,/wiki/Tonneins,,,,181,Centre
Q921375,Chris Latham,,Chris Latham,Chris_Latham,1975-09-08,Narrabri,/wiki/Narrabri,,,,192,arrière
Q921680,Clive Woodward,,Clive Woodward,Clive_Woodward,1956-01-06,Ely,/wiki/Ely,,,,180,Centre
Q921935,Ryan Caldwell,,Ryan Caldwell,Ryan_Caldwell,1984-09-01,Belfast,/wiki/Belfast,,,,2,Deuxième ligne
Q922025,John Afoa,,John Afoa,John_Afoa,1983-10-16,Auckland,/wiki/Auckland,,,,183,Pilier
Q922170,Matt Giteau,,Matthew Giteau,Matt_Giteau,1982-09-29,Sydney,/wiki/Sydney,,,,178,Demi d'ouverture; centre
Q923207,Christophe Dominici,,Christophe Dominici,Christophe_Dominici,1972-05-20,Toulon,/wiki/Toulon,2020-11-24,Saint-Cloud,/wiki/Saint-Cloud,172,ailier
Q924317,Alain Penaud,,Alain Penaud,Alain_Penaud,1969-07-19,Juillac,/wiki/Juillac_(Corr%C3%A8ze),,,,182,demi d'ouverture
Q924641,Marzio Innocenti,,Marzio Innocenti,Marzio_Innocenti,1958-09-04,Livourne,/wiki/Livourne,,,,,Troisième ligne aile
Q924729,Colin Slade,,Colin Slade,Colin_Slade,1987-10-10,Christchurch,/wiki/Christchurch,,,,183,Demi d'ouverture; arrière; ailier
Q925097,Stephen Larkham,,Stephen Larkham,Stephen_Larkham,1974-05-29,Canberra,/wiki/Canberra,,,,189,Demi d'ouverture; arrière
Q925823,Richard Hyland,,Dick Hyland,Richard_Hyland,1900-07-26,San Francisco,/wiki/San_Francisco,1981-07-16,Wawona,/wiki/Wawona,,Centre
Q926351,John Eales,,John Eales,John_Eales,1970-06-27,Brisbane,/wiki/Brisbane,,,,,Deuxième ligne
Q926984,Pedro Bordaberry,No stint found,Pedro Bordaberry,Pedro_Bordaberry,1960-04-28,,,,,,,
Q928783,Gavin Kerr,,Gavin Kerr,Gavin_Kerr,1977-04-03,Newcastle upon Tyne,/wiki/Newcastle_upon_Tyne,,,,180,Pilier
Q930461,Duncan Jones,,Duncan Jones,Duncan_Jones_(rugby_%C3%A0_XV),1978-09-18,Neath,/wiki/Neath,,,,183,pilier
Q930496,Rodrigo Roncero,,Rodrigo Roncero,Rodrigo_Roncero,1977-02-16,Buenos Aires,/wiki/Buenos_Aires,,,,177,Pilier gauche
Q930517,Simon Taylor,,Simon Taylor,Simon_Taylor,1979-08-17,Stirling,/wiki/Stirling_(ville),,,,194,troisième ligne centre
Q930546,Jean-François Montauriol,,Jean-François Montauriol,Jean-Fran%C3%A7ois_Montauriol,1983-03-21,Muret,/wiki/Muret_(Haute-Garonne),,,,199,Troisième ligne aile; deuxième ligne
Q931973,Kini Murimurivalu,,Kini Murimurivalu,Kini_Murimurivalu,1989-05-15,Lami,/wiki/Lami_(Fidji),,,,184,Arrière; ailier; centre
Q932094,Chris Cusiter,,Chris Cusiter,Chris_Cusiter,1982-06-13,Aberdeen,/wiki/Aberdeen,,,,178,Demi de mêlée
Q932319,Jason White,,Jason White,Jason_White,1978-04-17,Édimbourg,/wiki/%C3%89dimbourg,,,,196,Deuxième ligne; Troisième ligne aile
Q932726,Roman Šuster,,Roman Šuster,Roman_%C5%A0uster,1978-01-08,Prague,/wiki/Prague,,,,186,Pilier
Q932939,Thinus Delport,,Thinus Delport,Thinus_Delport,1975-02-02,Port Elizabeth,/wiki/Port_Elizabeth,,,,188,Arrière; ailier
Q933941,Tom Shanklin,,Tom Shanklin,Tom_Shanklin,1979-11-24,Harrow,/wiki/Harrow,,,,188,Centre; ailier
Q934120,Jonathan Thomas,,Jonathan Thomas,Jonathan_Thomas,1982-12-27,Pembroke,/wiki/Pembroke_(pays_de_Galles),,,,196,Deuxième ligne; troisième ligne centre; troisième ligne aile
Q934472,Dwayne Peel,,Dwayne Peel,Dwayne_Peel,1981-08-31,Carmarthen,/wiki/Carmarthen,,,,175,Demi de mêlée
Q934531,Martyn Williams,,Martyn Williams,Martyn_Williams,1975-09-01,Pontypridd,/wiki/Pontypridd,,,,183,Troisième ligne aile
Q934587,Mark Jones,,Mark Jones,Mark_Jones_(rugby_%C3%A0_XV),1979-11-07,Builth Wells,/wiki/Builth_Wells,,,,188,ailier
Q934602,Colin Charvis,,Colin Charvis,Colin_Charvis,1972-12-27,Sutton Coldfield,/wiki/Sutton_Coldfield,,,,190,Troisième ligne aile; troisième ligne centre
Q934631,Gethin Jenkins,,Gethin Jenkins,Gethin_Jenkins,1980-11-17,Llantwit Fardre,/wiki/Llantwit_Fardre,,,,188,Pilier
Q934769,Huw Bennett,,Huw Bennett,Huw_Bennett,1983-06-11,Ebbw Vale,/wiki/Ebbw_Vale,,,,183,Talonneur
Q934781,Warren Gatland,,Warren Gatland,Warren_Gatland,1963-09-17,Hamilton,/wiki/Hamilton_(Nouvelle-Z%C3%A9lande),,,,188,Talonneur
Q935470,Alex Wyllie,,Alex Wyllie,Alex_Wyllie,1944-08-30,Christchurch,/wiki/Christchurch,,,,185,Troisième ligne aile
Q935555,Olo Brown,,Olo Brown,Olo_Brown,1967-10-24,Apia,/wiki/Apia,,,,185,pilier
Q935913,Roberto Quartaroli,,Roberto Quartaroli,Roberto_Quartaroli,1988-03-24,L'Aquila,/wiki/L%27Aquila,,,,185,Centre; ailier
Q936012,James Horwill,,James Horwill,James_Horwill,1985-05-29,Brisbane,/wiki/Brisbane,,,,200,Deuxième ligne
Q936035,Lionel Nallet,,Lionel Nallet,Lionel_Nallet,1976-09-14,Bourg-en-Bresse,/wiki/Bourg-en-Bresse,,,,197,Deuxième ligne
Q936307,Deacon Manu,,Deacon Manu,Deacon_Manu,1979-02-18,New Plymouth,/wiki/New_Plymouth,,,,182,Pilier
Q936628,Brett Robinson,,Brett Robinson,Brett_Robinson_(rugby_%C3%A0_XV),1970-01-24,Toowoomba,/wiki/Toowoomba,,,,188,Troisième ligne aile
Q936651,Cédric Heymans,,Cédric Heymans,C%C3%A9dric_Heymans,1978-07-20,Brive-la-Gaillarde,/wiki/Brive-la-Gaillarde,,,,179,ailier; arrière
Q936712,Dan Parks,,Dan Parks,Dan_Parks,1978-05-26,Hornsby,/wiki/Hornsby_(Nouvelle-Galles_du_Sud),,,,180,Demi d'ouverture
Q938312,Alejandro Allub,,Alejandro Allub,Alejandro_Allub,1976-12-11,Córdoba,/wiki/C%C3%B3rdoba_(Argentine),,,,196,Deuxième ligne
Q938512,Mark Nicholls,,Mark Nicholls,Mark_Nicholls,1901-07-13,Greytown,/wiki/Greytown_(Nouvelle-Z%C3%A9lande),1972-06-10,Tauranga,/wiki/Tauranga,178,Demi d'ouverture; centre
Q938743,David Codey,No stint found,David Codey,David_Codey,1957-07-07,Sydney,/wiki/Sydney,,,,,Troisième ligne aile
Q938814,Geordan Murphy,,Geordan Murphy,Geordan_Murphy,1978-04-19,Dublin,/wiki/Dublin,,,,185,ailier; arrière
Q941226,Ross Ford,,Ross Ford,Ross_Ford_(rugby_%C3%A0_XV),1984-04-23,Édimbourg,/wiki/%C3%89dimbourg,,,,185,Talonneur
Q941295,Mauro Bergamasco,,Mauro Bergamasco,Mauro_Bergamasco,1979-05-01,Padoue,/wiki/Padoue,,,,185,Troisième ligne aile
Q941509,Andrea Moretti,,Andrea Moretti,Andrea_Moretti,1972-11-13,Mantoue,/wiki/Mantoue,,,,178,Talonneur
Q941629,David MacMyn,,David MacMyn,David_MacMyn,1903-02-18,Kirkcudbright,/wiki/Kirkcudbright,1978-03-16,Kirkcudbright,/wiki/Kirkcudbright,,Deuxième ligne
Q942066,Ian Roberts,,Ian Roberts,Ian_Roberts,1965-07-31,Londres,/wiki/Londres,,,,,"Pilier, seconde ligne"
Q942535,Dugald MacDonald,,Dugald MacDonald,Dugald_MacDonald,1950-01-20,Durban,/wiki/Durban,,,,185,troisième ligne centre
Q944046,Justin Harrison,,Justin Harrison,Justin_Harrison,1974-04-20,Sydney,/wiki/Sydney,,,,202,Deuxième ligne
Q945352,Richie Collins,No stint found,Richie Collins,Richie_Collins,1962-03-02,,,,,,,Troisième ligne aile
Q945353,Dink Templeton,,Dink Templeton,Dink_Templeton,1897-05-27,Helena,/wiki/Helena_(Montana),1962-08-07,Palo Alto,/wiki/Palo_Alto,178,arrière
Q945368,George Fish,,George Fish,George_Fish,1895-04-04,Los Angeles,/wiki/Los_Angeles,1977-02-22,East Hampton,/wiki/East_Hampton_(New_York),173,Troisième ligne centre
Q945457,Charles Doe,,Charlie Doe,Charlie_Doe,1898-09-04,San Francisco,/wiki/San_Francisco,1995-11-19,Contra Costa,/wiki/Comt%C3%A9_de_Contra_Costa,,demi de mêlée
Q945481,Daniel Carroll,,Daniel Carroll,Daniel_Carroll_(rugby_%C3%A0_XV),1888-11-17,Melbourne,/wiki/Melbourne,1956-08-05,La Nouvelle-Orléans,/wiki/La_Nouvelle-Orl%C3%A9ans,,Centre; arrière; ailier
Q945495,Christopher McKivat,,Chris McKivat,Chris_McKivat,1880-11-27,Cumnock,/wiki/Cumnock,1941-05-04,Camperdown,/wiki/Camperdown_(Nouvelle-Galles_du_Sud),,Demi de mêlée; Demi d'ouverture; demi de mêlée
Q946282,Marcel-Frédéric Lubin-Lebrère,No stint found,Marcel-Frédéric Lubin-Lebrère,Marcel-Fr%C3%A9d%C3%A9ric_Lubin-Lebr%C3%A8re,1891-07-21,,,1972-07-07,,,,Pilier
Q947144,Mike Gibson,,Mike Gibson,Mike_Gibson,1942-12-03,Belfast,/wiki/Belfast,,,,181,Centre
Q947312,Phil Carmichael,No FR WP page,,,,,,,,,,
Q949204,Gareth Thomas,,Gareth Thomas,Gareth_Thomas_(rugby),1974-07-25,Bridgend,/wiki/Bridgend,,,,190,Centre; arrière; ailier
Q949374,Wendell Sailor,No stint found,Wendell Sailor,Wendell_Sailor,1974-07-16,Sarina,/w/index.php?title=Sarina&action=edit&redlink=1,,,,191,Ailier
Q950114,Gwyn Nicholls,,Erith Gwyn Nicholls,Gwyn_Nicholls,1874-07-15,Westbury-on-Severn,/wiki/Westbury-on-Severn,1939-03-24,Dinas Powys,/wiki/Dinas_Powys,,Centre
Q950241,Juan Martín Fernández Lobbe,,Juan MartínFernández Lobbe,Juan_Mart%C3%ADn_Fern%C3%A1ndez_Lobbe,1981-11-19,Buenos Aires,/wiki/Buenos_Aires,,,,194,Troisième ligne aile
Q952707,John Schwalger,,John Schwalger,John_Schwalger,1983-09-28,Apia,/wiki/Apia,,,,187,Pilier
Q953203,Ravuama Samo,No FR WP page,,,,,,,,,,
Q953492,Tasesa Lavea,,Tasesa Lavea,Tasesa_Lavea,1980-01-10,Taihape,/wiki/Taihape,,,,176,Demi d'ouverture; centre
Q953736,Troy Coker,,Troy Coker,Troy_Coker,1965-05-30,Brisbane,/wiki/Brisbane,,,,198,Troisième ligne centre; deuxième ligne
Q956769,Ilia Zedginidze,,Ilia Zedguinidze,Ilia_Zedguinidze,1977-01-20,Tbilissi,/wiki/Tbilissi,,,,195,Deuxième ligne
Q957095,Poutasi Luafutu,,Poutasi Luafutu,Poutasi_Luafutu,1987-12-02,Invercargill,/wiki/Invercargill,,,,188,Troisième ligne aile
Q958264,Garath Archer,,Garath Archer,Garath_Archer,1974-12-15,Durham,/wiki/Durham_(Royaume-Uni),,,,198,Deuxième ligne
Q958919,Conway Rees,,Conway Rees,Conway_Rees,1870-01-13,Llandovery,/wiki/Llandovery,1932-08-30,Westminster,/wiki/Westminster,,Centre
Q959311,Errol Tobias,No stint found,Errol Tobias,Errol_Tobias,1950-03-18,,,,,,175,Centre
Q960013,Dave Pearson,No stint found,Dave Pearson,Dave_Pearson,1966-08-09,,,,,,,
Q960245,Arthur Harding,,Arthur Harding,Arthur_Harding,1878-08-08,Market Rasen,/wiki/Market_Rasen,1947-05-15,Wanganui,/wiki/Wanganui,,Avant
Q960459,Mark Cardinal,No stint found,Mark Cardinal,Mark_Cardinal,1961-05-05,,,,,,,Talonneur
Q960699,Peter Dods,No stint found,Peter Dods,Peter_Dods,1958-01-06,,,,,,,Arrière
Q960819,Alexandru Penciu,,Alex Penciu,Alexandru_Penciu,1932-11-01,Bucarest,/wiki/Bucarest,2023-08-11,Belluno,/wiki/Belluno,175,Arrière; centre
Q961659,Nicolas Spanghero,No stint found,Nicolas Spanghero,Nicolas_Spanghero,1976-10-21,,,,,,,Deuxième ligne
Q963552,Cory Jane,,Cory Jane,Cory_Jane,1983-02-08,Lower Hutt,/wiki/Lower_Hutt,,,,183,Ailier; arrière
Q963878,Shane Horgan,,Shane Horgan,Shane_Horgan,1978-07-18,Bellewstown,/wiki/Bellewstown,,,,193,Ailier
Q964302,John Hayes,,John Hayes,John_Hayes_(rugby_%C3%A0_XV),1973-11-02,Limerick,/wiki/Limerick_(Irlande),,,,193,Pilier
Q964396,Peter Sutherland,No stint found,Peter Sutherland,Peter_Sutherland,1946-04-25,,,2018-01-07,,,,
Q964516,Gordon D'Arcy,,Gordon D'Arcy,Gordon_D%27Arcy,1980-02-10,Wexford,/wiki/Wexford,,,,180,Centre; ailier
Q965304,Gareth Wyatt,,Gareth Wyatt,Gareth_Wyatt,1977-03-04,Pontypridd,/wiki/Pontypridd,,,,177,Ailier; arrière
Q965327,M. L. Logan,No FR WP page,,,,,,,,,,
Q965625,Will Johnson,,Will Johnson,Will_Johnson_(rugby_%C3%A0_XV),1974-03-18,Solihull,/wiki/Solihull,,,,193,Troisième ligne aile; troisième ligne centre
Q966223,Jean Bruneval,,Jean Bruneval,Jean_Bruneval,1899-12-28,Rennes,/wiki/Rennes,1975-12-09,Paris,/wiki/Paris,,deuxième ligne
Q969935,Graeme Higginson,No FR WP page,,,,,,,,,,
Q970683,Joe Simpson,,Joe Simpson,"Joe_Simpson_(rugby_%C3%A0_XV,_1988)",1988-07-05,Sydney,/wiki/Sydney,,,,178,demi de mêlée
Q971098,Ben Foden,,Ben Foden,Ben_Foden,1985-07-22,Chester,/wiki/Chester_(Angleterre),,,,183,arrière; demi de mêlée
Q971418,Stephen Brett,,Stephen Brett,Stephen_Brett,1985-11-23,Waiouru,/wiki/Waiouru,,,,185,"Demi d'ouverture, centre, arrière"
Q971887,Santiago Dellapè,,Santiago Dellapè,Santiago_Dellap%C3%A8,1978-05-09,La Plata,/wiki/La_Plata,,,,198,Deuxième ligne
Q971915,Joost van der Westhuizen,,Joost van der Westhuizen,Joost_van_der_Westhuizen,1971-02-20,Pretoria,/wiki/Pretoria,2017-02-06,Johannesbourg,/wiki/Johannesbourg,185,demi de mêlée
Q972170,Georg Wenderoth,No FR WP page,,,,,,,,,,
Q972956,Jamie Noon,,Jamie Noon,Jamie_Noon,1979-05-09,Goole,/wiki/Goole,,,,178,Centre
Q979163,Carwyn James,,Carwyn James,Carwyn_James,1929-11-02,Cefneithin,/wiki/Cefneithin,1983-01-10,Amsterdam,/wiki/Amsterdam,,demi d'ouverture; centre
Q979204,Gerald Davies,,Gerald Davies,Gerald_Davies,1945-02-07,Llansaint,/wiki/Llansaint,,,,175,Ailier
Q979301,John Dawes,,John Dawes,John_Dawes,1940-06-29,Abercarn,/wiki/Abercarn,2021-04-16,,,178,Centre
Q979336,Delme Thomas,,Delme Thomas,Delme_Thomas,1942-09-12,Bancyfelin,/w/index.php?title=Bancyfelin&action=edit&redlink=1,,,,191,Deuxième ligne
Q981688,Ryan Bevington,,Ryan Bevington,Ryan_Bevington,1988-12-09,Bridgend,/wiki/Bridgend,,,,182,Pilier gauche
Q981870,Robin Welsh,No stint found,Robin Welsh,Robin_Welsh,1869-10-20,,,1934-10-21,,,,Ailier
Q981948,Rob Howley,,Rob Howley,Rob_Howley,1970-10-13,Bridgend,/wiki/Bridgend,,,,175,demi de mêlée
Q982144,Juan Smith,,Juan Smith,Juan_Smith,1981-07-30,Bloemfontein,/wiki/Bloemfontein,,,,196,Troisième ligne aile; Troisième ligne centre
Q982231,Nick Mallett,,Nick Mallett,Nick_Mallett,1956-10-30,Haileybury,/w/index.php?title=Haileybury_(Angleterre)&action=edit&redlink=1,,,,,Troisième ligne centre
Q984338,Corey Flynn,,Corey Flynn,Corey_Flynn,1981-01-05,Invercargill,/wiki/Invercargill,,,,184,Talonneur
Q984446,Kieran Read,,Kieran Read,Kieran_Read,1985-10-26,Papakura,/wiki/District_de_Papakura,,,,193,Troisième ligne centre; Troisième ligne aile
Q984616,Owen Franks,,Owen Franks,Owen_Franks,1987-12-23,Motueka,/wiki/Motueka_(ville),,,,185,Pilier droit
Q1026362,Kevin Skinner,,Kevin Skinner,Kevin_Skinner,1927-11-24,Dunedin,/wiki/Dunedin,2014-07-21,Auckland,/wiki/Auckland,183,Pilier
Q1026692,Richard White,,Tiny White,Tiny_White,1925-06-11,Gisborne,/wiki/Gisborne_(ville),2012-03-10,Gisborne,/wiki/Gisborne_(ville),188,deuxième ligne
Q1027216,Frank Walsh,No FR WP page,,,,,,,,,,
Q1039026,Martin Castrogiovanni,,Martin Castrogiovanni,Mart%C3%ADn_Castrogiovanni,1981-10-21,Paraná,/wiki/Paran%C3%A1_(Argentine),,,,188,pilier
Q1043259,Carlos Spencer,,Carlos Spencer,Carlos_Spencer,1975-10-14,Levin,/wiki/Levin_(Nouvelle-Z%C3%A9lande),,,,184,Demi d'ouverture
Q1052808,Marco Bortolami,,Marco Bortolami,Marco_Bortolami,1980-06-12,Padoue,/wiki/Padoue,,,,196,Deuxième ligne
Q1053176,Naas Botha,,Naas Botha,Naas_Botha,1958-02-27,Breyten,/wiki/Breyten,,,,,Demi d'ouverture
Q1055519,Stefano Bettarello,,Stefano Bettarello,Stefano_Bettarello,1958-04-20,,,,,,173,Demi d'ouverture
Q1060582,Benoît Baby,,Benoît Baby,Beno%C3%AEt_Baby,1983-09-07,Lavelanet,/wiki/Lavelanet,,,,178,"Demi d'ouverture, centre, arrière, ailier"
Q1061706,Andrea Scanavacca,,Andrea Scanavacca,Andrea_Scanavacca,1973-07-23,Rovigo,/wiki/Rovigo,,,,175,demi d'ouverture
Q1061908,Michael Owen,,Michael Owen,Michael_Owen_(rugby_%C3%A0_XV),1980-01-07,Pontypridd,/wiki/Pontypridd,,,,198,Troisième ligne centre; Troisième ligne aile; Deuxième ligne
Q1061916,Jérôme Thion,,Jérôme Thion,J%C3%A9r%C3%B4me_Thion,1977-12-02,Senlis,/wiki/Senlis_(Oise),,,,199,Deuxième ligne
Q1061941,AJ Venter,,AJ Venter,AJ_Venter,1973-07-29,Zastron,/wiki/Zastron,,,,195,Deuxième ligne; Troisième ligne centre; Troisième ligne aile
Q1061948,Rémy Martin,,Rémy Martin,R%C3%A9my_Martin_(rugby_%C3%A0_XV),1979-08-10,Aubenas,/wiki/Aubenas,,,,195,troisième ligne aile; deuxième ligne
Q1064574,Charles Gondouin,No stint found,Charles Gondouin,Charles_Gondouin,1875-07-21,,,1947-12-24,,,,Demi d'ouverture
Q1077147,Chris Czekaj,,Chris Czekaj,Chris_Czekaj,1985-12-14,Cardiff,/wiki/Cardiff,,,,191,Ailier; arrière
Q1077368,Chris Jack,,Chris Jack,Chris_Jack,1978-09-05,Christchurch,/wiki/Christchurch,,,,202,Deuxième ligne
Q1077440,Chris Laidlaw,,Chris Laidlaw,Chris_Laidlaw,1943-11-16,Dunedin,/wiki/Dunedin,,,,175,Demi de mêlée
Q1077593,Andrea Marcato,,Andrea Marcato,Andrea_Marcato,1983-04-17,Padoue,/wiki/Padoue,,,,183,Demi d'ouverture; arrière
Q1077641,Chris Paterson,,Chris Paterson,Chris_Paterson,1978-03-30,Édimbourg,/wiki/%C3%89dimbourg,,,,182,Ailier; Arrière; Demi d'ouverture
Q1079231,Christian Cullen,,Christian Cullen,Christian_Cullen,1976-02-12,Paraparaumu,/wiki/Paraparaumu,,,,180,Arrière; ailier
Q1081019,Daisuke Ohata,,Daisuke Ohata,Daisuke_Ohata,1975-11-11,Osaka,/wiki/Osaka,,,,177,Ailier; Centre
Q1095816,Clarke Dermody,,Clarke Dermody,Clarke_Dermody,1980-04-22,Invercargill,/wiki/Invercargill,,,,183,Pilier
Q1098565,Claus Himmer,No FR WP page,,,,,,,,,,
Q1113393,Quintin Geldenhuys,,Quintin Geldenhuys,Quintin_Geldenhuys,1981-06-19,Klerksdorp,/wiki/Klerksdorp,,,,202,Deuxième ligne
Q1113423,Julien Saby,,Julien Saby,Julien_Saby,1902-09-15,Saint-Fons,/wiki/Saint-Fons,1992-11-15,Saint-Ismier,/wiki/Saint-Ismier,,Ailier
Q1115849,Jonathan Davies,No stint found,Jonathan Davies,Jonathan_Davies_(rugby),1962-10-24,Trimsaran,/wiki/Trimsaran,,,,173,Arrière; ailier; demi d'ouverture
