"wikidataId","fullName","jaName","birthDate","birthPlace","deathDate","deathPlace","height","weight","positions"
"Q16728062","Nick Civetta","ニック・チヴェッタ","1989-11-05","United States; New York (state); Scarsdale; New York",NA,NA,202,118,"Lock; Flanker"
"Q16728406","Selvyn Davids","セルウィン・デービズ","1994-03-26","South Africa; Eastern Cape",NA,NA,169,70,"Winger; Centre"
"Q16729964","Nathan Hughes","ネイサン・ヒューズ","1991-06-10","Fiji; Lautoka",NA,NA,196,126,"Number 8"
"Q16730969","Osea Kolinisau","オセア・コリニサウ","1985-11-17","Fiji; Suva",NA,NA,174,90,"Winger; Fullback"
"Q16731047","Jesse Kriel","ジェシー・クリエル","1994-02-15","South Africa; Cape Town",NA,NA,186,95,"Centre"
"Q16734317","Jordan Payne","ジョーダン・ペイン","1993-03-25","New Zealand",NA,NA,187,98,"Centre"
"Q16738954","Jean-Luc du Plessis","ジャン＝ルック・デュプレッシー","1994-05-07","South Africa; Cape Town",NA,NA,179,87,"Fly-Half; Fullback"
"Q16762688","Michael Dowsett","マイケル・ドーセット","1992-03-23","Australia; Sydney",NA,NA,181,82,"Scrum-Half"
"Q16762737","Curtis Rona","カーティス・ロナ","1992-05-26","New Zealand; Waitara",NA,NA,194,102,"Winger; Centre"
"Q16762760","Finn Russell","フィン・ラッセル","1992-09-23","Scotland; Bridge of Allan",NA,NA,182,87,"Fly-Half; Centre"
"Q16845274","Jean Kleyn","ジーン・クライン","1993-08-26","South Africa; Gauteng; Linden",NA,NA,202,120,"Lock"
"Q16846015","Niel Marais","ニール・マレー","1992-01-21","South Africa",NA,NA,182,100,"Fly-Half; Centre"
"Q16846337","Luke McGrath","ルーク・マクグラス","1993-02-03","Canada; Ontario; Hamilton",NA,NA,175,84,"Scrum-Half"
"Q16846899","Taqele Naiyaravoro","タンゲレ・ナイヤラボロ","1991-12-07","Fiji; Sigatoka",NA,NA,195,125,"Winger; Centre"
"Q16853397","Marvin Orie","マーヴィン・オリー","1993-02-15","South Africa; Cape Town",NA,NA,200,115,"Lock"
"Q16855064","Dorian Aldegheri","ドリアン・アルデゲーリ","1993-08-04","France; Toulouse",NA,NA,180,119,"Prop"
"Q16873617","Samisoni Viriviri","サミソニ・ヴィリヴィリ","1988-04-25","Fiji",NA,NA,186,88,"Winger; Fullback"
"Q16886478","Joe Webber","ジョー・ウェバー","1993-08-27","New Zealand",NA,NA,186,90,"Winger; Centre; Fullback"
"Q16931032","Kevin Bryce","ケビン・ブライス","1988-09-07","Alois",NA,NA,185,106,"Prop; Hooker"
"Q16935156","Tyler Paul","タイラー・ポール","1995-01-20","South Africa; Limpopo; Modiadisukurufu",NA,NA,195,112,"Lock; Flanker"
"Q16969871","Jack Debreczeni","ジャック・デブレチェニ","1993-06-06","New Zealand; Auckland",NA,NA,192,99,"Fly-Half; Fullback"
"Q16970046","Lalakai Foketi","ララカイ・フォケティ","1994-12-22","New Zealand; Hamilton",NA,NA,180,95,"Centre"
"Q16980019","Robert Kruger","ロバート・クルーガー","1988-04-28","South Africa",NA,NA,193,113,"Lock; Flanker"
"Q16995269","Jack Conan","ジャック・コナン","1992-07-29","Republic of Ireland; County Wicklow; Bray",NA,NA,193,114,"Number 8"
"Q17016918","Jamie Ritchie","ジェイミー・リッチー","1996-08-16","Scotland; Dundee",NA,NA,193,109,"Flanker"
"Q17018385","Kyle Sinckler","カイル・シンクラー","1993-03-30","England; London; Wandsworth",NA,NA,180,120,"Prop"
"Q17018685","Rory Sutherland","ローリー・サザーランド","1992-08-24","Scotland; Melrose; Scottish Borders",NA,NA,183,118,"Prop"
"Q17019995","Tadhg Furlong","タイグ・ファーロング","1992-11-14","Republic of Ireland; County Wexford; Wexford",NA,NA,183,122,"Prop"
"Q17129248","Dai Katsuno","勝野大","1974-11-26","Japan; Nagano Prefecture",NA,NA,180,97,"Centre"
"Q17129465","Takeshi Kizu","木津 武士","1988-07-15","Japan; Osaka Prefecture; Higashiōsaka",NA,NA,183,115,"Hooker"
"Q17129557","Yoshio Kimishima","君島良夫","1984-01-13","Ibaraki Prefecture; Mito; Ibaraki",NA,NA,176,80,"Fly-Half"
"Q17159596","Seiichi Shimomura","霜村 誠一","1981-09-20","Japan; Gunma Prefecture; Kiryū; Gunma",NA,NA,176,87,"Centre"
"Q17160364","Tomohiro Senba","仙波 智裕","1982-10-26","Shiga Prefecture; Ōtsu",NA,NA,183,93,"Centre"
"Q17182640","Cam Dolan","キャム・ドラン","1990-03-07","United States; Florida; Fort Myers",NA,NA,198,115,"Lock; Flanker; Number 8"
"Q17183134","Giulio Bisegni","ジュリオ・ビゼーニ","1992-04-04","Italy; Lazio; Metropolitan City of Rome Capital; Frascati",NA,NA,180,88,"Centre"
"Q17198694","Pierre Schoeman","ピエール・スクーマン","1994-05-07","South Africa; Mpumalanga; Mbombela",NA,NA,184,118,"Prop"
"Q17210116","Kenki Fukuoka","福岡 堅樹","1992-09-07","Fukuoka Prefecture; Koga; Fukuoka",NA,NA,175,83,"Winger"
"Q17211372","Masataka Mikami","三上 正貴","1988-06-04","Japan; Aomori Prefecture; Aomori",NA,NA,178,115,"Prop"
"Q17223024","Katsuhiro Matsuo","松尾 勝博","1964-01-06","Miyazaki Prefecture",NA,NA,NA,NA,"Fly-Half"
"Q17223380","Hiroshi Yamashita","山下 裕史","1986-01-01","Japan; Osaka Prefecture; Shijōnawate",NA,NA,183,120,"Prop; Hooker"
"Q17225677","姫野和樹","姫野 和樹","1994-07-27","Japan; Aichi Prefecture; Nagoya; Nakamura-ku",NA,NA,187,112,"Number 8"
"Q17225992","Shūji Nakashima","中島 修二","1965-07-08","Yamaguchi Prefecture",NA,NA,NA,NA,"Flanker"
"Q17230068","Mitsugu Fujii",NA,"1909-08-28","Japan; Tokyo City; Kyobashi Ward; Tokyo; Chūō; Ginza","1979-10-23",NA,NA,NA,NA
"Q17285657","Olive Kilifi","オリーブ・キリフィ","1986-09-28","United States; California; Huntington Beach",NA,NA,180,120,"Prop"
"Q17350850","Jefferson Poirot","ジェフェソン・ポワロ","1992-11-01","France; Val-d'Oise; L'Isle-Adan",NA,NA,181,123,"Prop"
"Q17350940","Juan Pablo Socino","フアン・パブロ・ソシーノ","1988-05-30","Argentina; Buenos Aires",NA,NA,178,98,"Fly-Half; Centre"
"Q17351919","Oliviero Fabiani","オリヴィエロ・ファビアーニ","1990-07-13","Italy; Lazio; Metropolitan City of Rome Capital; Rome",NA,NA,180,98,"Hooker"
"Q17385542","Michael Alaalatoa","マイケル・アラアラトア","1991-08-28","Australia; New South Wales; Sydney",NA,NA,191,128,"Prop"
"Q17385620","Scott Barrett","スコット・バレット","1993-11-20","New Zealand; New Plymouth",NA,NA,197,118,"Lock; Flanker"
"Q17385777","Greg Cooper","グレッグ・クーパー","1965-06-10","New Zealand; Gisborne",NA,NA,183,90,"Fullback"
"Q17386113","Sam Jeffries","サム・ジェフリーズ","1992-05-20","Australia; Brisbane",NA,NA,200,115,"Lock"
"Q17386178","Lasha Khmaladze","ラシャ・フマラゼ","1988-01-20","Georgia (country); Tbilisi",NA,NA,182,83,"Fly-Half"
"Q17388809","Shalva Sutiashvili","シャルヴァ・スティアシヴィリ","1984-01-24","Georgia (country); Tbilisi",NA,NA,193,110,"Flanker"
"Q17403308","Allan Alaalatoa","アラン・アラアラトア","1994-01-28","Australia; New South Wales; Sydney",NA,NA,188,120,"Prop"
"Q17403372","Sylvian Mahuza","シルヴィアン・マフーザ","1993-07-29","South Africa; George",NA,NA,178,80,"Winger; Centre; Fullback"
"Q17403430","JD Schickerling","JD・シカリング","1995-05-09","South Africa; Northern Cape",NA,NA,202,119,"Lock"
"Q17403432","Seabelo Senatla","シアベロ・セナトラ","1993-02-10","South Africa; Free State (province); Welkom",NA,NA,179,84,"Winger"
"Q17411164","Mark Finlay","マーク・フィンレー","1963-05-10","New Zealand; Palmerston North",NA,NA,NA,NA,"Fullback"
"Q17465593","Willy Ambaka","ウィリー・アンバカ","1990-05-14","Kenya",NA,NA,194,100,"Winger"
"Q17484162","Gillies Kaka","ギリース・カカ",NA,NA,NA,NA,186,90,"Fullback"
"Q17489768","Burger Odendaal","バーガー・オーデンダール","1993-04-15","South Africa; Free State (province); Bloemfontein",NA,NA,187,101,"Centre"
"Q17497081","Teddy Thomas","テディ・トーマス","1993-09-18","France; Biarritz",NA,NA,185,98,"Winger; Fullback"
"Q17517204","Damian McKenzie","ダミアン・マッケンジー","1995-04-20","New Zealand; Invercargill",NA,NA,175,81,"Fly-Half; Fullback"
"Q17523769","Matías Alemanno","マティアス・アレマノ","1991-12-05","Argentina; Córdoba Province; Córdoba",NA,NA,198,113,"Lock"
"Q17523840","Ramiro Herrera","ラミロ・エレーラ","1989-02-14","Argentina; Chubut Province; Comodoro Rivadavia",NA,NA,190,126,"Prop"
"Q17523906","Lucas Noguera Paz","ルーカス・ノゲラ・パス","1993-10-05","Argentina; Tucumán Province; San Miguel de Tucumán",NA,NA,179,108,"Prop"
"Q17542132","Jerónimo de la Fuente","ヘロニモ・デラフエンテ","1991-02-24","Argentina; Santa Fe Province; Rosario",NA,NA,184,95,"Centre"
"Q17612451","Jamie Hood","ジェイミー・フッド","1986-11-13","Hong Kong",NA,NA,180,84,"Scrum-Half"
"Q17624661","Charles Ollivon","シャルル・オリヴォン","1993-05-11","France; Pyrénées-Atlantiques; Saint-Pé-sur-Nivelle",NA,NA,199,113,"Flanker"
"Q17708991","Raef Morrison","レイフ・モリソン","1995-29-30",NA,NA,NA,NA,NA,"2nd Row"
"Q18128188","Kwagga Smith","クワッガ・スミス","1993-06-11","South Africa; Mpumalanga; Lydenburg",NA,NA,181,91,"Flanker"
"Q18129148","Hamish Watson","ハミッシュ・ワトソン","1991-10-15","England; Greater Manchester; Manchester",NA,NA,185,102,"Flanker"
"Q18162827","Felipe Berchesi","フェリペ・ベルチェシ","1991-04-12","Uruguay; Montevideo Department; Montevideo",NA,NA,178,80,"Fly-Half; Centre"
"Q18165611","Angus Gardner","アンガス・ガードナー","1984-08-24","Australia; Sydney",NA,NA,NA,NA,NA
"Q18166205","Sam Talakai","セミセ・タラカイ","1991-09-14","Australia; New South Wales; Sydney",NA,NA,183,115,"Prop"
"Q18166227","Rob Thompson","ロブ・トンプソン","1991-08-29","New Zealand",NA,NA,184,103,"Winger; Centre"
"Q18166319","Taniela Tupou","タニエラ・トゥポウ","1996-05-10","Tonga",NA,NA,181,132,"Prop"
"Q18167677","Hendrik Tui","ツイ ヘンドリック","1987-12-13","New Zealand; Auckland",NA,NA,189,112,"Flanker"
"Q18170970","Jake Ilnicki","ジェイク・イルニッキー","1992-02-24","Canada; British Columbia; Williams Lake",NA,NA,180,125,"Prop"
"Q18172006","Jonathan Danty","ジョナサン・ダンティ","1992-10-07","France; Paris",NA,NA,181,106,"Centre"
"Q18205288","George Ayoub","ジョージ・エイユー","1963-10-23","Australia; Sydney",NA,NA,NA,NA,NA
"Q18206529","Madison Hughes","マディソン・ヒューズ","1992-10-26","England; Surrey; Epsom",NA,NA,177,79,"Fullback"
"Q18209267","Konstantin Mikautadze","コンスタンティネ・ミカウタゼ","1991-07-01","Georgia (country); Kutaisi",NA,NA,200,127,"Lock"
"Q18218068","Seta Tamanivalu","セタ・タマニバル","1992-07-23","Fiji; Lautoa",NA,NA,189,104,"Winger; Centre"
"Q18225861","Nick Holten","ニコラス・ホルテン","1972-07-10","New Zealand",NA,NA,NA,NA,"Flanker"
"Q18235410","Max John WOODWARD","マックス・ウッドワード","1990-10-27","Hong Kong",NA,NA,183,94,"Winger; Centre"
"Q18236820","Michael Coverdale","マイケル・カヴァデール","1995-03-12","Hong Kong",NA,NA,185,87,"Flanker"
"Q18249290","Michael Allardice","マイケル・アラダイス","1991-10-19","New Zealand",NA,NA,200,112,"Lock; Flanker"
"Q18331050","Iopu Iopu-Aso","イオプ・イオプアソ","1991-04-01","New Zealand",NA,NA,190,107,"Flanker; Number 8"
"Q18331852","Siate Tokolahi","シアテ・トコラヒ","1992-03-16","Tonga; Nukuʻalofa",NA,NA,184,116,"Prop"
"Q18347989","Clinton Swart","クリントン・スワート","1992-09-06","South Africa",NA,NA,184,105,"Centre"
"Q18348145","Codey Rei","コディ・レイ","1989-02-02","Patea",NA,NA,183,92,"Fly-Half"
"Q18350070","Dan Pryor","ダン・プライアー","1988-04-14","New Zealand; Auckland",NA,NA,191,103,"Flanker"
"Q18353250","Nicky Smith","ニッキー・スミス","1994-04-07","Wales; Swansea",NA,NA,182,103,"Prop"
"Q18359107","Javier Ortega Desio","ハビエル・オルテガ・デシオ","1990-06-14","Argentina; Entre Ríos Province; Paraná; Entre Ríos",NA,NA,193,110,"Flanker"
"Q18359222","Jed Brown","ジェド・ブラウン","1991-03-12","New Zealand; Christchurch",NA,NA,186,105,"Flanker"
"Q18359280","Vince Aso","ヴィンス・アソ","1995-01-05","New Zealand; Auckland",NA,NA,185,90,"Winger; Centre"
"Q18385883","Joshua Stander","ジョシュア・スタンダー","1994-01-01","South Africa; Eastern Cape; Cradock",NA,NA,183,90,"Fly-Half"
"Q18391686","Nehe Milner-Skudder","ネヘ・ミルナー＝スカッダー","1990-12-15","New Zealand; Taihape",NA,NA,179,90,"Winger; Fullback"
"Q18535007","Henry Ratu Wainiu Seniloli","ヘンリー・セニロリ","1989-06-15","Tavua; Fiji",NA,NA,175,75,"Scrum-Half"
"Q18577129","Peni Ravai","ペニ・ラヴァイ","1990-06-16","Fiji; Natuvava",NA,NA,185,118,"Prop; Hooker; Winger; Centre"
"Q18589216","Zander Fagerson","ザンダー・ファーガソン","1996-01-19","Scotland; Perth",NA,NA,186,126,"Prop"
"Q18611889","Connor Braid","コナー・ブレイズ","1990-05-31","Canada; British Columbia; Capital Regional District",NA,NA,182,98,"Fly-Half; Centre"
"Q18619312","Facundo Isa","ファクンド・イサ","1993-09-21","Argentina; Santiago del Estero Province; Santiago del Estero",NA,NA,188,103,"Flanker"
"Q18632024","Johan Bardoul","ヨハン・バードゥル","1987-06-16","New Zealand",NA,NA,193,112,"Lock; Number 8; Flanker"
"Q18632037","Otere Black","オテレ・ブラック","1995-05-04","New Zealand; Palmerston North",NA,NA,185,86,"Fly-Half; Centre"
"Q18632058","Tevita Cavubati","テヴィタ・ザヴンバティ","1987-08-12","Fiji; Suva",NA,NA,198,120,"Lock"
"Q18632098","Leon Fukofuka","レオン・フコフカ","1994-09-08","New Zealand; Auckland",NA,NA,185,94,"Scrum-Half"
"Q18632100","Blake Gibson","ブレイク・ギブソン","1995-04-19","New Zealand; Auckland",NA,NA,186,107,"Flanker; Number 8"
"Q18632111","Siua Halanukonuka","シウア・ハラヌコヌカ","1986-08-09","Tongatapu",NA,NA,186,120,"Prop"
"Q18632115","David Havili","デービッド・ハヴィリ","1994-12-23","New Zealand; Nelson",NA,NA,184,88,"Fly-Half; Centre; Fullback"
"Q18632154","Joe Latta","ジョー・ラタ","1992-04-07","New Zealand; Dunedin",NA,NA,200,118,"Lock"
"Q18632188","Richie Mo'unga","リッチー・モウンガ","1994-05-25","New Zealand; Christchurch",NA,NA,176,83,"Fly-Half; Fullback"
"Q18632192","Matt Moulds","マット・モールズ","1991-05-15","New Zealand",NA,NA,188,107,"Hooker"
"Q18632241","Tom Sanders","トム・サンダース","1994-02-05","New Zealand; Christchurch",NA,NA,190,110,"Flanker; Number 8"
"Q18632282","Ahsee Tuala","アーセ・トゥアラ","1989-08-23","Samoa",NA,NA,189,107,"Fullback"
"Q18632285","Matt Vaega","マット・ヴァエガ","1994-09-07","New Zealand; Auckland",NA,NA,178,89,"Winger; Centre; Fullback"
"Q18632289","Ma'ama Vaipulu","マアマ・バイプル","1989-07-21","New Zealand; Kawakawa",NA,NA,190,112,"Number 8"
"Q18637201","Kyle Brown","カイル・ブラウン","1987-02-06","South Africa; Western Cape; Cape Town",NA,NA,182,96,"Flanker"
"Q18637254","Cameron Clark","キャメロン・クラーク","1993-03-20","New Zealand; Auckland",NA,NA,185,88,"Winger; Centre; Fullback"
"Q18637283","Danny Barrett","ダニー・バレット","1990-03-23","United States; California; Pacifica",NA,NA,191,100,"Flanker"
"Q18637285","James Dargaville","ジェームス・ダーガヴィル","1992-04-25","Australia; Queensland; Southport",NA,NA,187,94,"Winger"
"Q18637441","David Halaifonua","デイビッド・ハライフォヌア","1987-07-05","Tonga; Vavaʻu",NA,NA,189,104,"Winger; Fullback"
"Q18637494","Rodney Iona","ロドニー・アイオナ","1991-08-17","Australia; Melbourne",NA,NA,177,89,"Fly-Half"
"Q18637637","Tomás Lezana","トマス・レサナ","1994-02-16","Argentina; Santiago del Estero Province; Santiago del Estero",NA,NA,186,104,"Flanker"
"Q18637672","Campbell Magnay","キャンベル・マグネイ","1996-11-10","Brisbane",NA,NA,195,104,"Centre"
"Q18637720","Stuart McCloskey","スチュアート・マクロスキー","1992-08-06","Northern Ireland; Bangor; County Down",NA,NA,193,110,"Centre"
"Q18637759","Matías Moroni","マティアス・モローニ","1991-03-29","Argentina; Buenos Aires",NA,NA,185,92,"Winger; Centre"
"Q18637850","Duncan Paia'aua","ダンカン・パイアアウア","1995-01-20","New Zealand; Porirua",NA,NA,180,91,"Centre; Fullback"
"Q18637859","Tiziano Pasquali","ティツィアーノ・パスクアーリ","1994-07-14","Italy; Lazio; Metropolitan City of Rome Capital; Rome",NA,NA,183,111,"Prop"
"Q18637871","Guido Petti Pagadizábal","ギド・ペティ","1994-11-17","Argentina; Buenos Aires",NA,NA,194,111,"Lock"
"Q18808571","Ultan Dillane","アルタン・ディラン","1993-11-09","France; Paris",NA,NA,198,112,"Lock"
"Q18921739","Tomas Francis","トマス・フランシス","1992-02-27","England; Yorkshire; York",NA,NA,186,135,"Prop"
"Q18978120","Maro Itoje","マロ・イトジェ","1996-05-14","England; London; London Borough of Camden",NA,NA,195,115,"Lock"
"Q18978162","Huw Jones","ヒュー・ジョーンズ","1993-12-17","Scotland; Edinburgh",NA,NA,186,102,"Centre"
"Q19282141","Warrick Gelant","ウォリック・ヘラント","1995-05-20","South Africa",NA,NA,180,89,"Fullback"
"Q19420827","Tjiuee Uanivi","チュウェ・ウアニビ","1990-12-31","Namibia; Omaheke Region; Ottiwarongo",NA,NA,200,110,"Lock; Flanker"
"Q19517709","Finlay Bealham","フィンレイ・ビーラム","1991-10-09","Australia; Canberra",NA,NA,189,123,"Prop"
"Q19518758","Titi Lamositele","ティティ・ラモシテレ","1995-02-11","United States; Washington (state); Tacoma; Washington",NA,NA,182,125,"Prop"
"Q19518957","Piula Fa'asalele","ピウア・ファアサレレ","1988-01-22","New Zealand; Wellington",NA,NA,196,117,"Flanker"
"Q19548121","Guillaume Rouet","ギヨーム・ルエ","1988-08-13","France; Pyrénées-Atlantiques; Bayonne",NA,NA,168,74,"Scrum-Half"
"Q19560423","Mike Ellery","マイク・エレリー","1991-09-08","England; Cumbria; Penrith",NA,NA,193,102,"Winger"
"Q19560446","Charlie Ewels","チャーリー・ユールズ","1995-06-29","England; Bournemouth",NA,NA,197,112,"Lock"
"Q19571579","Sef Fa'agase","セフ・ファアガセ","1991-03-05","New Zealand; Auckland",NA,NA,185,112,"Prop"
"Q19571736","Giorgi Tkhilaishvili","ギオルギ・トヒライシヴィリ","1991-04-08","Georgia (country); Kobuleti",NA,NA,180,103,"Flanker"
"Q19571764","Zurab Zhvania","ズラブ・ジワニア","1991-09-23","Georgia (country)",NA,NA,179,125,"Prop; Hooker"
"Q19571780","Branco du Preez","ブランコ・デプリーズ","1990-05-08","South Africa; Western Cape; George",NA,NA,166,72,"Fly-Half"
"Q19571797","Keita Inagaki","稲垣 啓太","1990-06-02","Japan; Niigata Prefecture; Niitsu; Niigata; Niigata (city); Akiha-ku",NA,NA,186,115,"Prop"
"Q19578358","Peceli Yato","ペゼリ・ヤト","1993-01-17","Fiji; Sigatoka",NA,NA,196,112,"Flanker"
"Q19585557","Chris Dry","クリス・ドライ","1988-02-13","South Africa; Western Cape; Cape Town",NA,NA,191,98,"Flanker"
"Q19585867","Werner Kok","ヴェルナー・コック","1993-01-17","South Africa; Mpumalanga; Mbombela Local Municipality",NA,NA,179,92,"Winger; Centre"
"Q19606804","Levani Botia","レヴァニ・ボティア","1989-03-14","Fiji",NA,NA,182,103,"Flanker; Centre; Winger"
"Q19614405","Andrey Garbuzov","アンドリー・ガルブゾフ","1983-08-07","Russia; Krasnoyarsk",NA,NA,193,112,"Flanker"
"Q19654810","Dave Sisi","デイブ・シシィ","1993-02-05","Germany; Lower Saxony; Rinteln",NA,NA,193,117,"Flanker"
"Q19661153","Jerry Tuwai","ジュリー・トゥワイ","1989-03-23","Fiji; Suva",NA,NA,174,81,"Fly-Half; Winger; Fullback"
"Q19661685","Keisuke Uchida","内田 啓介","1992-02-22","Japan; Shiga Prefecture",NA,NA,179,86,"Scrum-Half"
"Q19662912","Semi Kunatani","セミ・クナタニ","1990-10-27","Nadi",NA,NA,191,107,"Lock; Flanker; Centre"
"Q19663272","Nick Tompkins","ニック・トンプキンズ","1995-02-16","England; London; London Borough of Bexley; Sidcup",NA,NA,181,94,"Centre"
"Q19664247","Tamaz Mchedlidze","タマズ・ムチェドリゼ","1993-03-17","Georgia (country); Tbilisi",NA,NA,195,110,"Winger; Centre"
"Q19664363","Scott Curry","スコット・カリー","1988-05-17","New Zealand; Rotorua",NA,NA,193,100,"Number 8"
"Q19664800","Callum Braley","コーラム・ブラレィ","1994-03-20","England; Bristol",NA,NA,178,84,"Scrum-Half"
"Q19665248","Merab Sharikadze","メラブ・シャリカゼ","1993-05-17","Russia; Moscow",NA,NA,185,91,"Centre"
"Q19665256","Solomone Kata","ソロモネ・カタ","1994-12-03","Tonga; Neiafu (Vavaʻu)",NA,NA,177,104,"Winger; Centre"
"Q19665314","Akira Ioane","アキラ・イオアネ","1995-06-16","Japan; Tokyo",NA,NA,194,113,"Number 8; Flanker"
"Q19818622","Josh van der Flier","ジョシュ・バンダーフリアー","1993-04-25","Republic of Ireland; County Wicklow; Wicklow",NA,NA,186,103,"Flanker"
"Q19818683","RG Snyman","RG・スナイマン","1995-01-29","South Africa; North West (South African province); Potchefstroom",NA,NA,206,120,"Lock"
"Q19843698","Julien Marchand","ジュリアン・マルシャン","1995-05-10","France; Haute-Garonne; Saint-Gaudens",NA,NA,180,108,"Hooker"
"Q19865236","Paul Lasike","ポール・ラシケ","1990-06-18","New Zealand",NA,NA,175,113,"Centre"
"Q19875018","Kane Koteka","ケイン・コテカ","1994-01-08","Australia; Western Australia; Perth",NA,NA,182,99,"Flanker"
"Q19875405","Kotaro Matsushima","松島幸太郎","1993-02-26","South Africa; Pretoria; Japan; Saitama Prefecture; NA",NA,NA,178,88,"Centre; Winger; Fullback"
"Q19875674","Milton Haig","ミルトン・ヘイグ","1964-02-06","New Zealand; Invercargill",NA,NA,NA,NA,""
"Q19876897","Dayan van der Westhuizen","デイヤン・ファンダーウエストハイゼン","1994-04-05","South Africa; Western Cape; Wellington",NA,NA,184,116,"Prop"
"Q19885453","Garth April","ガース・エイプリル","1991-07-16","South Africa; Western Cape; Cape Town",NA,NA,176,85,"Fly-Half; Fullback"
"Q19893217","Ryan Louwrens","ライアン・ローレンス","1991-03-12","South Africa; Gauteng; Johannesburg",NA,NA,179,93,"Scrum-Half"
"Q19955758","Perry Baker","ペリー・ベイカー","1986-06-29","United States; Florida; New Summer Beach",NA,NA,185,82,"Winger"
"Q19958126","Reniel Hugo","レニエル・ヒューゴ","1990-07-19","South Africa; Western Cape; Belleville",NA,NA,197,110,"Lock"
"Q19958690","Vincent Rattez","ヴァンサン・ラッテ","1992-03-24","France; Colombes",NA,NA,181,77,"Winger"
"Q19984955","Ian McKinley","イアン・マッキンリー","1989-12-04","Republic of Ireland; County Dublin; Dublin",NA,NA,184,88,"Fly-Half"
"Q20020514","Niall Rowark","ニール・ロアーク","1990-06-20","South Korea",NA,NA,181,83,"Fly-Half"
"Q20022462","Patiliai Tuidraki","パティリアイ・ツイドラキ","1969-07-29","Fiji; Lautoka","2002-09-26",NA,NA,NA,"Winger"
"Q20038355","Hideaki Aizawa","合澤 英旦","1995-03-23","Iwate Prefecture; Kamaishi; Iwate",NA,NA,166,77,"Scrum-Half"
"Q20038695","Jiro Ishiyama","石山 次郎","1957-05-22","Akita Prefecture",NA,NA,NA,NA,"Prop"
"Q20038778","Mikiya Inoue","井上 益基也","1986-05-09","Kyoto Prefecture",NA,NA,173,73,"Scrum-Half"
"Q20039171","Eiji Okazaki","岡崎 英二","1981-05-29","Tokyo; Hino",NA,NA,180,89,"Number 8; Flanker"
"Q20039231","Hiroya Okuda","奥田 浩也","1986-10-21","Nara Prefecture",NA,NA,181,83,"Winger; Fullback"
"Q20039300","Kōdai Ono","小野 航大","1991-12-25","Japan; Fukushima Prefecture",NA,NA,167,82,"Winger"
"Q20039308","Masato Onodera","小野寺 政人","1983-07-14","Iwate Prefecture; Takizawa; Iwate",NA,NA,175,90,"Hooker; Prop"
"Q20039324","Patrice Olivier","パトリス・オリビエ","1990-01-07","France; Pays de Caux",NA,NA,191,98,"Winger; Fullback"
"Q20039403","Sho Kataoka","片岡 将","1987-12-30","Japan; Kagawa Prefecture",NA,NA,174,80,"Winger; Centre"
"Q20039587","Yūki Kanda","神田 佑樹","1987-04-30","Osaka Prefecture",NA,NA,181,104,"Prop"
"Q20039590","Tomoyuki Kanno","菅野 朋幸","1984-09-07","Fukushima Prefecture",NA,NA,178,74,"Winger"
"Q20039676","Yūta Kimura","木村 優太","1991-12-10","Japan; Miyagi Prefecture; Ishinomaki",NA,NA,180,87,"Flanker"
"Q20039725","Arata Kinno","金野 新","1990-09-28","Iwate Prefecture; Kamaishi; Iwate",NA,NA,194,98,"Lock"
"Q20040188","Kaoru Saito","斉藤 芳","1985-08-07","Aomori Prefecture",NA,NA,179,123,"Prop"
"Q20040210","Yū Saeki","佐伯 悠","1985-03-30","Kanagawa Prefecture; Yokohama",NA,NA,183,93,"Flanker"
"Q20040288","Kazuki Sasaki","佐々木 和樹","1989-12-27","Iwate Prefecture; Shiwa; Iwate",NA,NA,181,110,"Prop"
"Q20040293","Takamitsu Sasaki","佐々木 天晃","1984-01-13","Iwate Prefecture",NA,NA,180,90,"Centre"
"Q20040305","Yōsuke Sasaki","佐々木 陽丞","1990-12-14","Akita Prefecture",NA,NA,182,92,"Lock"
"Q20040367","Yūta Satō","佐藤 雄太","1990-06-12",NA,NA,NA,185,88,"Flanker; Lock"
"Q20040677","Josh Afu","ジョシュア アフ","1987-02-21","Tonga",NA,NA,195,108,"Lock; Number 8; Flanker"
"Q20040704","Kenzo Shirabe","調 建造","1984-05-08","Hong Kong",NA,NA,173,80,"Fly-Half"
"Q20040770","Yuki Sugawara","菅原 祐輝","1995-04-07","Japan; Miyagi Prefecture; Watari; Miyagi",NA,NA,169,73,"Winger"
"Q20040858","Yasuo Suda","須田 康夫","1983-11-09","Miyagi Prefecture; Ishinomaki",NA,NA,183,100,"Flanker; Number 8"
"Q20041067","Taufa Tafiaibahayu","タウファ タフィアイバハ優","1982-04-10","Tonga",NA,NA,183,100,"Winger"
"Q20041110","Yuhei Takano","高野 裕平","1990-07-13","Kanagawa Prefecture",NA,NA,182,87,"Centre"
"Q20041123","Takuya Takahashi","高橋 拓也","1992-03-06","Japan; Iwate Prefecture",NA,NA,172,94,"Hooker; Prop"
"Q20041126","Hiroyuki Takahashi","高橋 博行","1956-01-01","Akita Prefecture",NA,NA,NA,NA,"Flanker"
"Q20041338","Yoshikazu Tamura","田村 義和","1978-10-17","Aomori Prefecture; Minamitsugaru District; Aomori",NA,NA,183,110,"Prop"
"Q20041397","Ryōsuke Chifu","千布 亮輔","1989-03-02","Japan; Fukuoka Prefecture",NA,NA,182,103,"Lock; Flanker"
