"wikidataId","fullName","type","inceptionDate","terminationDate","altNames","affiliations","countries","competitions","homeVenueNames","homeVenueCapacities","locations","allRugbyIds","googleKnowlIds","wikipediaEn","wikipediaFr","wikipediaIt","wikipediaEs","wikipediaJa","dbpediaId"
"Q6118024","Jacksonville Rugby Football Club","rugby union team",1973-01-01,NA,"Jacksonville RFC",NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"Jacksonville_Rugby_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Jacksonville_Rugby_Football_Club"
"Q6119019","San José Rugby Club","rugby union club",NA,NA,"San Jose Rugby Club",NA,"Argentina",NA,NA,NA,NA,NA,"121hx3kc",NA,NA,NA,"San_Jos%C3%A9_Rugby_Club",NA,NA
"Q6119421","San Miguel Hockey & Rugby Club","rugby union club",NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,"1z3t2jzh5",NA,NA,NA,"San_Miguel_Hockey_%26_Rugby_Club",NA,NA
"Q6130911","Sociedad Hebraica Argentina","rugby union club",NA,NA,NA,NA,"Argentina",NA,NA,NA,"Buenos Aires",NA,"120t48cs",NA,NA,NA,"Sociedad_Hebraica_Argentina",NA,NA
"Q6130921","Sociedad Italiana de Tiro al Segno","rugby union club",1895-05-14,NA,"SITAS Club; Societa Italiana di tiro al Segno","Argentine Rugby Union","Argentina",NA,NA,NA,"El Palomar",NA,"121zjj24","Sociedad_Italiana_de_Tiro_al_Segno",NA,NA,"Sociedad_Italiana_de_Tiro_al_Segno",NA,NA
"Q6133391","IPR Sporting Club","rugby union club",1915-09-19,NA,"Sporting Club Mar del Plata","Argentine Rugby Union","Argentina","Torneo Pampeano",NA,NA,"Mar del Plata",NA,"11b41bv0s",NA,NA,NA,"Sporting_Club_(Mar_del_Plata)",NA,NA
"Q6133402","Q6133402","rugby union club",1963-01-01,NA,NA,NA,"Chile",NA,NA,NA,NA,NA,"121v849w",NA,NA,NA,"Sporting_Rugby_Club",NA,NA
"Q6137222","NTT Shining Arcs","rugby union club",1976-01-01,NA,"シャイニングアークス; Urayasu D-Rocks; D-Rocks; 浦安D-Rocks",NA,"Japan",NA,"Chichibunomiya Rugby Stadium",NA,NA,NA,NA,"Urayasu_D-Rocks","Urayasu_D-Rocks",NA,NA,"NTT%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%82%B1%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%82%BA_%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%A2%E3%83%BC%E3%82%AF%E3%82%B9%E6%9D%B1%E4%BA%AC%E3%83%99%E3%82%A4%E6%B5%A6%E5%AE%89","http://dbpedia.org/resource/Urayasu_D-Rocks"
"Q6155949","Uncas Rugby Club","rugby union club",1969-06-20,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,"121xq8hp",NA,NA,NA,"Uncas_Rugby_Club",NA,NA
"Q6156767","Universidad de Granada Rugby","rugby union team",1969-01-01,NA,NA,NA,"Spain","División de Honor B de Rugby","Campo de Rugby de Fuentenueva",NA,"Granada",NA,"11dyjtflp",NA,NA,NA,"Universidad_de_Granada_Rugby",NA,NA
"Q6156886","Club Universitario de Rosario","rugby union team",1924-01-01,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"Club_Universitario_de_Rosario",NA,NA,"Club_Universitario_de_Rosario",NA,NA
"Q6158042","Japan national under-20 rugby union team","rugby union team",2008-01-01,NA,"Seleccion juvenil de rugby de Japon; ラグビージュニア日本ナショナルチーム",NA,"Japan",NA,NA,NA,NA,NA,NA,"Japan_national_under-20_rugby_union_team","%C3%89quipe_du_Japon_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Jap%C3%B3n","U20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/Japan_national_under-20_rugby_union_team"
"Q6158143","Ushuaia Rugby Club","rugby union club",NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,"122y5dkq",NA,NA,NA,"Ushuaia_Rugby_Club",NA,NA
"Q6184915","The Jersey Reds R.F.C.","rugby union club",1879-01-01,NA,"Jersey Reds; Jersey Reds R.F.C.; Jersey Reds RFC; Jersey Reds Rugby; Jersey Reds Rugby Club; Jersey Reds Rugby Team; Jersey Rugby Football Club; The Jersey Reds; The Jersey Reds RFC; The Jersey Reds Rugby; The Jersey Reds Rugby Club; The Jersey Reds Rugby Football Club; The Jersey Reds Rugby Team; The Reds; Jersey Reds, formerly Jersey Rugby Football Club",NA,"United Kingdom",NA,"St. Peter",NA,NA,NA,NA,"Jersey_Reds","Jersey_Reds",NA,"Jersey_Reds","%E3%82%B8%E3%83%A3%E3%83%BC%E3%82%B8%E3%83%BC%E3%83%BB%E3%83%AC%E3%83%83%E3%82%BA","http://dbpedia.org/resource/Jersey_Reds"
"Q6319548","Jyväskylä RC","rugby union team",2001-01-01,NA,"JRC; Jyväskylä Rugby Club",NA,NA,NA,NA,NA,NA,NA,NA,"Jyv%C3%A4skyl%C3%A4_RC",NA,NA,NA,NA,"http://dbpedia.org/resource/Jyväskylä_RC"
"Q6345871","Kadıköy Rugby","rugby union team",2006-01-01,NA,"Kadıköy rugby kulübü; Bulls of Kadıköy; Kadıköy Rugby Football Club",NA,"Turkey",NA,NA,NA,NA,NA,NA,"Kad%C4%B1k%C3%B6y_Rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/Kadıköy_Rugby"
"Q6361705","Kandy Sports Club","rugby union team",1874-01-01,NA,"Kandy Sports Club (rugby); Kandy S.C; Kandy Athletic, Boating, Cricket, Football and Dancing Club",NA,NA,NA,NA,NA,NA,NA,NA,"Kandy_Sports_Club_(rugby)",NA,NA,NA,NA,"http://dbpedia.org/resource/Kandy_Sports_Club_(rugby)"
"Q6364670","Kansas City Blues Rugby Football Club","rugby union club",1966-01-01,NA,"Kansas City Blues; Kansas City Blues (rugby union); Blues",NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"Kansas_City_Blues_(rugby_union)","Kansas_City_Blues_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Kansas_City_Blues_(rugby_union)"
"Q6367776","Karachi Rugby Football Club","rugby union team",1926-01-01,NA,"Karachi RFC",NA,"Pakistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dbpedia.org/resource/Karachi_Rugby_Football_Club"
"Q6372599","Karlsruher SV Rugby","rugby union team",1991-01-01,NA,"Karlsruher Sportverein Rintheim-Waldstadt e.V.",NA,NA,NA,NA,NA,NA,NA,NA,"Karlsruher_SV_Rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/Karlsruher_SV_Rugby"
"Q6374828","Toyota Verblitz","rugby union club",1941-01-01,NA,"トヨタ自動車ヴェルブリッツ",NA,"Japan","Japan Rugby League One","Mizuho Rugby Stadium; Toyota Stadium",NA,NA,NA,NA,"Toyota_Verblitz","Toyota_Verblitz","Toyota_Verblitz","Toyota_Verblitz","%E3%83%88%E3%83%A8%E3%82%BF%E3%83%B4%E3%82%A7%E3%83%AB%E3%83%96%E3%83%AA%E3%83%83%E3%83%84","http://dbpedia.org/resource/Toyota_Verblitz"
"Q6383589","Keighley RUFC","rugby union team",1920-01-01,NA,"Keighley; Keighley Rugby Union Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Keighley_RUFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Keighley_RUFC"
"Q6388862","Kendal Rugby Union Football Club","rugby union team",1905-01-01,NA,"Kendal",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Kendal_RUFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kendal_Rugby_Union_Football_Club"
"Q6389298","Kenilworth RFC","rugby union team",1924-01-01,NA,"Kenilworth; Kenilworth Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Kenilworth_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kenilworth_RFC"
"Q6392562","Kenya Commercial Bank RFC","rugby union team",1989-01-01,NA,"KCB Rugby Club; KCB RFC; The Lions",NA,"Kenya",NA,NA,NA,NA,NA,NA,"Kenya_Commercial_Bank_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kenya_Commercial_Bank_RFC"
"Q6392577","Kenya Harlequin F.C.","rugby union team",NA,NA,"Kenya Harlequin Football Club; Harlequins; Quins, Kenya Quins",NA,"Kenya",NA,NA,NA,"Nairobi",NA,NA,"Kenya_Harlequin_F.C.",NA,NA,NA,NA,"http://dbpedia.org/resource/Kenya_Harlequin_F.C."
"Q6395476","Kettering Rugby Football Club","rugby union team",1875-01-01,NA,"Kettering RFC; The Blues",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Kettering_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kettering_Rugby_Football_Club"
"Q6398564","Keyworth Rugby Union Football Club","rugby union team",1976-01-01,NA,"Keyworth",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Keyworth_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Keyworth_Rugby_Union_Football_Club"
"Q6403665","Kia Toa RFC","rugby union club",NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA,"Kia_Toa_RFC",NA,NA,NA,NA,NA
"Q6405071","Kidwelly RFC","rugby union team",NA,NA,"Kidwelly Rugby Football Club; Black and Ambers",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Kidwelly_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kidwelly_RFC"
"Q6406835","Kilfeacle and District RFC","rugby union team",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,"Kilfeacle_and_District_RFC",NA,NA,NA,NA,NA
"Q6407045","Kilkenny RFC","rugby union team",1886-01-01,NA,"Kilkenny; Kilkenny Rugby Football Club",NA,"Ireland",NA,NA,NA,NA,NA,NA,"Kilkenny_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kilkenny_RFC"
"Q6407323","Killarney RFC","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Killarney_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Killarney_RFC"
"Q6407987","Kilmarnock RFC","rugby union team",NA,NA,"Kilmarnock Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Kilmarnock_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kilmarnock_RFC"
"Q6410891","King's College Hospital RFC","rugby union club",1869-01-01,NA,"KCHRFC; King's College Hospital; King's College Hospital Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"King%27s_College_Hospital_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/King's_College_Hospital_RFC"
"Q6410899","King's College London Rugby Football Club","rugby union team",1869-01-01,NA,"King's College RFC",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"King%27s_College_London_Rugby_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/King's_College_London_Rugby_Football_Club"
"Q6412901","Kings Cross Steelers","rugby union team",NA,NA,"Kings Cross Steelers RFC; Steelers",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Kings_Cross_Steelers",NA,NA,NA,NA,"http://dbpedia.org/resource/Kings_Cross_Steelers"
"Q6412960","Q6412960","rugby union club",1942-01-01,NA,NA,NA,"Chile",NA,NA,NA,NA,NA,"120j8g06",NA,NA,NA,"Club_Deportivo_Universidad_Cat%C3%B3lica_(rugby)",NA,NA
"Q6412970","Kings Norton RFC","rugby union team",1923-01-01,NA,"Kings Norton; Kings Norton Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Kings_Norton_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kings_Norton_RFC"
"Q6414242","Kinsale RFC","rugby union team",1982-01-01,NA,"K R F C; Kinsale Rugby Football Club",NA,"Ireland",NA,NA,NA,NA,NA,NA,"Kinsale_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kinsale_RFC"
"Q6415617","Kirkcaldy RFC","rugby union team",1873-01-01,NA,"Kirkcaldy; The Blues; Kirkcaldy Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Kirkcaldy_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kirkcaldy_RFC"
"Q6423574","Knox Old Boys RUFC","rugby union club",1959-01-01,NA,"Knox Rugby Club",NA,"Australia",NA,NA,NA,NA,NA,NA,"Knox_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Knox_Rugby_Club"
"Q6430720","RC Valencia","rugby union team",1966-01-01,NA,"RCV; RC València; València Rugby; Valencia Rugby; Tecnidex Valencia; Rugby Club Valencia","Spanish Rugby Federation","Spain","División de Honor B de Rugby","Quatre Carreres",NA,"Valencia",NA,NA,"RC_Valencia",NA,NA,"Rugby_Club_Valencia",NA,"http://dbpedia.org/resource/RC_Valencia"
"Q6435053","Kowloon RFC","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kowloon_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kowloon_RFC"
"Q6435992","Kraljevski Beogradski Ragbi Klub","rugby union team",2014-01-01,NA,"Royal Belgrade Rugby Club; KBRK; ; Краљевски Београдски Рагби Клуб",NA,"Serbia",NA,NA,NA,NA,NA,NA,"Royal_Belgrade_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Royal_Belgrade_Rugby_Club"
"Q6441306","Kubota Spears Funabashi Tokyo-Bay","rugby union club",1978-01-01,NA,"Spears Funabashi; Kubota Spears Funabashi Tokyo Bay; Kubota Spears; Kubota Spears Funabashi Tokyo Bayクボタスピアーズ船橋東京湾",NA,"Japan","Japan Rugby League One","Edogawa Stadium",NA,"Funabashi",NA,NA,"Kubota_Spears_Funabashi_Tokyo_Bay","Kubota_Spears_Funabashi_Tokyo-Bay",NA,NA,"%E3%82%AF%E3%83%9C%E3%82%BF%E3%82%B9%E3%83%94%E3%82%A2%E3%83%BC%E3%82%BA%E8%88%B9%E6%A9%8B%E3%83%BB%E6%9D%B1%E4%BA%AC%E3%83%99%E3%82%A4","http://dbpedia.org/resource/Kubota_Spears_Funabashi_Tokyo_Bay"
"Q6445259","Kuopio RC","rugby union team",NA,NA,"Kuopio Rugby Club",NA,NA,NA,NA,NA,NA,NA,NA,"Kuopio_RC",NA,NA,NA,NA,"http://dbpedia.org/resource/Kuopio_RC"
"Q6457199","LA Rugby Club","rugby union club",1958-01-01,NA,"Los Angeles Rugby Club; LARC; Los Angeles Rugby Club (LARC)",NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"Los_Angeles_Rugby_Club","Los_Angeles_Rugby",NA,NA,NA,"http://dbpedia.org/resource/Los_Angeles_Rugby_Club"
"Q6473410","Lahore Rugby Football Club","rugby union team",1991-01-01,NA,"LRFC; Lahore RFC",NA,"Pakistan",NA,NA,NA,NA,NA,NA,"Lahore_Rugby_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Lahore_Rugby_Football_Club"
"Q6482414","Lampeter Town RFC","rugby union team",1875-01-01,NA,"Lampeter Town; The Maroons; Lampeter Town Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lampeter_Town_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Lampeter_Town_RFC"
"Q6485379","Lane Cove Rugby","rugby union club",1949-01-01,NA,"Lane Cove RUFC; Lane Cove Rugby Club",NA,"Australia",NA,NA,NA,NA,NA,NA,"Lane_Cove_Rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/Lane_Cove_Rugby"
"Q6486096","Langholm RFC","rugby union team",1871-01-01,NA,"Langholm Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Langholm_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Langholm_RFC"
"Q6494082","Lasswade RFC","rugby union team",NA,NA,"Swade; Lasswade Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lasswade_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Lasswade_RFC"
"Q6498361","Launceston RUFC","rugby union team",1948-01-01,NA,"Launceston Rugby Club; Cornish All Blacks",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Launceston_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Launceston_Rugby_Club"
"Q6498363","Launceston Rugby Union Football Club","rugby union team",1999-01-01,NA,"The Lonnie Tigers or The Bumble Bees",NA,"Australia",NA,NA,NA,NA,NA,NA,"Launceston_Rugby_Union_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Launceston_Rugby_Union_Football_Club"
"Q6501981","Lausanne Football Club","rugby union team",1867-01-01,NA,"Lausanne F.C.; Lausanne",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lausanne_F.C.",NA,NA,NA,NA,"http://dbpedia.org/resource/Lausanne_F.C."
"Q6503040","Law FC","rugby union team",1870-01-01,NA,"The Law Club; Law Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Law_FC",NA,NA,NA,NA,"http://dbpedia.org/resource/Law_FC"
"Q6516427","Leesbrook Rugby Football Club","rugby union team",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Leesbrook_RUFC",NA,NA,NA,NA,NA
"Q6519198","Leicester Lions RFC","rugby union club",1998-01-01,NA,"Leicester Lions Rugby Club; Leicester Lions Rugby Football Club; Leicester Lions",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Leicester_Lions_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Leicester_Lions_RFC"
"Q6519742","Leighton Buzzard R.F.C.","rugby union team",1934-01-01,NA,"Leighton Buzzard",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Leighton_Buzzard_R.F.C.",NA,NA,NA,NA,"http://dbpedia.org/resource/Leighton_Buzzard_R.F.C."
"Q6520395","Leith RFC","rugby union team",NA,NA,"Leith Rugby",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Leith_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Leith_RFC"
"Q6522850","Lennox Football Club","rugby union team",1883-01-01,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lennox_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Lennox_Football_Club"
"Q6529511","Les Gaillards","rugby union team",2004-01-01,NA,"Les Gaillards Paris Rugby Club",NA,"France",NA,NA,NA,NA,NA,NA,"Les_Gaillards",NA,NA,NA,NA,"http://dbpedia.org/resource/Les_Gaillards"
"Q6533189","Letchworth Garden City rugby football club","rugby union team",NA,NA,"Letchworth Garden City RUFC; Letchworth Garden City; Letchworth Garden City Rugby Union Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Letchworth_Garden_City_RUFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Letchworth_Garden_City_RUFC"
"Q6536140","Lewes Rugby Football Club","rugby union team",NA,NA,"Lewes",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lewes_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Lewes_Rugby_Football_Club"
"Q6543128","Club Liceo Naval","rugby union club",1953-04-26,NA,"Centro de Graduados del Liceo Naval Militar Almirante Brown","Argentine Rugby Union","Argentina",NA,NA,NA,NA,NA,NA,"Club_Liceo_Naval","Liceo_Naval",NA,"Liceo_Naval_(club_de_rugby)",NA,NA
"Q6543279","Lichfield Rugby Union Football Club","rugby union team",1874-01-01,NA,"Lichfield RUFC",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lichfield_RUFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Lichfield_RUFC"
"Q6548897","Limassol Crusaders","rugby union team",NA,NA,"Crusaders; Limassol Crusaders Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,"Limassol_Crusaders",NA,NA,NA,NA,"http://dbpedia.org/resource/Limassol_Crusaders"
"Q6550823","Lincoln Lions","rugby union team",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lincoln_Lions_(rugby_union)",NA,NA,NA,NA,NA
"Q6552410","Lindenwood Lions men's rugby","rugby union team",NA,NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"Lindenwood_Lions_men%27s_rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/Lindenwood_Lions_men's_rugby"
"Q6554475","Linlithgow RFC","rugby union team",NA,NA,"Linlithgow Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Linlithgow_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Linlithgow_RFC"
"Q6554550","Linna RC","rugby union team",2011-01-01,NA,"Linna Rugby Club",NA,NA,NA,NA,NA,NA,NA,NA,"Linna_RC",NA,NA,NA,NA,"http://dbpedia.org/resource/Linna_RC"
"Q6559031","Lismore RFC","rugby union team",NA,NA,"Lismore Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lismore_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Lismore_RFC"
"Q6658676","Liversedge RFC","rugby union team",1877-01-01,1906-01-01,NA,NA,"United Kingdom",NA,"King George V playing field, Liversedge; Whitcliffe",NA,NA,NA,NA,"Liversedge_RFC",NA,NA,NA,NA,NA
"Q6659677","Livingston RFC","rugby union team",NA,NA,"Livingston; Livingston Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Livingston_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Livingston_RFC"
"Q6661133","Llandaff North RFC","rugby union team",NA,NA,"Llandaff North Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llandaff_North_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llandaff_North_RFC"
"Q6661135","Llandaff RFC","rugby union team",1876-01-01,NA,"Llandaff Chiefs Walking Rugby; Llandaff Rugby Football Club",NA,"Wales",NA,NA,NA,NA,NA,NA,"Llandaff_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llandaff_RFC"
"Q6661192","Llandeilo RFC","rugby union team",1871-01-01,NA,"Llandeilo Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llandeilo_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llandeilo_RFC"
"Q6661259","Llandudno RFC","rugby union team",1952-01-01,NA,"Llandudno Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llandudno_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llandudno_RFC"
"Q6661264","Llandybie RFC","rugby union team",NA,NA,"Tybie; Llandybie Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llandybie_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llandybie_RFC"
"Q6661293","Llanelli Wanderers RFC","rugby union team",NA,NA,"Wanderers; Llanelli Wanderers Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llanelli_Wanderers_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llanelli_Wanderers_RFC"
"Q6661447","Llangefni RFC","rugby union team",1972-01-01,NA,"Llangefni Rugby Football Club; Cefni",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llangefni_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llangefni_RFC"
"Q6661461","Llangennech RFC","rugby union team",1885-01-01,NA,"Bois y Llan; Llangennech Rugby Football Club",NA,"United Kingdom; Wales",NA,NA,NA,NA,NA,NA,"Llangennech_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llangennech_RFC"
"Q6661599","Llanhilleth RFC","rugby union team",1894-01-01,NA,"Llanhilleth Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llanhilleth_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llanhilleth_RFC"
"Q6661608","Llanidloes RFC","rugby union team",NA,NA,"The Wolfpack; Llanidloes Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llanidloes_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llanidloes_RFC"
"Q6661624","Llanishen RFC","rugby union team",1962-01-01,NA,"The Lions; Llanishen Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llanishen_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llanishen_RFC"
"Q6661803","Llantrisant RFC","rugby union team",1888-01-01,NA,"The Black Army; Llantrisant Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llantrisant_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llantrisant_RFC"
"Q6661812","Llantwit Fardre RFC","rugby union team",1946-01-01,NA,"Llantwit Fardre Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llantwit_Fardre_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llantwit_Fardre_RFC"
"Q6662913","Llwynypia RFC","rugby union team",1891-01-01,NA,"Llwynypia Rugby Football Club",NA,"Wales",NA,NA,NA,NA,NA,NA,"Llwynypia_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Llwynypia_RFC"
"Q6664959","Loch Lomond RFC","rugby union team",NA,NA,"Loch Lomond Rugby Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Loch_Lomond_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Loch_Lomond_RFC"
"Q6668737","Lokomotiv RFC","rugby union team",NA,NA,NA,NA,"Bulgaria",NA,NA,NA,NA,NA,NA,"Lokomotiv_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Lokomotiv_RFC"
"Q6670288","London Cornish Rugby Football Club","rugby union team",1962-01-01,NA,"London Cornish RFC; London Cornish",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"London_Cornish_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/London_Cornish_RFC"
"Q6673838","Longford RFC","rugby union team",1921-01-01,NA,"Longford; Longford Rugby Football Club",NA,"Ireland",NA,NA,NA,NA,NA,NA,"Longford_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Longford_RFC"
"Q6674363","Longton Rugby Club","rugby union team",NA,NA,"Longton",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Longton_RUFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Longton_Rugby_Club"
"Q6682316","Los Angeles Rebellion","rugby union team",2001-01-01,NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,"Los_Angeles_Rebellion",NA,NA,NA,NA,NA
"Q6682937","Rugby Club los Matreros","rugby union club",1928-01-01,NA,"Los Matreros RC; Los Matreros Rugby Club; Los Matreros",NA,"Argentina",NA,NA,NA,"Castelar",NA,NA,"Los_Matreros_Rugby_Club",NA,NA,"Rugby_Club_Los_Matreros",NA,"http://dbpedia.org/resource/Los_Matreros_Rugby_Club"
"Q6683286","Los Tarcos Rugby Club","rugby union club",1955-01-01,NA,"Los Tarcos","Argentine Rugby Union","Argentina",NA,NA,NA,"San Miguel de Tucumán",NA,NA,"Los_Tarcos_Rugby_Club","Los_Tarcos_Rugby_Club",NA,"Los_Tarcos_Rugby_Club",NA,"http://dbpedia.org/resource/Los_Tarcos_Rugby_Club"
"Q6686168","Loughborough RFC","rugby union team",1891-01-01,NA,"Loughborough; Loughborough Rugby Football Club",NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Loughborough_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Loughborough_RFC"
