"clubId","clubLabel","clubTypeLabel","inceptionMax","inceptionFormat","terminationMax","terminationFormat","nickmaneLabels","affiliationLabels","countryLabels","competitionLabels","homeVenueLabels","homeVenueCapacities","locationLabels","AllRugbyIDs","GoogleKnowlIDs","articleEn","articleFr","articleIt","articleEs","articleJa"
"Q65065461","St Boswells RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fkyzqsj2","St_Boswells_RFC",NA,NA,NA,NA
"Q65065510","Melville College FP","defunct rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11h6yw02tn","Melville_College_FP",NA,NA,NA,NA
"Q65067838","Hawick Trades","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h1dnydm1","Hawick_Trades",NA,NA,NA,NA
"Q65068100","Grangemouth Stags","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h1fy_qhm","Grangemouth_Stags",NA,NA,NA,NA
"Q65068423","Penguin International RFC","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11h77pr4rf","Penguin_International_RFC",NA,NA,NA,NA
"Q65069044","Hillfoots RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h1hqwcxx","Hillfoots_RFC",NA,NA,NA,NA
"Q65069403","Oban Lorne RFC","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,"Scottish Rugby Union","United Kingdom",NA,NA,NA,"Oban",NA,"11h1j31llg","Oban_Lorne_RFC",NA,NA,NA,NA
"Q65070097","Strathmore RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h7b59mss","Strathmore_RFC",NA,NA,NA,NA
"Q65070825","Stornoway RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h1j_nfpl","Stornoway_RFC",NA,NA,NA,NA
"Q65070840","Shetland RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h1j_mmvb","Shetland_RFC",NA,NA,NA,NA
"Q65071249","Orkney RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h7cpd1m1","Orkney_RFC",NA,NA,NA,NA
"Q65079133","Fijian Latui","rugby union club",NA,NA,NA,NA,NA,NA,"Fiji",NA,NA,NA,NA,NA,"11h07s50sc","Fijian_Latui",NA,NA,"Fijian_Latui",NA
"Q65087582","Metropolis RFC","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11h0v8yqsn","Metropolis_RFC",NA,NA,NA,NA
"Q65087604","Columbus RFC","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11h0v8y_h_","Columbus_RFC_(Ohio)",NA,NA,NA,NA
"Q65089233","Corstorphine Cougars RFC","rugby union club","1950-01-01","1950-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fkw7tj81","Corstorphine_RFC",NA,NA,NA,NA
"Q65089239","Royal HSFP","rugby union team","1868-01-01","1868-1-1","2003-01-01","2003-1-1",NA,NA,"United Kingdom",NA,NA,NA,"Edinburgh",NA,"11h6t_nb2n","Royal_HSFP","Royal_High_School_Former_Pupils",NA,NA,NA
"Q65117700","Winchester RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Winchester_RFC",NA,NA,NA,NA
"Q6516427","Leesbrook Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Leesbrook_RUFC",NA,NA,NA,NA
"Q65165207","Jaguares XV","rugby union club","2019-01-01","2019-1-1",NA,NA,NA,NA,"Argentina","Super Liga Americana de Rugby",NA,NA,NA,NA,"11h0ykp5l5",NA,NA,NA,"Jaguares_XV","%E3%83%8F%E3%82%B0%E3%82%A2%E3%83%AC%E3%82%B9XV"
"Q65166931","Société athlétique condomoise","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Condom",NA,"11h0jd2r2n",NA,"Soci%C3%A9t%C3%A9_athl%C3%A9tique_condomoise",NA,NA,NA
"Q651731","Border Bulldogs","rugby union team","1891-01-01","1891-1-1",NA,NA,NA,"South African Rugby Union","South Africa","Currie Cup","Buffalo City Stadium","16000","East London",NA,NA,"Border_Bulldogs","Border_Bulldogs","Border_Bulldogs","Border_Bulldogs","%E3%83%9C%E3%83%BC%E3%83%80%E3%83%BC%E3%83%BB%E3%83%96%E3%83%AB%E3%83%89%E3%83%83%E3%82%B0%E3%82%B9"
"Q6519198","Leicester Lions RFC","rugby union club","1998-01-01","1998-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Leicester_Lions_RFC",NA,NA,NA,NA
"Q6519742","Leighton Buzzard R.F.C.","rugby union team","1934-01-01","1934-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Leighton_Buzzard_R.F.C.",NA,NA,NA,NA
"Q6520395","Leith RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Leith_RFC",NA,NA,NA,NA
"Q6522850","Lennox Football Club","rugby union team","1883-01-01","1883-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lennox_Football_Club",NA,NA,NA,NA
"Q65271278","Tokyo Sankyu Phoenix","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11fk_8fh8r","Tokyo_Sankyu_Phoenix",NA,NA,NA,"%E6%9D%B1%E4%BA%AC%E5%B1%B1%E4%B9%9D%E3%83%95%E3%82%A7%E3%83%8B%E3%83%83%E3%82%AF%E3%82%B9"
"Q6529511","Les Gaillards","rugby union team","2004-01-01","2004-1-1",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,"Les_Gaillards",NA,NA,NA,NA
"Q65295202","Clwb Rygbi Machynlleth","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q65295409","Clwb Rygbi Cymry Caerdydd","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q6533189","Letchworth Garden City rugby football club","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Letchworth_Garden_City_RUFC",NA,NA,NA,NA
"Q6536140","Lewes Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lewes_RFC",NA,NA,NA,NA
"Q6543128","Club Liceo Naval","rugby union club","1953-04-26","1953-4-26",NA,NA,NA,"Unión de Rugby de Buenos Aires","Argentina",NA,NA,NA,NA,NA,NA,"Club_Liceo_Naval","Liceo_Naval",NA,"Liceo_Naval_(club_de_rugby)",NA
"Q6543279","Lichfield Rugby Union Football Club","rugby union team","1874-01-01","1874-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lichfield_RUFC",NA,NA,NA,NA
"Q654755","Pontypridd RFC","rugby union team","1875-01-01","1875-1-1",NA,NA,NA,"Welsh Rugby Union","United Kingdom","Welsh Premier Division","Sardis Road","7861","Pontypridd",NA,NA,"Pontypridd_RFC","Pontypridd_Rugby_Football_Club","Pontypridd_Rugby_Football_Club","Pontypridd_RFC",NA
"Q6548897","Limassol Crusaders","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limassol_Crusaders",NA,NA,NA,NA
"Q6550823","Lincoln Lions","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lincoln_Lions_(rugby_union)",NA,NA,NA,NA
"Q6552410","Lindenwood Lions men's rugby","rugby union team",NA,NA,NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"Lindenwood_Lions_men%27s_rugby",NA,NA,NA,NA
"Q6554475","Linlithgow RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Linlithgow_RFC",NA,NA,NA,NA
"Q6554550","Linna RC","rugby union team","2011-01-01","2011-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linna_RC",NA,NA,NA,NA
"Q6559031","Lismore RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lismore_RFC",NA,NA,NA,NA
"Q65719214","Rugby Club de Drancy","rugby union team","1947-01-01","1947-1-1",NA,NA,NA,NA,"France",NA,"Stade Guy-Môquet",NA,"Drancy",NA,"11fmhx2cnw",NA,"Rugby_Club_de_Drancy",NA,NA,NA
"Q657211","London Scottish F.C.","rugby union club","1878-01-01","1878-1-1",NA,NA,NA,NA,"United Kingdom","RFU Championship",NA,NA,NA,NA,NA,"London_Scottish_F.C.","London_Scottish_Football_Club","London_Scottish_Football_Club","London_Scottish_FC","%E3%83%AD%E3%83%B3%E3%83%89%E3%83%B3%E3%83%BB%E3%82%B9%E3%82%B3%E3%83%86%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5FC"
"Q661552","AC Bobigny 93 Rugby","rugby union team","1965-01-01","1965-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Bobigny",NA,NA,"AC_Bobigny_93_Rugby","Athletic_Club_de_Bobigny_93_rugby",NA,NA,NA
"Q66314447","Olympique de Nouméa rugby","rugby union team","1955-01-01","1955-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Nouméa",NA,NA,NA,NA,NA,NA,NA
"Q663727","North Harbour Rugby Union","rugby union team","1985-01-01","1985-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,"Albany",NA,NA,"North_Harbour_Rugby_Union","North_Harbour_Rugby_Union","North_Harbour_Rugby_Union",NA,NA
"Q6658676","Liversedge RFC","rugby union team","1877-01-01","1877-1-1","1906-01-01","1906-1-1",NA,NA,"United Kingdom",NA,"King George V playing field, Liversedge; Whitcliffe",NA,NA,NA,NA,"Liversedge_RFC",NA,NA,NA,NA
"Q6659677","Livingston RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Livingston_RFC",NA,NA,NA,NA
"Q6661133","Llandaff North RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llandaff_North_RFC",NA,NA,NA,NA
"Q6661135","Llandaff RFC","rugby union team","1876-01-01","1876-1-1",NA,NA,NA,NA,"Wales",NA,NA,NA,NA,NA,NA,"Llandaff_RFC",NA,NA,NA,NA
"Q6661192","Llandeilo RFC","rugby union team","1871-01-01","1871-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llandeilo_RFC",NA,NA,NA,NA
"Q6661259","Llandudno RFC","rugby union team","1952-01-01","1952-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llandudno_RFC",NA,NA,NA,NA
"Q6661264","Llandybie RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llandybie_RFC",NA,NA,NA,NA
"Q6661293","Llanelli Wanderers RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llanelli_Wanderers_RFC",NA,NA,NA,NA
"Q6661447","Llangefni RFC","rugby union team","1972-01-01","1972-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llangefni_RFC",NA,NA,NA,NA
"Q6661461","Llangennech RFC","rugby union team","1885-01-01","1885-1-1",NA,NA,"Bois y Llan",NA,"United Kingdom; Wales",NA,NA,NA,NA,NA,NA,"Llangennech_RFC",NA,NA,NA,NA
"Q6661599","Llanhilleth RFC","rugby union team","1894-01-01","1894-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llanhilleth_RFC",NA,NA,NA,NA
"Q6661608","Llanidloes RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llanidloes_RFC",NA,NA,NA,NA
"Q6661624","Llanishen RFC","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llanishen_RFC",NA,NA,NA,NA
"Q6661803","Llantrisant RFC","rugby union team","1888-01-01","1888-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llantrisant_RFC",NA,NA,NA,NA
"Q6661812","Llantwit Fardre RFC","rugby union team","1946-01-01","1946-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Llantwit_Fardre_RFC",NA,NA,NA,NA
"Q6662913","Llwynypia RFC","rugby union team","1891-01-01","1891-1-1",NA,NA,NA,NA,"Wales",NA,NA,NA,NA,NA,NA,"Llwynypia_RFC",NA,NA,NA,NA
"Q6664959","Loch Lomond RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Loch_Lomond_RFC",NA,NA,NA,NA
"Q666510","Southland RFU","rugby union team","1887-01-01","1887-1-1",NA,NA,NA,NA,"New Zealand",NA,"Rugby Park Stadium",NA,"Invercargill",NA,NA,"Rugby_Southland","Southland_Rugby_Football_Union","Southland_Rugby_Football_Union",NA,NA
"Q6668737","Lokomotiv RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Bulgaria",NA,NA,NA,NA,NA,NA,"Lokomotiv_RFC",NA,NA,NA,NA
"Q666949","Mongolia national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Mongolia",NA,NA,NA,NA,NA,NA,"Mongolia_national_rugby_union_team","%C3%89quipe_de_Mongolie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Mongolia",NA,NA
"Q6670288","London Cornish Rugby Football Club","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"London_Cornish_RFC",NA,NA,NA,NA
"Q6673838","Longford RFC","rugby union team","1921-01-01","1921-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,"Longford_RFC",NA,NA,NA,NA
"Q6674363","Longton Rugby Club","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Longton_RUFC",NA,NA,NA,NA
"Q667932","Otago RFU","rugby union team","1881-01-01","1881-1-1",NA,NA,NA,NA,"New Zealand",NA,"Forsyth Barr Stadium",NA,"Dunedin",NA,NA,"Otago_Rugby_Football_Union","Otago_Rugby_Football_Union","Otago_Rugby_Football_Union",NA,NA
"Q6682316","Los Angeles Rebellion","rugby union team","2001-01-01","2001-1-1",NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"Los_Angeles_Rebellion",NA,NA,NA,NA
"Q6682937","Rugby Club los Matreros","rugby union club","1928-01-01","1928-1-1",NA,NA,NA,NA,"Argentina",NA,NA,NA,"Castelar",NA,NA,"Los_Matreros_Rugby_Club",NA,NA,"Rugby_Club_Los_Matreros",NA
"Q6683286","Los Tarcos Rugby Club","rugby union club","1955-01-01","1955-1-1",NA,NA,NA,"Unión de Rugby de Tucumán","Argentina",NA,NA,NA,"San Miguel de Tucumán",NA,NA,"Los_Tarcos_Rugby_Club","Los_Tarcos_Rugby_Club",NA,"Los_Tarcos_Rugby_Club",NA
"Q6686168","Loughborough RFC","rugby union team","1891-01-01","1891-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Loughborough_RFC",NA,NA,NA,NA
"Q6686175","Loughborough Students RUFC","rugby union team","1919-01-01","1919-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Loughborough_Students_RUFC",NA,NA,NA,NA
"Q6686228","Loughor RFC","rugby union team","1882-01-01","1882-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Loughor_RFC",NA,NA,NA,NA
"Q670755","Switzerland national rugby union team","national rugby union team","1973-04-11","1973-4-11",NA,NA,"Le XV de l'edelweiss",NA,"Switzerland",NA,NA,NA,NA,NA,NA,"Switzerland_national_rugby_union_team","%C3%89quipe_de_Suisse_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Svizzera","Selecci%C3%B3n_de_rugby_de_Suiza",NA
"Q6707732","Lydney RFC","rugby union team","1888-01-01","1888-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lydney_RFC",NA,NA,NA,NA
"Q6708205","Lymm RFC","rugby union team","1960-01-01","1960-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Lymm_RFC",NA,NA,NA,NA
"Q67087991","Lokomotiv Penza","rugby union club",NA,NA,NA,NA,NA,NA,"Russia",NA,"Stade Pervomaisky",NA,NA,NA,"11hzv3kqm0","Lokomotiv_Penza","Lokomotiv_Penza",NA,NA,"%E3%83%AD%E3%82%B3%E3%83%A2%E3%83%86%E3%82%A3%E3%83%96%E3%83%BB%E3%83%9A%E3%83%B3%E3%82%B6"
"Q67200317","Union athlétique mimizannaise","rugby union team","1920-04-01","1920-4-1",NA,NA,NA,NA,"France",NA,NA,NA,"Mimizan",NA,"11h56jbxf3",NA,"Union_athl%C3%A9tique_mimizannaise",NA,NA,NA
"Q6722862","Maccabi RFC","rugby union club","1969-01-01","1969-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,"Bondi Beach",NA,NA,"Maccabi_R.F.C.",NA,NA,NA,NA
"Q6722935","Macclesfield R.U.F.C.","rugby union team","1877-01-01","1877-1-1",NA,NA,NA,NA,"United Kingdom","National League 2 North",NA,NA,NA,NA,NA,"Macclesfield_R.U.F.C.",NA,NA,NA,NA
"Q6723487","Machen RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Machen_RFC",NA,NA,NA,NA
"Q672679","Southern Spears","rugby union team","2006-01-01","2006-1-1",NA,NA,NA,NA,"Australia",NA,"EPRU Stadium",NA,NA,NA,NA,"Southern_Spears","Southern_Spears",NA,NA,NA
"Q6728475","Madras College FP RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Madras_College_FP_RFC",NA,NA,NA,NA
"Q6729310","Maesteg Celtic RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Maesteg_Celtic_RFC",NA,NA,NA,NA
"Q6729311","Maesteg Harlequins RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Maesteg_Harlequins_RFC",NA,NA,NA,NA
"Q6735439","Maidenhead RFC","rugby union team","1922-01-01","1922-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Maidenhead_RFC",NA,NA,NA,NA
"Q6735518","Maidstone FC","rugby union team","1880-01-01","1880-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Maidstone_FC",NA,NA,NA,NA
"Q6741072","Malahide RFC","rugby union team","1922-01-01","1922-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,"Malahide_RFC",NA,NA,NA,NA
"Q6744419","Malmö RC","rugby union club","1954-01-01","1954-1-1",NA,NA,NA,NA,"Sweden",NA,NA,NA,NA,NA,NA,"Malm%C3%B6_RC",NA,NA,NA,NA
"Q6745084","Malvern RFC","rugby union team","1934-01-01","1934-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Malvern_RFC",NA,NA,NA,NA
"Q674994","Macau national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Macau",NA,NA,NA,NA,NA,NA,"Macau_national_rugby_union_team","%C3%89quipe_de_Macao_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Macao",NA,NA
"Q6749968","Manitoba Buffalo","rugby union team",NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,"Manitoba_Buffalo",NA,NA,NA,NA
"Q6751679","Mansfield Rugby Club","rugby union team","1956-01-01","1956-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Mansfield_Rugby_Club",NA,NA,NA,NA
"Q675305","Exeter Chiefs","rugby union club","1871-01-01","1871-1-1",NA,NA,"the Chiefs","Rugby Football Union","United Kingdom","Premiership Rugby","Sandy Park","10744","Exeter","exeter",NA,"Exeter_Chiefs","Exeter_Chiefs","Exeter_Chiefs","Exeter_Chiefs","%E3%82%A8%E3%82%AF%E3%82%BB%E3%82%BF%E3%83%BC%E3%83%BB%E3%83%81%E3%83%BC%E3%83%95%E3%82%B9"
"Q675856","Cyprus national rugby union team","national rugby union team","2007-03-24","2007-3-24",NA,NA,"Τα Αγρινά",NA,"Cyprus",NA,NA,NA,NA,NA,NA,"Cyprus_national_rugby_union_team","%C3%89quipe_de_Chypre_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Cipro",NA,NA
"Q6764383","Mariners RFC","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q6765660","Marist Brothers Old Boys RFC","rugby union team","1908-01-01","1908-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA,"Marist_Brothers_Old_Boys_RFC","Marist_Brothers_Old_Boys_Rugby_Football_Club",NA,NA,NA
"Q6765688","Marist Rugby Club","rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA,"Marist_Rugby_Club_(Invercargill)",NA,NA,NA,NA
"Q6765696","Marist St. Joseph","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marist_St._Joseph",NA,NA,NA,NA
"Q6765702","Marista Rugby Club","rugby union club","1961-01-01","1961-1-1",NA,NA,NA,NA,"Argentina",NA,NA,NA,"Las Catitas",NA,NA,"Marista_Rugby_Club",NA,NA,"Marista_Rugby_Club",NA
"Q6771676","Marlborough Nomads","rugby union team","1868-01-01","1868-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Marlborough_Nomads","Marlborough_Nomads",NA,NA,NA
"Q6772766","Marr RFC","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Troon",NA,NA,"Marr_RFC",NA,NA,"Marr_RFC",NA
"Q6773260","Marseille Provence XV","rugby union team","2000-01-01","2000-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Marseille",NA,NA,"Marseille_Provence_XV",NA,NA,NA,NA
"Q6781322","Maryland Exiles","rugby union club","1993-01-01","1993-1-1",NA,NA,NA,NA,"United States",NA,NA,NA,NA,NA,NA,"Maryland_Exiles",NA,NA,NA,NA
"Q67912841","Lochaber RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fm_474sv","Lochaber_RFC",NA,NA,NA,NA
"Q67913273","Helensburgh RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h4zr1nbw","Helensburgh_RFC",NA,NA,NA,NA
"Q67913274","Cowal RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hztsdy8h","Cowal_RFC",NA,NA,NA,NA
"Q67913290","Hawick and Wilton RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzcy9_tz","Hawick_and_Wilton_RFC",NA,NA,NA,NA
"Q67913309","Alloa RFC","rugby union team","1931-01-01","1931-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzlfkm26","Alloa_RFC",NA,NA,NA,NA
"Q67913328","Stewartry RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h4ylnfv4","Stewartry_RFC",NA,NA,NA,NA
"Q67913330","Wigtownshire RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Wigtownshire_RFC",NA,NA,NA,NA
"Q6803583","Mean Machine RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Kenya",NA,NA,NA,"Nairobi",NA,NA,"Mean_Machine_RFC",NA,NA,NA,NA
"Q6806628","Medicals RFC","rugby union team","1898-01-01","1898-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Medicals_RFC",NA,NA,NA,NA
"Q6807390","Medvék RK","rugby union team","2003-01-01","2003-1-1",NA,NA,NA,NA,"Hungary",NA,NA,NA,NA,NA,NA,"Medv%C3%A9k_RK",NA,NA,NA,NA
"Q6811788","Melbourne Harlequins","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Harlequin_Rugby_Club",NA,NA,NA,NA
"Q6811862","Melbourne Rugby Football Club","rugby union team","1982-01-01","1982-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Melbourne_RFC",NA,NA,NA,NA
"Q6811863","Melbourne Rugby Union Football Club","rugby union team","1909-01-01","1909-1-1",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,"Melbourne_Rugby_Union_Football_Club",NA,NA,NA,NA
"Q6818468","Merchistonian FC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Merchistonian_FC","Merchistonian_Football_Club",NA,NA,NA
"Q6820679","Merthyr RFC","rugby union team","1876-01-01","1876-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,"Merthyr_RFC",NA,NA,"Merthyr_RFC",NA
"Q68375523","Lanark RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fm_4jjgj","Lanark_RFC",NA,NA,NA,NA
"Q68376322","Bishopton RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11h51zwc12","Bishopton_RFC",NA,NA,NA,NA
"Q68376692","Waysiders Drumpellier","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzslmhhp","Waysiders_Drumpellier",NA,NA,NA,NA
"Q68377166","Birkmyre RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fmvkjsxq","Birkmyre_RFC",NA,NA,NA,NA
"Q68377625","Lenzie RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzl27z_t","Lenzie_RFC",NA,NA,NA,NA
"Q68377627","Clydebank RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzlhvsdq","Clydebank_RFC",NA,NA,NA,NA
"Q68377636","Allan Glen's RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11fmrqmqw1","Allan_Glen%27s_RFC",NA,NA,NA,NA
"Q68377641","Hyndland RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11hzy8ptw9","Hyndland_RFC",NA,NA,NA,NA
