"wikidataId","fullName","esName","esFullName","birthDate","birthPlace","birthPlaceWP","deathDate","deathPlace","deathPlaceWP","height","weight","positions","positionsWP","citizenship"
"Q1619707","Matthieu Lièvremont","Matthieu Lièvremont",NA,"6 de noviembre de 1975","Perpiñán","/wiki/Perpi%C3%B1%C3%A1n",NA,NA,NA,185,99,"Flanker",NA,NA
"Q1626795","Thierry Lacroix","Thierry Lacroix",NA,"2 de marzo de 1967","Nogaro","/wiki/Nogaro",NA,NA,NA,180,84,"Fly-Half",NA,"France"
"Q1627760","Jean-Baptiste Lafond","Jean-Baptiste Lafond",NA,"29 de diciembre de 1961","Bègles","/wiki/B%C3%A8gles",NA,NA,NA,180,82,"Winger",NA,"France"
"Q1637651","André Boniface","André Boniface",NA,"14 de agosto de 1934","Montfort-en-Chalosse","/wiki/Montfort-en-Chalosse","8 de abril de 2024","Bayona","/wiki/Bayona_(Francia)",179,82,"Centre",NA,"France"
"Q1638027","Alexis Palisson","Alexis Palisson",NA,"9 de septiembre de 1987","Montauban","/wiki/Montauban",NA,NA,NA,176,83,"Fullback",NA,"France"
"Q1638162","Maxime Mermoz","Maxime Mermoz",NA,"28 de julio de 1986","Épinal","/wiki/%C3%89pinal",NA,NA,NA,180,90,"Centre",NA,"France"
"Q1638760","Pascal Papé","Pascal Papé",NA,"5 de octubre de 1980","Lyon","/wiki/Lyon",NA,NA,NA,195,122,"2nd Row",NA,"France"
"Q1638997","Damien Chouly","Damien Chouly",NA,"27 de noviembre de 1985","Limosín","/wiki/Limos%C3%ADn_(Francia)",NA,NA,NA,192,111,"Flanker",NA,"France"
"Q1639698","Dan Vickerman","Daniel Vickerman","Daniel Joseph Vickerman","4 de junio de 1979","Ciudad del Cabo","/wiki/Ciudad_del_Cabo","18 de febrero de 2017","Sídney","/wiki/S%C3%ADdney",204,119,"2nd Row",NA,"South Africa"
"Q1645731","Alain Rolland","Alain Rolland",NA,"22 de agosto de 1966","Dublín","/wiki/Dubl%C3%ADn",NA,NA,NA,NA,NA,NA,NA,"Ireland"
"Q1645792","Santiago Phelan","Santiago Phelan",NA,"31 de marzo de 1974","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,187,92,"3rd Row",NA,"Argentina"
"Q1648228","Carlos Ignacio Fernández Lobbe","Carlos Fernández Lobbe","Carlos Ignacio Fernández Lobbe","20 de noviembre de 1974","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,194,110,"2nd Row",NA,"Argentina"
"Q1649008","Federico Méndez","Federico Méndez",NA,"2 de agosto de 1972","Mendoza","/wiki/Mendoza_(Argentina)",NA,NA,NA,183,107,"Hooker",NA,"Argentina"
"Q1649199","Rolando Martín","Rolando Martin","Rolando Abel Martin","23 de septiembre de 1968","Maryland","/wiki/Maryland",NA,NA,NA,188,103,"3rd Row",NA,"U.S.A."
"Q1649587","Jake White","Jake White","Jacob Westerduin​","13 de diciembre de 1963","Johannesburgo","/wiki/Johannesburgo",NA,NA,NA,NA,NA,NA,NA,"South Africa"
"Q1650753","Diego Albanese","Diego Albanese","Diego Luis Albanese","17 de septiembre de 1973","Mar del Plata","/wiki/Mar_del_Plata",NA,NA,NA,172,80,"Winger",NA,"Argentina"
"Q1680577","James Hook","James Hook","James William Hook","27 de junio de 1985","Port Talbot","/wiki/Port_Talbot",NA,NA,NA,183,93,"Fly-Half; Winger; Centre; Fullback",NA,"Wales"
"Q1683939","Jason Leonard","Jason Leonard",NA,"14 de agosto de 1968","Barking y Dagenham","/wiki/Barking_y_Dagenham",NA,NA,NA,178,110,"Prop",NA,"England"
"Q1721469","Kaino Thomsen","Kaino Thomsen-Fuataga",NA,"12 de mayo de 1991","Faga'alu (",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q1747980","Lisandro Arbizu","Lisandro Arbizu",NA,"29 de septiembre de 1971","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,174,83,"Centre",NA,"Argentina"
"Q1768469","Rob Waddell","Robert Waddell","Robert Norman Waddell","7 de enero de 1975","Te Kuiti","/w/index.php?title=Te_Kuiti&action=edit&redlink=1",NA,NA,NA,NA,NA,NA,NA,NA
"Q1773628","Eddie Jones","Eddie Jones","Eddie M. Jones","30 de enero de 1960","Burnie","/wiki/Burnie",NA,NA,NA,172,80,"Hooker",NA,"Australia"
"Q1855981","Kevin Barry","Kevin Barry",NA,"20 de enero de 1902","Fleet Street","/w/index.php?title=Fleet_Street,_Dublin&action=edit&redlink=1","1 de noviembre de 1920","Prisión de Mountjoy","/wiki/Prisi%C3%B3n_de_Mountjoy",NA,NA,NA,NA,NA
"Q1896655","Rory Best","Rory Best",NA,"15 de agosto de 1982","Craigavon","/wiki/Craigavon",NA,NA,NA,180,110,"Hooker",NA,"Ireland"
"Q1909280","Matt Todd","Matt Todd","Matthew Brendon Todd","24 de marzo de 1988","Christchurch","/wiki/Christchurch",NA,NA,NA,186,105,"3rd Row",NA,"New Zealand"
"Q1984070","Mat Rogers","Mat Rogers","Mathew Steve Rogers","1 de febrero de 1976","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,182,87,"Fullback",NA,"Australia"
"Q1997696","Bismarck du Plessis","Bismarck du Plessis","Bismarck Wilhelm du Plessis","22 de mayo de 1984","Bethlehem,",NA,NA,NA,NA,189,114,"Hooker",NA,"South Africa"
"Q1999454","Tana Umaga","Tana Umaga","Jonathan Ionatana Falefasa Umaga","27 de mayo de 1973","Lower Hutt","/wiki/Lower_Hutt",NA,NA,NA,188,100,"Centre",NA,"New Zealand"
"Q2000145","Bobby Skinstad","Bobby Skinstad","Robert Brian Skinstad","3 de julio de 1976","Bulawayo","/wiki/Bulawayo",NA,NA,NA,193,105,"Number 8",NA,"Zimbabwe"
"Q2000155","Johann Muller","Johann Muller","Gysbert Johannes Muller","1 de junio de 1980","Mosselbaai","/wiki/Mosselbaai",NA,NA,NA,200,112,"2nd Row",NA,"South Africa"
"Q2014449","Rudolf Straeuli","Rudolf Straeuli","Rudolf August Wilkens Straeuli","20 de agosto de 1963","Pretoria","/wiki/Pretoria",NA,NA,NA,195,110,"Number 8",NA,"South Africa"
"Q2015500","Adrian Garvey","Adrian Garvey","Adrian Christopher Garvey","25 de junio de 1968","Bulawayo","/wiki/Bulawayo",NA,NA,NA,191,116,"Prop",NA,"Zimbabwe"
"Q2016678","Tommaso Benvenuti","Tommaso Benvenuti",NA,"12 de diciembre de 1990","Vittorio Veneto","/wiki/Vittorio_Veneto",NA,NA,NA,185,93,"Winger",NA,"Italy"
"Q2016688","Chiliboy Ralepelle","Chiliboy Ralepelle","Mahlatse Ralepelle","11 de septiembre de 1986","Limpopo","/wiki/Limpopo",NA,NA,NA,180,104,"Hooker",NA,"South Africa"
"Q2019466","Takudzwa Ngwenya","Takudzwa Ngwenya",NA,"22 de julio de 1985","Harare","/wiki/Harare",NA,NA,NA,178,85,"Winger",NA,"Zimbabwe"
"Q2021513","Rassie Erasmus","Rassie Erasmus","Johan C. Erasmus","5 de noviembre de 1972","Puerto Elizabeth","/wiki/Puerto_Elizabeth",NA,NA,NA,191,100,"3rd Row",NA,"South Africa"
"Q2036406","Martin Johnson","Martin Johnson","Martin Osborne Johnson","9 de marzo de 1970","Midlands Occidentales","/wiki/Midlands_Occidentales",NA,NA,NA,200,119,"2nd Row",NA,"England"
"Q2038034","Paul O'Connell","Paul O'Connell","Paul Jeremiah O'Connell","20 de octubre de 1979","Limerick","/wiki/Limerick",NA,NA,NA,198,112,"2nd Row",NA,"Ireland"
"Q2053152","Jerome Kaino","Jerome Kaino",NA,"6 de abril de 1983","Faga'alu","/w/index.php?title=Faga%27alu&action=edit&redlink=1",NA,NA,NA,196,109,"3rd Row; Number 8",NA,"American Samoa"
"Q2053942","Adriaan Richter","Adriaan Richter","Adriaanus Hendrikus Richter","10 de mayo de 1966","Roodepoort","/wiki/Roodepoort",NA,NA,NA,195,100,"Number 8",NA,"South Africa"
"Q2053950","Heinrich Brüssow","Heinrich Brüssow","Heinrich Wilhelm Brüssow","21 de julio de 1986","Bloemfontein","/wiki/Bloemfontein",NA,NA,NA,180,103,"3rd Row",NA,"South Africa"
"Q2053955","Gary Teichmann","Gary Teichmann","Gary Hamilton Teichmann","9 de enero de 1967","Gweru","/wiki/Gweru",NA,NA,NA,195,100,"Number 8",NA,"Zimbabwe"
"Q2053962","Francois Louw","Francois Louw","Louis-Francois Pickard Louw","15 de junio de 1985","Ciudad del Cabo","/wiki/Ciudad_del_Cabo",NA,NA,NA,190,114,"3rd Row",NA,"South Africa"
"Q2054018","Raphaël Lakafia","Rafaël Lakafia",NA,"8 de octubre de 1988","Tours","/wiki/Tours",NA,NA,NA,191,115,"Number 8",NA,NA
"Q2054824","Guy Novès","Guy Novès",NA,"5 de febrero de 1954","Toulouse","/wiki/Toulouse",NA,NA,NA,180,78,"3rd Row",NA,NA
"Q2054904","Jean-Marc Doussain","Jean-Marc Doussain",NA,"12 de febrero de 1991","Toulouse","/wiki/Toulouse",NA,NA,NA,174,85,"Fly-Half",NA,"France"
"Q2056300","Francois Hougaard","Francois Hougaard",NA,"6 de abril de 1988","Paarl","/wiki/Paarl",NA,NA,NA,181,94,"Scrum-Half",NA,"South Africa"
"Q2061836","Freddie Tuilagi","Freddie Tuilagi",NA,"9 de junio de 1971","Apia","/wiki/Apia",NA,NA,NA,180,101,"Centre",NA,"Samoa"
"Q2064248","Sekope Kepu","Sekope Kepu","Sekope Miami Kepu​","5 de febrero de 1986","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,188,125,"Prop",NA,"Australia"
"Q2066416","Tatafu Polota-Nau","Tatafu Polota-Nau","Sione 'Utukiveisini Tatafu Polota-Nau","26 de julio de 1985","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,185,115,"Hooker",NA,"Australia"
"Q2067610","Victor Matfield","Victor Matfield",NA,"11 de mayo de 1977","Polokwane","/wiki/Polokwane",NA,NA,NA,200,117,"2nd Row",NA,"South Africa"
"Q2069565","Rob Simmons","Rob Simmons","Robert A.  Simmons","19 de abril de 1989","Theodore (Queensland)","/w/index.php?title=Theodore_(Queensland)&action=edit&redlink=1",NA,NA,NA,200,115,"2nd Row",NA,"Australia"
"Q2074817","Kurtley Beale","Kurtley Beale","Kurtley James Beale","6 de enero de 1989","Blacktown","/wiki/Blacktown",NA,NA,NA,183,90,"Centre",NA,"Australia"
"Q2074930","Luke Burgess","Luke Burgess",NA,"20 de agosto de 1983","Newcastle","/wiki/Newcastle_(Australia)",NA,NA,NA,179,89,"Scrum-Half",NA,"Australia"
"Q2080001","Rob Horne","Rob Horne","Robert George Horne","15 de agosto de 1989","Sídney","/wiki/S%C3%ADdney",NA,NA,NA,186,92,"Winger",NA,"Australia"
"Q2080039","Anthony Fainga'a","Anthony Fainga'a","Anthony S. Fainga'a","2 de febrero de 1987","Queanbeyan","/wiki/Queanbeyan",NA,NA,NA,182,92,"Centre",NA,"Australia"
"Q2080642","Mamuka Gorgodze","Mamuka Gorgodze",NA,"14 de julio de 1984","Tiflis","/wiki/Tiflis",NA,NA,NA,196,119,"3rd Row; 2nd Row; Number 8",NA,"Georgia"
"Q2082391","Pat McCabe","Pat McCabe","Patrick Joseph McCabe","21 de marzo de 1988","Manly","/wiki/Manly",NA,NA,NA,186,92,"Centre",NA,"Australia"
"Q2084110","Nicholas Phipps","Nick Phipps","Nicholas James Phipps","9 de enero de 1989","Baulkham Hills","/w/index.php?title=Baulkham_Hills&action=edit&redlink=1",NA,NA,NA,180,87,"Scrum-Half",NA,"Australia"
"Q2117766","Álvaro Galindo","Álvaro Galindo",NA,"26 de febrero de 1982","San Miguel de Tucumán","/wiki/San_Miguel_de_Tucum%C3%A1n",NA,NA,NA,193,102,"3rd Row",NA,"Argentina"
"Q2149806","Richard Hibbard","Richard Hibbard","Richard Martin Hibbard","13 de diciembre de 1983","Neath","/wiki/Neath",NA,NA,NA,183,114,"Hooker",NA,"Wales"
"Q2164605","Jean Collas","Jean Collas",NA,"3 de julio de 1874","IV Distrito de París","/wiki/IV_distrito_de_Par%C3%ADs","30 de diciembre de 1928","Asnières-sur-Seine","/wiki/Asni%C3%A8res-sur-Seine",NA,NA,NA,NA,"France"
"Q2182964","Maxime Médard","Maxime Médard",NA,"16 de noviembre de 1986","Toulouse","/wiki/Toulouse",NA,NA,NA,180,89,"Fullback",NA,"France"
"Q2203638","James O'Connor","James O'Connor",NA,"5 de julio de 1990","Gold Coast","/wiki/Gold_Coast_(Australia)",NA,NA,NA,180,88,"Fly-Half; Fullback; Centre; Winger",NA,"Australia"
"Q2244780","James Slipper","James Slipper","James A. Slipper","6 de junio de 1989","Gold Coast, Queensland","/wiki/Gold_Coast_(Australia)",NA,NA,NA,185,117,"Prop",NA,"Australia"
"Q2249503","Keven Mealamu","Keven Mealamu","Keven Filipo Mealamu","20 de marzo de 1979","Tokoroa","/w/index.php?title=Tokoroa&action=edit&redlink=1",NA,NA,NA,181,111,"Hooker",NA,"New Zealand"
"Q2250641","Sean Lamont","Sean Lamont","Sean Fergus Lamont","15 de enero de 1981","Perth","/wiki/Perth_(Escocia)",NA,NA,NA,188,100,"Winger",NA,"Scotland"
"Q2251158","Bernard Laporte","Bernard Laporte",NA,"1 de julio de 1964","Rodez","/wiki/Rodez",NA,NA,NA,184,89,"Scrum-Half",NA,NA
"Q2272950","Joel Stransky","Joel Stransky","Joel Theodore Stransky","16 de julio de 1967","Pietermaritzburg","/wiki/Pietermaritzburg",NA,NA,NA,179,84,"Fly-Half",NA,"South Africa"
"Q2278053","Sylvain Marconnet","Sylvain Marconnet",NA,"8 de abril de 1976","Givors","/wiki/Givors",NA,NA,NA,183,112,"Prop",NA,"France"
"Q2278517","Ben Cohen","Ben Cohen","Benjamin Christopher Cohen","14 de septiembre de 1978","Northampton","/wiki/Northampton",NA,NA,NA,188,103,"Winger",NA,"England"
"Q2280214","Julien Bonnaire","Julien Bonnaire",NA,"20 de septiembre de 1978","Bourgoin-Jallieu","/wiki/Bourgoin-Jallieu",NA,NA,NA,193,100,"3rd Row",NA,"France"
"Q2280233","Gonzalo Canale","Gonzalo Canale","Gonzalo Javier Canale","11 de noviembre de 1982","Córdoba","/wiki/C%C3%B3rdoba_(Argentina)",NA,NA,NA,180,90,"Centre",NA,"Argentina"
"Q2282348","Andrea Lo Cicero","Andrea Lo Cicero","Andrea Lo Cicero Vaina","7 de mayo de 1976","Catania","/wiki/Catania",NA,NA,NA,186,112,"Prop",NA,"Italy"
"Q2282931","Chester Williams","Chester Williams","Chester Mornay Williams","8 de agosto de 1970","Provincia Occidental del Cabo","/wiki/Provincia_Occidental_del_Cabo","6 de septiembre de 2019","Ciudad del Cabo","/wiki/Ciudad_del_Cabo",174,84,"Winger",NA,"South Africa"
"Q2296866","Alesana Tuilagi","Alesana Tuilagi",NA,"24 de febrero de 1981","Fogapoa","/w/index.php?title=Fogapoa&action=edit&redlink=1",NA,NA,NA,190,124,"3rd Row",NA,"Samoa"
"Q2303583","Rocky Elsom","Rocky Elsom","Rocky Dan Elsom","14 de febrero de 1983","Melbourne","/wiki/Melbourne",NA,NA,NA,197,112,"3rd Row",NA,"Australia"
"Q2303942","Martin Bayfield","Martin Bayfield",NA,"21 de diciembre de 1966","Bedford","/wiki/Bedford",NA,NA,NA,208,121,"2nd Row",NA,NA
"Q2309883","James Small","James Small","James Terence Small","10 de febrero de 1969","Ciudad del Cabo","/wiki/Ciudad_del_Cabo","10 de julio de 2019","Johannesburgo","/wiki/Johannesburgo",183,93,"Winger",NA,"South Africa"
"Q2313220","Federico Martín Aramburú","Federico Martín Aramburú",NA,"20 de enero de 1980","La Plata","/wiki/La_Plata","19 de marzo de 2022","París","/wiki/Par%C3%ADs",NA,NA,NA,NA,"Argentina; France"
"Q2314505","Bernard Lapasset","Bernard Lapasset",NA,"20 de octubre de 1947",NA,NA,"3 de mayo de 2023","Louit","/wiki/Louit",NA,NA,"2nd Row",NA,NA
"Q2314755","Alexander Obolensky","Alexander Obolensky","Alexander Sergeevich Obolensky","17 de febrero de 1916","Petrogrado","/wiki/San_Petersburgo","29 de marzo de 1940","RAF Martlesham Heath (",NA,175,80,"Winger",NA,"Russia"
"Q2333026","Lionel Beauxis","Lionel Beauxis",NA,"24 de octubre de 1985","Tarbes","/wiki/Tarbes",NA,NA,NA,180,86,"Fly-Half",NA,"France"
"Q2333694","Rimas Álvarez Kairelis","Rimas Álvarez","Rimas Esteban Álvarez Kairelis","22 de julio de 1974","Quilmes","/wiki/Partido_de_Quilmes",NA,NA,NA,197,107,"2nd Row",NA,"Argentina"
"Q2334843","Fabien Galthié","Fabien Galthié",NA,"20 de marzo de 1969","Cahors","/wiki/Cahors",NA,NA,NA,175,84,"Scrum-Half",NA,"France"
"Q2342037","Marc Lièvremont","Marc Lièvremont",NA,"28 de octubre de 1968","Dakar","/wiki/Dakar",NA,NA,NA,183,92,"3rd Row",NA,"Senegal"
"Q2342896","Kenzo Suzuki","Kenzo Suzuki",NA,"25 de julio de 1974","Aichi, Japón","/wiki/Aichi,_Jap%C3%B3n",NA,NA,NA,NA,118,NA,NA,NA
"Q2346730","Davit Zirakashvili","Giorgi Nemsadze",NA,"20 de septiembre de 1983","Rustavi","/wiki/Rustavi",NA,NA,NA,179,120,"Prop",NA,"U.S.S.R."
"Q2359466","Guilhem Guirado","Guilhem Guirado",NA,"17 de junio de 1986","Céret","/wiki/C%C3%A9ret",NA,NA,NA,183,105,"Hooker",NA,"France"
"Q2362012","Thomas Domingo","Thomas Domingo",NA,"20 de agosto de 1985","Tulle","/wiki/Tulle",NA,NA,NA,173,107,"Prop",NA,NA
"Q2371608","Tusi Pisi","Tusi Pisi","Tusiata Pisi","18 de junio de 1982","Apia","/wiki/Apia",NA,NA,NA,183,93,"Fly-Half",NA,"Samoa"
"Q2374727","Roger Ripol Fortuny","Roger Ripol","Roger Ripol Fortuny","20 de septiembre de 1978","Barcelona","/wiki/Barcelona",NA,NA,NA,175,95,"Hooker",NA,NA
"Q2375090","Colin McKenzie","Colin McKenzie","J. Colin McKenzie","24 de noviembre de 1964","Vancouver","/wiki/Vancouver",NA,NA,NA,185,104,"Number 8",NA,"Canada"
"Q2377378","Courtney Lawes","Courtney Lawes",NA,"23 de febrero de 1989","Hackney","/wiki/Hackney",NA,NA,NA,200,118,"2nd Row",NA,"England"
"Q2386451","Robert Monier","Robert Monier",NA,"20 de febrero de 1885","Burdeos","/wiki/Burdeos","6 de diciembre de 1944","Burdeos","/wiki/Burdeos",NA,NA,NA,NA,NA
"Q2397187","Horacio Agulla","Horacio Agulla",NA,"22 de octubre de 1984","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,181,92,"Winger",NA,"Argentina"
"Q2401959","Martín Scelzo","Martín Scelzo","Martín Alejandro Scelzo","5 de febrero de 1976","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,190,126,"Prop",NA,"Argentina"
"Q2411645","Juan Lanza","Juan Lanza",NA,"7 de junio de 1963","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,NA,NA,"Winger",NA,"Argentina"
"Q2420452","Dean Richards","Dean Richards",NA,"11 de julio de 1963","Nuneaton","/wiki/Nuneaton",NA,NA,NA,191,120,"Number 8",NA,"England"
"Q2421605","Jo Maso","Jo Maso","Joseph Maso","27 de diciembre de 1944","Toulouse","/wiki/Toulouse",NA,NA,NA,178,80,"Centre",NA,"France"
"Q2442574","Tony Gray","Tony Gray","Anthony John Gray","14 de junio de 1942","Stoke-on-Trent","/wiki/Stoke-on-Trent",NA,NA,NA,180,90,"3rd Row",NA,"United Kingdom"
"Q2464963","Morgan Parra","Morgan Parra",NA,"15 de noviembre de 1988","Metz","/wiki/Metz",NA,NA,NA,180,77,"Scrum-Half",NA,"France"
"Q2469802","Arnold Watson Hutton","Arnold Watson Hutton","Arnold Pencliff Watson Hutton","20 de agosto de 1886","Buenos Aires","/wiki/Buenos_Aires","29 de julio de 1951","Buenos Aires","/wiki/Buenos_Aires",NA,NA,"Forward",NA,NA
"Q2480198","Jacques Brunel","Jacques Brunel",NA,"14 de enero de 1954","Courrensan","/wiki/Courrensan",NA,NA,NA,173,83,"Fullback",NA,"France"
"Q2481789","Sonny Bill Williams","Sonny Bill Williams","Sonny William Williams","3 de agosto de 1985","Auckland","/wiki/Auckland",NA,NA,NA,191,108,"Centre",NA,"New Zealand"
"Q2524252","Carlos Deltour","Carlos Deltour",NA,"8 de abril de 1864","Guadalajara","/wiki/Guadalajara_(M%C3%A9xico)","29 de mayo de 1920","Cambo-les-Bains","/wiki/Cambo-les-Bains",NA,NA,NA,NA,NA
"Q2557424","Steve Hansen","Steve Hansen","Stephen William Hansen","7 de mayo de 1959","Dunedin","/wiki/Dunedin",NA,NA,NA,NA,92,"Centre",NA,"New Zealand"
"Q2568753","Ruan Pienaar","Ruan Pienaar",NA,"10 de marzo de 1984","Bloemfontein","/wiki/Bloemfontein",NA,NA,NA,187,90,"Scrum-Half",NA,"South Africa"
"Q2578953","William Hirigoyen","William Hirigoyen","William Gayraud-Hirigoyen","1 de mayo de 1898","Laroque-Timbaut","/wiki/Laroque-Timbaut","9 de diciembre de 1962","París","/wiki/Par%C3%ADs",NA,NA,NA,NA,NA
"Q2607117","Mario Ledesma","Mario Ledesma","Mario Ezequiel Ledesma Arocena","17 de mayo de 1973","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,183,110,"Hooker",NA,"Argentina"
"Q2608846","Dimitri Yachvili","Dimitri Yachvili",NA,"19 de septiembre de 1980","Brive","/wiki/Brive",NA,NA,NA,182,83,"Scrum-Half",NA,"France"
"Q2693545","Jim Stynes","Jim Stynes",NA,"23 de abril de 1966","Dublín","/wiki/Dubl%C3%ADn","20 de marzo de 2012","St Kilda (",NA,NA,NA,NA,NA,"Ireland"
"Q2735105","François Trinh-Duc","François Trinh-Duc",NA,"11 de noviembre de 1986","Montpellier","/wiki/Montpellier",NA,NA,NA,184,85,"Fly-Half",NA,"France"
"Q2738926","Damien Traille","Damien Traille",NA,"12 de junio de 1979","Pau","/wiki/Pau_(Pirineos_Atl%C3%A1nticos)",NA,NA,NA,192,90,"Centre",NA,"France"
"Q2739194","Aurélien Rougerie","Aurélien Rougerie",NA,"26 de septiembre de 1980","Beaumont","/wiki/Beaumont_(Puy-de-D%C3%B4me)",NA,NA,NA,193,103,"Centre",NA,"France"
"Q2742643","Merab Kvirikashvili","Merab Kvirikashvili",NA,"27 de diciembre de 1983","Tiflis","/wiki/Tiflis",NA,NA,NA,177,80,"Fly-Half; Scrum-Half",NA,"Georgia"
"Q2755519","Nigel Walker","Nigel Walker",NA,"14 de mayo de 1957","Inglaterra","/wiki/Inglaterra",NA,NA,NA,180,76,"3rd Row",NA,NA
"Q2777809","David Pocock","David Pocock",NA,"23 de abril de 1988","Gweru","/wiki/Gweru",NA,NA,NA,183,103,"3rd Row; Number 8",NA,"Zimbabwe"
"Q2779131","Danie Gerber","Danie Gerber","Daniël Mattheus Gerber","14 de abril de 1958","Puerto Elizabeth","/wiki/Puerto_Elizabeth",NA,NA,NA,183,91,"Centre",NA,"South Africa"
"Q2784728","Patricio Noriega","Patricio Noriega","Ernesto Patricio Noriega","22 de octubre de 1971","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,185,117,"Prop",NA,"Argentina"
"Q2820032","Aaron Carpenter","Aaron Carpenter",NA,"9 de enero de 1983","Brantford","/wiki/Brantford",NA,NA,NA,183,109,"Flanker; Number 8; Hooker",NA,"Canada"
"Q2825031","Adrian Hadley","Adrian Hadley","Adrian Michael Hadley","1 de marzo de 1963","Cardiff","/wiki/Cardiff",NA,NA,NA,188,85,"Winger",NA,"Wales"
"Q2825034","Adrian Lungu","Adrian Lungu",NA,"5 de septiembre de 1960","Năvodari","/wiki/N%C4%83vodari",NA,NA,NA,185,90,"Centre",NA,"Romania"
"Q2827350","Agustín Creevy","Agustín Creevy",NA,"15 de marzo de 1985","La Plata","/wiki/La_Plata",NA,NA,NA,NA,NA,"Hooker; 3rd Row",NA,"Argentina"
"Q2827355","Agustín Gosio","Agustín Gosio","Agustín Oscar Gosio","17 de marzo de 1983","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,178,85,"Winger",NA,"Argentina"
"Q2829311","Al Charron","Al Charron",NA,"27 de julio de 1966","Ottawa","/wiki/Ottawa",NA,NA,NA,195,123,"2nd Row",NA,"Canada"
"Q2830046","Alain Lorieux","Alain Lorieux",NA,"26 de marzo de 1956","La Tronche","/wiki/La_Tronche",NA,NA,NA,196,109,"2nd Row",NA,"France"
"Q2830572","Alan Phillips","Alan Phillips","Alan John Phillips","21 de agosto de 1954","Bridgend","/wiki/Bridgend",NA,NA,NA,180,100,"Hooker",NA,"Wales"
"Q2830602","Alan Tait","Alan Tait","Alan Victor Tait","2 de julio de 1964","Scottish Borders","/wiki/Scottish_Borders",NA,NA,NA,178,85,"Centre",NA,"Scotland"
"Q2830613","Alan Whetton","Alan Whetton","Alan James Whetton","15 de diciembre de 1959","Auckland","/wiki/Auckland",NA,NA,NA,193,100,"3rd Row",NA,"New Zealand"
"Q2831024","Albert Cazenave","Albert Cazenave",NA,"7 de marzo de 1902","Nay (Pirineos Atlánticos)","/wiki/Nay_(Pirineos_Atl%C3%A1nticos)","30 de agosto de 1982","Nay (Pirineos Atlánticos)","/wiki/Nay_(Pirineos_Atl%C3%A1nticos)",NA,NA,"Flanker",NA,NA
"Q2831618","Albert van den Berg","Albert van den Berg","Philippus Albertus van den Berg","26 de enero de 1974","Tswelopele","/w/index.php?title=Tswelopele&action=edit&redlink=1",NA,NA,NA,200,107,"2nd Row",NA,"South Africa"
"Q2831847","Alberto Vernet Basualdo","A. Vernet Basualdo","Alberto Vernet Basualdo","8 de junio de 1982","Lincoln, Buenos Aires","/w/index.php?title=Lincoln,_Buenos_Aires&action=edit&redlink=1",NA,NA,NA,180,109,"Hooker",NA,"Argentina"
"Q2832428","Alejandro Campos","Alejandro Campos","Alejandro Tomás Campos","21 de abril de 1983","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,190,107,"3rd Row",NA,"Argentina"
"Q2832832","Alessandro Zanni","Alessandro Zanni",NA,"31 de enero de 1984","Údine","/wiki/%C3%9Adine",NA,NA,NA,193,110,"Flanker",NA,"Italy"
"Q2832924","Alex Corbisiero","Alex Corbisiero","Alexander Richard Corbisiero","30 de agosto de 1988","Nueva York","/wiki/Nueva_York",NA,NA,NA,187,124,"Prop",NA,NA
"Q2833670","Alexandre Flanquart","Alexandre Flanquart",NA,"9 de octubre de 1989","Cambrai","/wiki/Cambrai",NA,NA,NA,200,120,"2nd Row",NA,"France"
"Q2833989","Alexandre Péclier","Alexandre Péclier",NA,"26 de enero de 1975","Villefranche-sur-Saône","/wiki/Villefranche-sur-Sa%C3%B4ne",NA,NA,NA,183,89,"Fullback",NA,"France"
"Q2835607","Alfredo Lalanne","Alfredo Lalanne",NA,"3 de marzo de 1983","Buenos Aires","/wiki/Buenos_Aires",NA,NA,NA,170,75,"Scrum-Half",NA,"Argentina"
"Q2837717","Allan Hewson","Allan Hewson","Allan Roy Hewson","6 de junio de 1954","Lower Hutt","/wiki/Lower_Hutt",NA,NA,NA,180,83,"Fullback",NA,"New Zealand"
"Q2839205","Aloisio Butonidualevu","Aloisio Butonidualevu",NA,"21 de octubre de 1983","Suva","/wiki/Suva","7 de noviembre de 2023",NA,NA,184,NA,"Centre",NA,"Fiji"
"Q2841072","Oriol Ripol","Oriol Ripol","Oriol Ripol Fortuny","6 de septiembre de 1975","Barcelona","/wiki/Barcelona",NA,NA,NA,173,84,"3rd Row",NA,NA
