"origWdId","origName","wiki_name","wpPage","stintType","timePeriod","teamName","teamWP","matchesPlayed","pointsScored","startYear","endYear"
"Q3486316","Skipper Badenhorst","Skipper Badenhorst","Skipper_Badenhorst","senior_club","NA-NA","sharks","Sharks_(Currie_Cup)",20,0,NA,NA
"Q3486316","Skipper Badenhorst","Skipper Badenhorst","Skipper_Badenhorst","senior_club","NA-NA","cheetahs","Cheetahs_(rugby_union)",0,0,NA,NA
"Q3486316","Skipper Badenhorst","Skipper Badenhorst","Skipper_Badenhorst","senior_club","NA-NA","bulls","Bulls_(rugby_union)",2,0,NA,NA
"Q3486316","Skipper Badenhorst","Skipper Badenhorst","Skipper_Badenhorst","international","2007-2007","namibia","Namibia_national_rugby_union_team",2,0,"2007","2007"
"Q110623807","Jordan Chait","Jordan Chait","Jordan_Chait","amateur","2019-2019","maties",NA,9,125,"2019","2019"
"Q110623807","Jordan Chait","Jordan Chait","Jordan_Chait","senior_club","2021-2022","sharks","Sharks_(rugby_union)",0,0,"2021","2022"
"Q110623807","Jordan Chait","Jordan Chait","Jordan_Chait","senior_club","2021-","tel aviv heat",NA,18,163,"2021",NA
"Q110623807","Jordan Chait","Jordan Chait","Jordan_Chait","senior_club","2021-2022","sharks (currie cup)","Sharks_(Currie_Cup)",3,13,"2021","2022"
"Q110623807","Jordan Chait","Jordan Chait","Jordan_Chait","senior_club","2023-","seattle seawolves",NA,9,77,"2023",NA
"Q3487208","Kenneth Svenson","Kenneth Svenson","Kenneth_Svenson","senior_club","1918-1920","wanganui","Whanganui_Rugby_Football_Union",0,0,"1918","1920"
"Q3487208","Kenneth Svenson","Kenneth Svenson","Kenneth_Svenson","senior_club","1921-1922","buller","Buller_Rugby_Football_Union",0,0,"1921","1922"
"Q3487208","Kenneth Svenson","Kenneth Svenson","Kenneth_Svenson","senior_club","1923-1927","wellington","Wellington_Rugby_Football_Union",0,0,"1923","1927"
"Q3487208","Kenneth Svenson","Kenneth Svenson","Kenneth_Svenson","senior_club","1932-1933","marlborough","Marlborough_Rugby_Union",3,0,"1932","1933"
"Q3487208","Kenneth Svenson","Kenneth Svenson","Kenneth_Svenson","international","1922-1926","new zealand","New_Zealand_national_rugby_union_team",4,12,"1922","1926"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","senior_club","2001-2005","auckland","Auckland_Rugby_Union",4,0,"2001","2005"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","senior_club","2004-2004","bedford blues","Bedford_Blues",1,5,"2004","2004"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","senior_club","2006-2013","northampton saints","Northampton_Saints",184,115,"2006","2013"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","senior_club","2013-2014","racing métro","Racing_92",14,0,"2013","2014"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","senior_club","2014-2016","oyonnax","Oyonnax_Rugby",28,10,"2014","2016"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","senior_club","2016-2018","bristol rugby","Bristol_Bears",20,10,"2016","2018"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","senior_club","2018-2020","ampthill rufc","Ampthill_RUFC",0,0,"2018","2020"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","senior_club","2020-2022","chinnor","Chinnor_R.F.C.",0,0,"2020","2022"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","senior_club","2022-","banbury","Banbury",0,0,"2022",NA
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","international","2001-2001","new zealand u19","New_Zealand_national_under-19_rugby_union_team",0,0,"2001","2001"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","international","2003-2003","new zealand u21","New_Zealand_national_under-21_rugby_union_team",0,0,"2003","2003"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","international","2004-2004","pacific islanders","Pacific_Islanders_rugby_union_team",3,0,"2004","2004"
"Q3487294","Soane Tonga'uiha","Soane Tonga'uiha","Soane_Tonga%CA%BBuiha","international","2004-2015","tonga","Tonga",18,5,"2004","2015"
"Q348855","Pat Sanderson","Pat Sanderson","Pat_Sanderson","senior_club","2004-2011","worcester","Worcester_Warriors",104,75,"2004","2011"
"Q348855","Pat Sanderson","Pat Sanderson","Pat_Sanderson","senior_club","1999-2004","harlequins","Harlequin_F.C.",65,50,"1999","2004"
"Q348855","Pat Sanderson","Pat Sanderson","Pat_Sanderson","senior_club","1997-1998","sale","Sale_Sharks",37,35,"1997","1998"
"Q348855","Pat Sanderson","Pat Sanderson","Pat_Sanderson","international","1998-2007","england","England_national_rugby_union_team",16,5,"1998","2007"
"Q348867","Ian Kirkpatrick","Ian Kirkpatrick","Ian_Kirkpatrick","senior_club","1966-1966","poverty bay","Poverty_Bay_Rugby_Football_Union",82,0,"1970","1979"
"Q348867","Ian Kirkpatrick","Ian Kirkpatrick","Ian_Kirkpatrick","senior_club","1970-1979","poverty bay","Poverty_Bay_Rugby_Football_Union",82,0,"1970","1979"
"Q348867","Ian Kirkpatrick","Ian Kirkpatrick","Ian_Kirkpatrick","senior_club","1967-1969","canterbury","Canterbury_Rugby_Football_Union",33,0,"1967","1969"
"Q348867","Ian Kirkpatrick","Ian Kirkpatrick","Ian_Kirkpatrick","international","1967-1977","new zealand","New_Zealand_national_rugby_union_team",39,57,"1967","1977"
"Q3488842","Sofiane Guitoune","Sofiane Guitoune","Sofiane_Guitoune","senior_club","2007-2010","agen","SU_Agen_Lot-et-Garonne",42,25,"2007","2010"
"Q3488842","Sofiane Guitoune","Sofiane Guitoune","Sofiane_Guitoune","senior_club","2010-2012","albi","SC_Albi",56,83,"2010","2012"
"Q3488842","Sofiane Guitoune","Sofiane Guitoune","Sofiane_Guitoune","senior_club","2012-2014","perpignan","USA_Perpignan",22,50,"2012","2014"
"Q3488842","Sofiane Guitoune","Sofiane Guitoune","Sofiane_Guitoune","senior_club","2014-2016","bordeaux-bègles","Union_Bordeaux_B%C3%A8gles",33,40,"2014","2016"
"Q3488842","Sofiane Guitoune","Sofiane Guitoune","Sofiane_Guitoune","senior_club","2016-","toulouse","Stade_Toulousain",101,130,"2016",NA
"Q3488842","Sofiane Guitoune","Sofiane Guitoune","Sofiane_Guitoune","international","2013-","france","France_national_rugby_union_team",9,15,"2013",NA
"Q3489527","Solly Tyibilika","Solly Tyibilika","Solly_Tyibilika","amateur","2011-2011","hamilton sea point rfc",NA,0,0,"2011","2011"
"Q3489527","Solly Tyibilika","Solly Tyibilika","Solly_Tyibilika","amateur","2003-2006","natal university","University_of_Natal",0,0,"2003","2006"
"Q3489527","Solly Tyibilika","Solly Tyibilika","Solly_Tyibilika","senior_club","2003-2006","sharks (currie cup)","Sharks_(Currie_Cup)",0,0,"2003","2006"
"Q3489527","Solly Tyibilika","Solly Tyibilika","Solly_Tyibilika","international","2004-2006","south africa","South_Africa_national_rugby_union_team",8,15,"2004","2006"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","senior_club","2005-2011","hawke's bay","Hawke%27s_Bay_(National_Provincial_Championship)",64,90,"2020","2020"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","senior_club","2020-2020","hawke's bay","Hawke%27s_Bay_(National_Provincial_Championship)",64,90,"2020","2020"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","senior_club","2009-2012","chiefs","Chiefs_(Super_Rugby)",52,75,"2009","2012"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","senior_club","2012-2014","perpignan","USA_Perpignan",52,20,"2012","2014"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","senior_club","2014-2015","racing métro","Racing_92",0,0,"2014","2015"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","senior_club","2015-2018","grenoble","FC_Grenoble_Rugby",70,70,"2015","2018"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","senior_club","2018-2020","provence","Provence_Rugby",31,15,"2018","2020"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","international","2011-2015","tonga","Tonga",21,20,"2021","2021"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","international","2021-2021","tonga","Tonga",21,20,"2021","2021"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","international","2014-2014","barbarian f.c.","Barbarian_F.C.",1,0,"2014","2014"
"Q3490044","Sona Taumalolo","Sona Taumalolo","Sona_Taumalolo","international","2014-2014","world xv","World_XV",1,0,"2014","2014"
"Q110627523","Will Wand","Will Wand","Will_Wand","senior_club","2021-2022","cambridge","Cambridge_R.U.F.C.",20,35,"2021","2022"
"Q110627523","Will Wand","Will Wand","Will_Wand","senior_club","2022-2024","coventry","Coventry_R.F.C.",42,85,"2022","2024"
"Q110627523","Will Wand","Will Wand","Will_Wand","senior_club","2024-","leicester tigers","Leicester_Tigers",11,35,"2024",NA
"Q3490651","Sonny Parker","Sonny Parker","Sonny_Parker_(rugby_union)","senior_club","2012-","london welsh","London_Welsh_RFC",74,95,"2012",NA
"Q3490651","Sonny Parker","Sonny Parker","Sonny_Parker_(rugby_union)","senior_club","2004-2012","ospreys","Ospreys_(rugby_union)",0,0,"2004","2012"
"Q3490651","Sonny Parker","Sonny Parker","Sonny_Parker_(rugby_union)","international","2002-2008","wales","Wales_national_rugby_union_team",31,30,"2002","2008"
"Q3491217","Sorin Socol","Sorin Socol","Sorin_Socol","senior_club","2010-2012","fc lourdes","FC_Lourdes",0,0,"2010","2012"
"Q3491217","Sorin Socol","Sorin Socol","Sorin_Socol","senior_club","2009-2010","fc oloron",NA,0,0,"2009","2010"
"Q3491217","Sorin Socol","Sorin Socol","Sorin_Socol","senior_club","2007-2009","pau","Section_Paloise",0,0,"2007","2009"
"Q3491217","Sorin Socol","Sorin Socol","Sorin_Socol","senior_club","2003-2007","agen","SU_Agen_Lot-et-Garonne",0,0,"2003","2007"
"Q3491217","Sorin Socol","Sorin Socol","Sorin_Socol","senior_club","1996-2003","brive","CA_Brive",0,0,"1996","2003"
"Q3491217","Sorin Socol","Sorin Socol","Sorin_Socol","international","2001-2011","romania","Romania_national_rugby_union_team",61,40,"2001","2011"
"Q3491328","Sosene Anesi","Sosene Anesi","Sosene_Anesi","senior_club","2003-2010","waikato","Waikato_Rugby_Union",91,165,"2003","2010"
"Q3491328","Sosene Anesi","Sosene Anesi","Sosene_Anesi","senior_club","2005-2009","chiefs","Chiefs_(Super_Rugby)",41,60,"2005","2009"
"Q3491328","Sosene Anesi","Sosene Anesi","Sosene_Anesi","senior_club","2010-2011","waratahs","New_South_Wales_Waratahs",21,15,"2010","2011"
"Q3491328","Sosene Anesi","Sosene Anesi","Sosene_Anesi","senior_club","2011-2012","ntt shining arcs","Urayasu_D-Rocks",8,10,"2011","2012"
"Q3491328","Sosene Anesi","Sosene Anesi","Sosene_Anesi","senior_club","2013-2013","parramatta two blues","Western_Sydney_Two_Blues",8,15,"2013","2013"
"Q3491328","Sosene Anesi","Sosene Anesi","Sosene_Anesi","senior_club","2014-2016","timișoara saracens","SCM_USV_Timi%C8%99oara",12,5,"2014","2016"
"Q3491328","Sosene Anesi","Sosene Anesi","Sosene_Anesi","international","2005-2005","new zealand","New_Zealand_national_rugby_union_team",1,0,"2005","2005"
"Q3491328","Sosene Anesi","Sosene Anesi","Sosene_Anesi","international","2005-2006","junior all blacks","All_Blacks_XV",6,0,"2005","2006"
"Q3491328","Sosene Anesi","Sosene Anesi","Sosene_Anesi","international","2008-2008","barbarian f.c.","Barbarian_F.C.",1,0,"2008","2008"
"Q3495444","Stack Stevens","Stack Stevens","Stack_Stevens","amateur","NA-NA","harlequins","Harlequin_F.C.",0,0,NA,NA
"Q3495444","Stack Stevens","Stack Stevens","Stack_Stevens","amateur","NA-NA","cornwall","Rugby_union_in_Cornwall",0,0,NA,NA
"Q3495444","Stack Stevens","Stack Stevens","Stack_Stevens","international","1969-1975","england","England_national_rugby_union_team",25,0,"1969","1975"
"Q3495444","Stack Stevens","Stack Stevens","Stack_Stevens","international","1971-1971","british lions","British_%26_Irish_Lions",0,0,"1971","1971"
"Q3496500","Stan McKeen","Stan McKeen","Stan_McKeen","international","2004-2007","canada","Canada_national_rugby_union_team",20,0,"2004","2007"
"Q3496517","Stan Wright","Stan Wright","Stan_Wright_(rugby_union)","senior_club","2015-2016","oyonnax","Oyonnax_Rugby",14,0,"2015","2016"
"Q3496517","Stan Wright","Stan Wright","Stan_Wright_(rugby_union)","senior_club","2013-2015","rc narbonne","RC_Narbonne",54,25,"2013","2015"
"Q3496517","Stan Wright","Stan Wright","Stan_Wright_(rugby_union)","senior_club","2011-2013","stade français","Stade_Fran%C3%A7ais",57,0,"2011","2013"
"Q3496517","Stan Wright","Stan Wright","Stan_Wright_(rugby_union)","senior_club","2006-2011","leinster","Leinster_Rugby",94,5,"2006","2011"
"Q3496517","Stan Wright","Stan Wright","Stan_Wright_(rugby_union)","senior_club","2006-2006","blues","Blues_(Super_Rugby)",0,0,"2006","2006"
"Q3496517","Stan Wright","Stan Wright","Stan_Wright_(rugby_union)","senior_club","2000-2006","northland","Northland_Rugby_Union",61,5,"2000","2006"
"Q3496517","Stan Wright","Stan Wright","Stan_Wright_(rugby_union)","senior_club","1999-2000","ystradgynlais","Ystradgynlais_RFC",0,0,"1999","2000"
"Q3496829","Stanley Hodgson","Stanley Hodgson","Stan_Hodgson","amateur","NA-NA","durham city rfc","Durham_City_RFC",0,0,NA,NA
"Q3496829","Stanley Hodgson","Stanley Hodgson","Stan_Hodgson","international","1960-1964","england","England_national_rugby_union_team",11,0,"1960","1964"
"Q110634846","Kevin Flynn","Kevin Flynn","Kevin_Flynn_(rugby_union)","international","1959-1973","ireland","Ireland_national_rugby_union_team",22,0,"1959","1973"
"Q3498028","Steffon Armitage","Steffon Armitage","Steffon_Armitage","senior_club","2004-2006","saracens","Saracens_F.C.",5,15,"2004","2006"
"Q3498028","Steffon Armitage","Steffon Armitage","Steffon_Armitage","senior_club","2006-2011","london irish","London_Irish",136,128,"2006","2011"
"Q3498028","Steffon Armitage","Steffon Armitage","Steffon_Armitage","senior_club","2011-2016","toulon","RC_Toulon",161,170,"2011","2016"
"Q3498028","Steffon Armitage","Steffon Armitage","Steffon_Armitage","senior_club","2016-2019","pau","Section_Paloise",62,25,"2016","2019"
"Q3498028","Steffon Armitage","Steffon Armitage","Steffon_Armitage","senior_club","2019-2022","biarritz","Biarritz_Olympique",73,35,"2019","2022"
"Q3498028","Steffon Armitage","Steffon Armitage","Steffon_Armitage","senior_club","2022-","nice","Rugby_Nice_C%C3%B4te_d%27Azur_Universit%C3%A9-Racing",20,15,"2022",NA
"Q3498028","Steffon Armitage","Steffon Armitage","Steffon_Armitage","international","2008-2008","england a","England_A_national_rugby_union_team",0,0,"2008","2008"
"Q3498028","Steffon Armitage","Steffon Armitage","Steffon_Armitage","international","2009-2010","england","England_A_national_rugby_union_team",5,0,"2009","2010"
"Q3498108","Stelian Burcea","Stelian Burcea","Stelian_Burcea","senior_club","2013-2014","bucurești wolves","Romanian_Wolves",4,0,"2013","2014"
"Q3498108","Stelian Burcea","Stelian Burcea","Stelian_Burcea","senior_club","2005-2011","steaua bucurești","CSA_Steaua_Bucure%C8%99ti_(rugby_union)",35,10,"2005","2011"
"Q3498108","Stelian Burcea","Stelian Burcea","Stelian_Burcea","senior_club","2012-","timișoara saracens","SCM_USV_Timi%C8%99oara",40,60,"2012",NA
"Q3498108","Stelian Burcea","Stelian Burcea","Stelian_Burcea","international","2006-","romania","Romania_national_rugby_union_team",71,40,"2006",NA
"Q3498430","Stephan Gerber","Stephan Gerber","Stephan_Gerber","senior_club","2005-2005","leopards","Leopards_(rugby_union)",3,0,"2005","2005"
"Q3498430","Stephan Gerber","Stephan Gerber","Stephan_Gerber","senior_club","2006-2007","pumas","Pumas_(Currie_Cup)",29,10,"2006","2007"
"Q3498430","Stephan Gerber","Stephan Gerber","Stephan_Gerber","senior_club","2008-2008","griquas","Griquas_(rugby_union)",21,15,"2008","2008"
"Q3498430","Stephan Gerber","Stephan Gerber","Stephan_Gerber","senior_club","2008-2013","aurillac","Stade_Aurillacois_Cantal_Auvergne",100,45,"2008","2013"
"Q3498430","Stephan Gerber","Stephan Gerber","Stephan_Gerber","senior_club","2013-","border bulldogs","Border_Bulldogs",12,5,"2013",NA
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","amateur","1986-1991","linwood",NA,0,0,"1986","1991"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","amateur","1992-1996","southern",NA,0,0,"1992","1996"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","amateur","1997-1998","te kawau",NA,0,0,"1997","1998"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","senior_club","1991-1991","lazio","S.S._Lazio_Rugby_1927",0,0,"1991","1991"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","senior_club","1992-1996","otago","Otago_Rugby_Football_Union",79,0,"1992","1996"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","senior_club","1997-1998","central vikings","Central_Vikings_Rugby_Union",22,34,"1997","1998"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","senior_club","1998-2000","london irish","London_Irish",32,23,"1998","2000"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","senior_club","2000-2002","leeds","Leeds_Carnegie",42,52,"2000","2002"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","senior_club","NA-NA","blackrock college","Blackrock_College",0,0,NA,NA
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","senior_club","1986-1991","canterbury","Canterbury_Rugby_Football_Union",80,0,"1986","1991"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","senior_club","1996-1996","highlanders","Highlanders_(rugby_union)",10,10,"1996","1996"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","senior_club","1997-1998","hurricanes","Hurricanes_(rugby_union)",21,15,"1997","1998"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","international","1991-1999","samoa","Samoa_national_rugby_union_team",18,64,"1991","1999"
"Q3498501","Stephen Bachop","Stephen Bachop","Stephen_Bachop","international","1994-1994","new zealand","New_Zealand_national_rugby_union_team",5,0,"1994","1994"
"Q3498596","Stephen Keogh","Stephen Keogh","Stephen_Keogh","amateur","NA-NA","st. mary's college","St_Mary%27s_College_RFC",0,0,NA,NA
"Q3498596","Stephen Keogh","Stephen Keogh","Stephen_Keogh","amateur","NA-NA","shannon","Shannon_RFC",0,0,NA,NA
"Q3498596","Stephen Keogh","Stephen Keogh","Stephen_Keogh","senior_club","2003-2006","munster","Munster_Rugby",53,10,"2003","2006"
"Q3498596","Stephen Keogh","Stephen Keogh","Stephen_Keogh","senior_club","2006-2011","leinster","Leinster_Rugby",85,35,"2006","2011"
"Q3498596","Stephen Keogh","Stephen Keogh","Stephen_Keogh","international","2007-2008","ireland a","Ireland_Wolfhounds",4,0,"2007","2008"
"Q3498621","Stephen Myler","Stephen Myler","Stephen_Myler","senior_club","2006-2018","northampton saints","Northampton_Saints",330,2655,"2006","2018"
"Q3498621","Stephen Myler","Stephen Myler","Stephen_Myler","senior_club","2018-2020","london irish","London_Irish",25,156,"2018","2020"
"Q3498621","Stephen Myler","Stephen Myler","Stephen_Myler","senior_club","2020-2023","ospreys","Ospreys_(rugby_union)",32,243,"2020","2023"
"Q3498621","Stephen Myler","Stephen Myler","Stephen_Myler","international","2009-","england saxons","England_A_national_rugby_union_team",3,36,"2009",NA
"Q3498621","Stephen Myler","Stephen Myler","Stephen_Myler","international","2013-","england","England_A_national_rugby_union_team",1,2,"2013",NA
"Q3498851","Steve Bates","Steve Bates","Steve_Bates","international","1989-1989","england","England_national_rugby_union_team",1,0,"1989","1989"
"Q3498878","Steve Casey","Steve Casey","Steve_Casey_(rugby_union)","senior_club","1906-1913","otago","Otago",0,0,"1906","1913"
"Q3498878","Steve Casey","Steve Casey","Steve_Casey_(rugby_union)","senior_club","1903-1904",NA,"Dunedin",0,0,"1903","1904"
"Q3498878","Steve Casey","Steve Casey","Steve_Casey_(rugby_union)","international","1905-1908","all blacks","New_Zealand_national_rugby_union_team",38,0,"1905","1908"
"Q3498896","Steve Cutler","Steve Cutler","Steve_Cutler_(rugby_union)","international","1982-1991","australia","Australia_national_rugby_union_team",40,16,"1982","1991"
"Q3498905","Steve Devine","Steve Devine","Steve_Devine","senior_club","1998-2007","auckland","Auckland_Rugby_Union",78,0,"1998","2007"
"Q3498905","Steve Devine","Steve Devine","Steve_Devine","senior_club","1999-2007","blues","Blues_(Super_Rugby)",70,25,"1999","2007"
"Q3498905","Steve Devine","Steve Devine","Steve_Devine","international","2002-2003","new zealand","New_Zealand_national_rugby_union_team",10,0,"2002","2003"
"Q3498924","Steve Fenwick","Steve Fenwick","Steve_Fenwick","amateur","1971-1973","beddau rfc","Beddau_RFC",0,0,"1971","1973"
"Q3498924","Steve Fenwick","Steve Fenwick","Steve_Fenwick","amateur","1973-1981","bridgend rfc","Bridgend_Ravens",0,0,"1973","1981"
"Q3498924","Steve Fenwick","Steve Fenwick","Steve_Fenwick","international","1975-1981","wales","Wales_national_rugby_union_team",30,152,"1975","1981"
"Q3498924","Steve Fenwick","Steve Fenwick","Steve_Fenwick","international","1977-1977","british lions",NA,4,0,"1977","1977"
"Q3498946","Steve Hanley","Steve Hanley","Steve_Hanley_(rugby_union)","senior_club","1998-2008","sale sharks","Sale_Sharks",191,525,"1998","2008"
"Q3498946","Steve Hanley","Steve Hanley","Steve_Hanley_(rugby_union)","international","1999-1999","england","England_national_rugby_union_team",1,5,"1999","1999"
"Q3498970","Steve Jones","Steve Jones","Steve_Jones_(rugby_union,_born_1977)","senior_club","2003-2013","ng dragons","Dragons_RFC",180,45,"2003","2013"
"Q3498970","Steve Jones","Steve Jones","Steve_Jones_(rugby_union,_born_1977)","international","2000-2005","wales","Wales",5,0,"2000","2005"
"Q110645268","Freddie Owsley","Freddie Owsley","Freddie_Owsley","senior_club","2020-2021","bristol bears","Bristol_Bears",0,0,"2020","2021"
"Q110645268","Freddie Owsley","Freddie Owsley","Freddie_Owsley","senior_club","2021-2022","edinburgh rugby","Edinburgh_Rugby",3,10,"2021","2022"
"Q3499015","Steve McDowall","Steve McDowall","Steve_McDowall","senior_club","1982-1984","bay of plenty","Bay_of_Plenty_(National_Provincial_Championship)",0,0,"1982","1984"
"Q3499015","Steve McDowall","Steve McDowall","Steve_McDowall","senior_club","1985-1989","auckland","Auckland_(National_Provincial_Championship)",0,0,"1985","1989"
"Q3499015","Steve McDowall","Steve McDowall","Steve_McDowall","senior_club","1989-1989","bay of plenty","Bay_of_Plenty_(National_Provincial_Championship)",0,0,"1989","1989"
"Q3499015","Steve McDowall","Steve McDowall","Steve_McDowall","senior_club","1990-1993","auckland","Auckland_(National_Provincial_Championship)",0,0,"1990","1993"
"Q3499015","Steve McDowall","Steve McDowall","Steve_McDowall","senior_club","1994-1994","wellington","Wellington_Rugby_Football_Union",0,0,"1994","1994"
"Q3499015","Steve McDowall","Steve McDowall","Steve_McDowall","senior_club","1998-1998","auckland","Auckland_(National_Provincial_Championship)",0,0,"1998","1998"
"Q3499015","Steve McDowall","Steve McDowall","Steve_McDowall","international","1986-1991","new zealand","New_Zealand_national_rugby_union_team",46,12,"1986","1991"
"Q3499024","Steve Meyer","Steve Meyer","Steve_Meyer","senior_club","2010-","sharks (currie cup)","Sharks_(Currie_Cup)",0,0,"2010",NA
"Q3499024","Steve Meyer","Steve Meyer","Steve_Meyer","senior_club","2006-2009","usa perpignan","USA_Perpignan",0,0,"2006","2009"
"Q3499024","Steve Meyer","Steve Meyer","Steve_Meyer","senior_club","2004-2006","sharks (currie cup)","Sharks_(Currie_Cup)",0,0,"2004","2006"
"Q3499024","Steve Meyer","Steve Meyer","Steve_Meyer","senior_club","2003-2004","natal wildebeest",NA,0,0,"2003","2004"
"Q3499042","Steve Ojomoh","Steve Ojomoh","Steve_Ojomoh","international","1994-1998","england","England_national_rugby_union_team",12,0,"1994","1998"
"Q3499100","Steve Scott","Steve Scott","Steve_Scott_(rugby_union)","international","2000-2004","scotland","Scotland_national_rugby_union_team",11,0,"2000","2004"
"Q3499120","Steve Smith","Steve Smith","Steve_Smith_(rugby_union,_born_1951)","amateur","NA-NA","sale","Sale_Sharks",0,0,NA,NA
"Q3499120","Steve Smith","Steve Smith","Steve_Smith_(rugby_union,_born_1951)","international","1973-1983","england","England_national_rugby_union_team",28,8,"1973","1983"
"Q3499139","Steve Thompson","Steve Thompson","Steve_Thompson_(rugby_union)","senior_club","1998-2007","northampton saints","Northampton_Saints",195,80,"1998","2007"
"Q3499139","Steve Thompson","Steve Thompson","Steve_Thompson_(rugby_union)","senior_club","2007-2010","ca brive","CA_Brive",42,10,"2007","2010"
"Q3499139","Steve Thompson","Steve Thompson","Steve_Thompson_(rugby_union)","senior_club","2010-2011","leeds carnegie","Leeds_Carnegie",20,15,"2010","2011"
"Q3499139","Steve Thompson","Steve Thompson","Steve_Thompson_(rugby_union)","senior_club","2011-2011","london wasps","Wasps_RFC",1,0,"2011","2011"
"Q3499139","Steve Thompson","Steve Thompson","Steve_Thompson_(rugby_union)","international","2002-2011","england","England_national_rugby_union_team",73,20,"2002","2011"
"Q3499139","Steve Thompson","Steve Thompson","Steve_Thompson_(rugby_union)","international","2005-2005","british & irish lions","British_%26_Irish_Lions",3,0,"2005","2005"
"Q3499146","Steve Tuynman","Steve Tuynman","Steve_Tuynman","international","1983-1990","australia","Australia",34,20,"1983","1990"
"Q3499177","Steven Bates","Steven Bates","Steven_Bates","senior_club","2000-2001","auckland","Auckland",8,0,"2000","2001"
"Q3499177","Steven Bates","Steven Bates","Steven_Bates","senior_club","2002-2007","chiefs","Chiefs_(Super_Rugby)",57,35,"2002","2007"
"Q3499177","Steven Bates","Steven Bates","Steven_Bates","senior_club","2002-2007","waikato","Waikato_Rugby_Union",75,95,"2002","2007"
"Q3499177","Steven Bates","Steven Bates","Steven_Bates","senior_club","2008-2016","toshiba brave lupus","Toshiba_Brave_Lupus_Tokyo",119,290,"2008","2016"
"Q3499177","Steven Bates","Steven Bates","Steven_Bates","international","2001-2001","new zealand u21","New_Zealand_national_under-21_rugby_union_team",4,0,"2001","2001"
"Q3499177","Steven Bates","Steven Bates","Steven_Bates","international","2004-2004","new zealand","New_Zealand_national_under-21_rugby_union_team",2,0,"2004","2004"
"Q3499177","Steven Bates","Steven Bates","Steven_Bates","international","2005-2006","junior all blacks","All_Blacks_XV",7,10,"2005","2006"
"Q3499185","Steve Blackmore","Steve Blackmore","Steve_Blackmore","international","1987-1987","wales",NA,4,0,"1987","1987"
"Q110645501","Andy Christie","Andy Christie","Andy_Christie","senior_club","2017-2018","old albanian","Old_Albanian_RFC",15,10,"2017","2018"
"Q110645501","Andy Christie","Andy Christie","Andy_Christie","senior_club","2018-2019","bishop's stortford","Bishop%27s_Stortford_RFC",10,5,"2018","2019"
"Q110645501","Andy Christie","Andy Christie","Andy_Christie","senior_club","2018-","saracens","Saracens_F.C.",87,55,"2018",NA
